keratin,p(keratin)
5.800878746799396,0.008360752579690447
7.129839388225588,0.013377204127504715
8.45880002965178,0.0317708598028237
9.787760671077972,0.043475913414390326
11.116721312504165,0.06521387012158548
12.445681953930357,0.04180376289845224
13.77464259535655,0.055180967025956956
15.103603236782742,0.04682021444626651
16.432563878208935,0.05183666599408077
17.761524519635127,0.016721505159380895
19.09048516106132,0.04180376289845224
20.419445802487513,0.011705053611566627
21.748406443913705,0.050164515478142685
23.077367085339898,0.043475913414390326
24.40632772676609,0.025082257739071342
25.735288368192283,0.028426558770947522
27.064249009618475,0.025082257739071342
28.393209651044668,0.018393655675318983
29.72217029247086,0.016721505159380895
31.051130933897053,0.015049354643442805
32.38009157532325,0.010032903095628537
33.70905221674944,0.011705053611566627
35.038012858175634,0.011705053611566627
36.366973499601826,0.018393655675318983
37.69593414102802,0.010032903095628537
39.02489478245421,0.005016451547814269
40.353855423880404,0.0016721505159380894
41.682816065306596,0.010032903095628537
43.01177670673279,0.008360752579690447
44.34073734815898,0.005016451547814269
45.669697989585174,0.003344301031876179
46.99865863101137,0.0016721505159380894
48.32761927243756,0.0
49.65657991386375,0.0
50.985540555289944,0.0016721505159380894
52.31450119671614,0.0
53.64346183814233,0.0016721505159380894
54.97242247956852,0.0
56.301383120994714,0.0
57.63034376242091,0.0
