relative radius,mean(keratin),std(keratin)
0.05,74.06919194376437,6.572804407164659
0.15000000000000002,77.12079444171121,5.8513808026091825
0.25,87.33973530611951,3.932912384991573
0.35000000000000003,99.25158152765579,5.171596972311765
0.45,115.61965633781195,4.087322864580526
0.55,133.99303282357496,6.47082836453667
0.65,154.65296271871733,6.282354298343703
0.75,176.44437994441432,7.088614866892631
0.8500000000000001,198.06419055201948,4.543313951110406
0.9500000000000001,215.87080121835783,5.939887097158188
