relative radius,tension
0.05,0.03357279169017578
0.15000000000000002,0.03109148887058955
0.25,0.03036259166674286
0.35000000000000003,0.03364198804759626
0.45,0.03511263889743419
0.55,0.039258341552021646
0.65,0.043804920349479436
0.75,0.047477186836874755
0.8500000000000001,0.052071161318502764
0.9500000000000001,0.05501925691233872
