keratin/<keratin>,p(keratin)*<keratin>
0.46055077931629235,0.04977945941758907
0.5024644155112789,0.20978486468841107
0.5443780517062653,0.6364659454106032
0.5862916879012519,0.9955891883517813
0.6282053240962383,1.1769286476587129
0.6701189602912248,1.2338194584216717
0.7120325964862112,1.2515978367850964
0.7539462326811978,1.1271491882411238
0.7958598688761843,1.2907102691846308
0.8377735050711708,1.1947070260221375
0.8796871412661573,1.1875956746767677
0.9216007774611438,1.116482161223069
0.9635144136561304,1.1413718909318635
1.0054280498511168,0.9955891883517813
1.0473416860461033,1.1022594585323293
1.08925532224109,0.9742551343156717
1.1311689584360762,0.9244756748980827
1.1730825946310628,0.8249167560629046
1.2149962308260494,0.7715816209726305
1.2569098670210357,0.6435772967559729
1.2988235032160225,0.6506886481013429
1.3407371394110088,0.6577999994467126
1.3826507756059954,0.8000270263541099
1.4245644118009817,0.8142497290448498
1.4664780479959683,0.6577999994467126
1.5083916841909546,0.3769016213046029
1.5503053203859412,0.1493383782527672
1.5922189565809277,0.1173372971986028
1.634132592775914,0.11022594585323293
1.6760462289709006,0.106670270180548
1.7179598651658872,0.14222702690739733
1.759873501360874,0.2168962160337809
1.80178713755586,0.10311459450786307
1.8437007737508464,0.06755783778101374
1.885614409945833,0.0106670270180548
1.9275280461408197,0.014222702690739733
1.9694416823358063,0.0
2.0113553185307924,0.0
2.053268954725779,0.0035556756726849333
2.0951825909207655,0.0071113513453698665
