relative radius,keratin
0.05,260.2436729547033
0.15000000000000002,261.0356719922244
0.25,265.3643739693436
0.35000000000000003,288.4002703305726
0.45,284.07269253623247
0.55,320.1431976297459
0.65,323.64210988308866
0.75,337.7894391332557
0.8500000000000001,351.45340994510235
0.9500000000000001,357.45368450662727
