relative radius,keratin
0.05,106.02272691608951
0.15000000000000002,116.44713872738707
0.25,124.97631556869234
0.35000000000000003,141.23483511418496
0.45,160.27923294173502
0.55,185.71253338925086
0.65,198.57228597540785
0.75,222.00749916332117
0.8500000000000001,243.84725883835057
0.9500000000000001,252.19121162870908
