time (s),keratin (a.u.)
333.0,14.385
334.0,14.374
335.0,14.383
336.0,14.44
337.0,14.349
338.0,14.283
339.0,14.414
340.0,14.337
341.0,14.356
342.0,14.248
343.0,14.345
344.0,14.19
345.0,14.115
346.0,14.222
347.0,14.077
348.0,14.302
349.0,14.276
350.0,14.216
351.0,14.255
352.0,14.168
353.0,14.145
354.0,14.128
355.0,14.195
356.0,14.076
357.0,14.197
358.0,14.199
359.0,14.086
360.0,14.085
361.0,14.015
362.0,14.02
363.0,14.052
364.0,13.939
365.0,13.937
366.0,13.946
367.0,13.93
368.0,13.847
369.0,13.973
370.0,13.871
371.0,13.914
372.0,13.953
373.0,13.841
374.0,13.888
375.0,13.928
376.0,13.794
377.0,13.902
378.0,13.792
379.0,13.786
380.0,13.781
381.0,13.667
382.0,13.762
383.0,13.722
384.0,13.716
385.0,13.644
386.0,13.698
387.0,13.707
388.0,13.687
389.0,13.583
390.0,13.583
391.0,13.54
392.0,13.687
393.0,13.633
394.0,13.605
395.0,13.545
396.0,13.617
397.0,13.508
398.0,13.566
399.0,13.587
400.0,13.481
401.0,13.482
402.0,13.433
403.0,13.431
404.0,13.348
405.0,13.397
406.0,13.322
407.0,13.455
408.0,13.436
409.0,13.507
410.0,13.451
411.0,13.45
412.0,13.5
413.0,13.345
414.0,13.452
415.0,13.45
416.0,13.398
417.0,13.412
418.0,13.436
419.0,13.318
420.0,13.302
421.0,13.294
422.0,13.27
423.0,13.309
424.0,13.265
425.0,13.288
426.0,13.212
427.0,13.252
428.0,13.214
429.0,13.292
430.0,13.203
431.0,13.123
432.0,13.244
433.0,13.228
434.0,13.097
435.0,13.1
436.0,13.084
437.0,13.163
438.0,13.206
439.0,13.219
440.0,13.154
441.0,13.138
442.0,13.142
443.0,13.071
444.0,13.152
445.0,13.103
446.0,13.165
447.0,13.107
448.0,13.227
449.0,13.179
450.0,13.056
451.0,13.116
452.0,13.17
453.0,13.05
454.0,13.139
455.0,13.126
456.0,13.136
457.0,13.089
458.0,13.124
459.0,12.951
460.0,13.1
461.0,13.016
462.0,13.095
463.0,13.092
464.0,13.002
465.0,12.955
466.0,13.079
467.0,12.976
468.0,13.068
469.0,13.05
470.0,13.091
471.0,12.939
472.0,12.999
473.0,13.031
474.0,12.99
475.0,12.825
476.0,12.956
477.0,12.925
478.0,12.913
