time (s),keratin (a.u.)
1.0,5.124
2.0,8.362
3.0,9.005
4.0,9.163
5.0,9.451
6.0,9.656
7.0,9.839
8.0,9.947
9.0,10.131
10.0,10.323
11.0,10.447
12.0,10.431
13.0,10.556
14.0,10.644
15.0,10.689
16.0,10.874
17.0,10.889
18.0,11.045
19.0,11.115
20.0,11.274
21.0,11.379
22.0,11.473
23.0,11.523
24.0,11.704
25.0,11.738
26.0,11.821
27.0,11.962
28.0,12.1
29.0,12.091
30.0,12.404
31.0,13.578
32.0,13.644
33.0,13.923
34.0,13.908
35.0,14.071
36.0,14.103
37.0,14.289
38.0,14.249
39.0,14.278
40.0,14.338
41.0,14.516
42.0,14.523
43.0,14.696
44.0,14.819
45.0,14.895
46.0,14.726
47.0,14.803
48.0,14.878
49.0,14.96
50.0,15.007
51.0,15.069
52.0,15.033
53.0,15.16
54.0,15.214
55.0,15.318
56.0,15.388
57.0,15.322
58.0,15.328
59.0,15.397
60.0,15.405
61.0,15.592
62.0,15.565
63.0,15.644
64.0,15.656
65.0,15.598
66.0,15.576
67.0,15.623
68.0,15.653
69.0,15.742
70.0,15.73
71.0,15.695
72.0,15.758
73.0,15.893
74.0,15.832
75.0,15.943
76.0,15.94
77.0,16.071
78.0,15.982
79.0,16.022
80.0,16.128
81.0,16.063
82.0,16.186
83.0,16.124
84.0,16.181
85.0,16.181
86.0,16.15
87.0,16.173
88.0,16.124
89.0,16.223
90.0,16.257
91.0,16.251
92.0,16.16
93.0,16.148
94.0,16.365
95.0,16.261
96.0,16.352
97.0,16.277
98.0,16.24
99.0,16.415
100.0,16.428
101.0,16.389
102.0,16.409
103.0,16.573
104.0,16.513
105.0,16.52
106.0,16.537
107.0,16.497
108.0,16.529
109.0,16.699
110.0,16.718
111.0,16.714
112.0,16.571
113.0,16.628
114.0,16.486
115.0,16.718
116.0,16.801
117.0,16.843
118.0,16.711
119.0,16.936
120.0,16.804
121.0,16.755
122.0,16.746
123.0,16.836
124.0,16.919
125.0,16.779
126.0,16.923
127.0,16.969
128.0,16.933
129.0,17.009
130.0,16.899
131.0,17.002
132.0,17.155
133.0,17.098
134.0,17.12
135.0,17.089
136.0,17.253
137.0,17.185
138.0,17.302
139.0,17.44
140.0,17.355
141.0,17.286
142.0,17.317
143.0,17.305
144.0,17.395
145.0,17.429
146.0,17.391
147.0,17.467
148.0,17.51
149.0,17.569
150.0,17.642
151.0,17.618
152.0,17.657
153.0,17.817
154.0,17.748
155.0,17.682
156.0,17.855
157.0,17.91
158.0,17.915
159.0,17.933
160.0,18.067
161.0,18.059
162.0,18.033
163.0,18.156
164.0,18.146
165.0,18.148
166.0,18.139
167.0,18.14
168.0,18.162
169.0,18.239
170.0,18.196
171.0,18.272
172.0,18.275
173.0,18.354
174.0,18.47
175.0,18.417
176.0,18.48
177.0,18.535
178.0,18.466
179.0,18.664
180.0,18.639
181.0,18.724
182.0,18.408
183.0,18.259
184.0,18.263
185.0,18.131
186.0,18.103
187.0,17.924
188.0,17.913
189.0,17.727
190.0,17.82
191.0,17.712
192.0,17.825
193.0,17.648
194.0,17.627
195.0,17.487
196.0,17.478
197.0,17.51
198.0,17.65
199.0,17.491
200.0,17.301
201.0,17.471
202.0,17.248
203.0,17.332
204.0,17.293
205.0,17.168
206.0,17.132
207.0,16.982
208.0,17.108
209.0,16.969
210.0,17.051
211.0,17.028
212.0,16.969
213.0,16.966
214.0,16.799
215.0,16.788
216.0,16.835
217.0,16.778
218.0,16.732
219.0,16.664
220.0,16.481
221.0,16.6
222.0,16.703
223.0,16.39
224.0,16.38
225.0,16.415
226.0,16.307
227.0,16.27
228.0,16.289
229.0,16.196
230.0,16.285
231.0,16.21
232.0,16.206
233.0,16.13
234.0,16.081
235.0,16.004
236.0,16.103
237.0,16.022
238.0,15.978
239.0,16.054
240.0,15.836
241.0,15.848
242.0,15.982
243.0,16.027
244.0,15.914
245.0,15.875
246.0,15.895
247.0,15.831
248.0,15.695
249.0,15.769
250.0,15.817
251.0,15.708
252.0,15.698
253.0,15.798
254.0,15.704
255.0,15.66
256.0,15.666
257.0,15.636
258.0,15.601
259.0,15.559
260.0,15.688
261.0,15.44
262.0,15.574
263.0,15.436
264.0,15.44
265.0,15.508
266.0,15.372
267.0,15.47
268.0,15.3
269.0,15.364
270.0,15.412
271.0,15.411
272.0,15.285
273.0,15.47
274.0,15.219
275.0,15.432
276.0,15.33
277.0,15.38
278.0,15.23
279.0,15.19
280.0,15.183
281.0,15.178
282.0,15.295
283.0,15.273
284.0,15.088
285.0,15.179
286.0,15.181
287.0,15.172
288.0,15.081
289.0,15.001
290.0,15.101
291.0,15.064
292.0,15.035
293.0,15.149
294.0,14.89
295.0,14.938
296.0,15.042
297.0,14.884
298.0,14.926
299.0,14.929
300.0,14.876
301.0,14.992
302.0,14.739
303.0,14.889
304.0,14.83
305.0,14.83
306.0,14.791
307.0,14.768
308.0,14.788
309.0,14.838
310.0,14.691
311.0,14.793
312.0,14.758
313.0,14.67
314.0,14.608
315.0,14.594
316.0,14.648
317.0,14.637
318.0,14.608
319.0,14.631
320.0,14.64
321.0,14.486
322.0,14.637
323.0,14.662
324.0,14.53
325.0,14.546
326.0,14.491
327.0,14.58
328.0,14.562
329.0,14.686
330.0,14.469
331.0,14.449
332.0,14.373
