relative radius,tension
0.05,0.013698979542130323
0.15000000000000002,0.012861624809639358
0.25,0.01329181328626491
0.35000000000000003,0.01451774352932629
0.45,0.016009054294740793
0.55,0.01865621110256163
0.65,0.021560501761318678
0.75,0.02445508096248764
0.8500000000000001,0.027810787383166575
0.9500000000000001,0.03119916941974682
