time (s),height (micro m)
0.0,22.3445
1.0,22.3445
2.0,22.3445
3.0,22.3445
4.0,22.3445
5.0,21.7406
6.0,22.3445
7.0,21.7406
8.0,36.2343
9.0,43.4812
10.0,48.3124
11.0,50.1241
12.0,53.1436
13.0,55.5593
14.0,57.371
15.0,58.5788
16.0,60.3905
17.0,61.5983
18.0,62.8061
19.0,64.0139
20.0,64.6178
21.0,100.2482
22.0,66.4295
23.0,67.6374
24.0,68.2413
25.0,68.8452
26.0,69.4491
27.0,70.053
28.0,71.8647
29.0,71.8647
30.0,72.4686
31.0,73.0725
32.0,73.0725
33.0,73.6764
34.0,74.2803
35.0,74.2803
36.0,74.8842
37.0,75.4881
38.0,76.092
39.0,76.6959
40.0,76.6959
41.0,77.2998
42.0,77.9037
43.0,77.9037
44.0,78.5076
45.0,79.1115
46.0,79.1115
47.0,79.7155
48.0,79.7155
49.0,80.3194
50.0,80.3194
51.0,80.9233
52.0,80.9233
53.0,81.5272
54.0,81.5272
55.0,82.1311
56.0,82.735
57.0,82.735
58.0,82.735
59.0,83.3389
60.0,83.3389
61.0,83.9428
62.0,84.5467
63.0,84.5467
64.0,85.1506
65.0,85.7545
66.0,85.7545
67.0,86.3584
68.0,86.9623
69.0,86.9623
70.0,87.5662
71.0,87.5662
72.0,88.1701
73.0,88.774
74.0,88.774
75.0,89.3779
76.0,89.3779
77.0,89.9818
78.0,89.9818
79.0,90.5857
80.0,91.1897
81.0,91.1897
82.0,91.7936
83.0,92.3975
84.0,92.3975
85.0,93.0014
86.0,93.0014
87.0,93.6053
88.0,93.6053
89.0,94.2092
90.0,94.8131
91.0,94.8131
92.0,94.8131
93.0,96.0209
94.0,96.0209
95.0,96.0209
96.0,96.6248
97.0,97.2287
98.0,97.2287
99.0,97.8326
100.0,97.8326
101.0,98.4365
102.0,98.4365
103.0,99.0404
104.0,99.0404
105.0,99.6443
106.0,100.2482
107.0,100.2482
108.0,100.2482
109.0,100.8521
110.0,101.456
111.0,102.0599
112.0,101.456
113.0,102.0599
114.0,102.0599
115.0,102.6638
116.0,102.6638
117.0,103.2677
118.0,103.8717
119.0,103.8717
120.0,103.8717
121.0,104.4756
122.0,105.0795
123.0,105.0795
124.0,105.0795
125.0,105.6834
126.0,105.6834
127.0,106.2873
128.0,106.2873
129.0,106.8912
130.0,106.8912
131.0,107.4951
132.0,107.4951
133.0,108.099
134.0,108.099
135.0,108.099
136.0,108.099
137.0,108.7029
138.0,109.3068
139.0,109.3068
140.0,109.3068
141.0,109.9107
142.0,109.9107
143.0,110.5146
144.0,110.5146
145.0,110.5146
146.0,111.1185
147.0,111.1185
148.0,111.7224
149.0,111.7224
150.0,112.3263
151.0,112.3263
152.0,112.9302
153.0,112.9302
154.0,113.5341
155.0,113.5341
156.0,113.5341
157.0,114.138
158.0,114.138
159.0,114.7419
160.0,114.7419
161.0,114.7419
162.0,115.3458
163.0,115.3458
164.0,115.9498
165.0,115.9498
166.0,116.5537
167.0,116.5537
168.0,116.5537
169.0,116.5537
170.0,117.1576
171.0,117.1576
172.0,117.7615
173.0,117.7615
174.0,118.3654
175.0,118.3654
176.0,118.3654
177.0,118.9693
178.0,118.9693
179.0,118.9693
180.0,119.5732
181.0,120.1771
182.0,118.9693
183.0,114.138
184.0,111.7224
185.0,109.9107
186.0,108.099
187.0,106.2873
188.0,105.0795
189.0,103.2677
190.0,102.0599
191.0,100.8521
192.0,99.6443
193.0,98.4365
194.0,97.2287
195.0,96.0209
196.0,95.417
197.0,94.2092
198.0,93.6053
199.0,93.0014
200.0,92.3975
201.0,91.7936
202.0,90.5857
203.0,89.9818
204.0,89.3779
205.0,89.3779
206.0,88.774
207.0,87.5662
208.0,87.5662
209.0,86.9623
210.0,86.3584
211.0,85.7545
212.0,85.7545
213.0,85.1506
214.0,85.1506
215.0,84.5467
216.0,83.9428
217.0,83.9428
218.0,83.3389
219.0,83.3389
220.0,83.3389
221.0,82.735
222.0,82.735
223.0,82.735
224.0,82.1311
225.0,81.5272
226.0,81.5272
227.0,81.5272
228.0,80.9233
229.0,80.9233
230.0,80.9233
231.0,80.9233
232.0,80.3194
233.0,80.3194
234.0,80.3194
235.0,80.3194
236.0,80.3194
237.0,79.7155
238.0,79.7155
239.0,79.7155
240.0,79.1115
241.0,79.1115
242.0,79.1115
243.0,79.1115
244.0,78.5076
245.0,78.5076
246.0,78.5076
247.0,78.5076
248.0,78.5076
249.0,78.5076
250.0,78.5076
251.0,77.9037
252.0,77.9037
253.0,77.9037
254.0,77.9037
255.0,77.9037
256.0,77.9037
257.0,77.9037
258.0,77.9037
259.0,77.9037
260.0,77.9037
261.0,77.9037
262.0,77.2998
263.0,77.2998
264.0,77.2998
265.0,77.2998
266.0,77.2998
267.0,77.2998
268.0,77.2998
269.0,77.2998
270.0,77.2998
271.0,76.6959
272.0,76.6959
273.0,76.6959
274.0,76.6959
275.0,76.6959
276.0,76.6959
277.0,76.092
278.0,76.6959
279.0,76.092
280.0,76.6959
281.0,76.092
282.0,76.092
283.0,76.092
284.0,76.092
285.0,76.092
286.0,76.092
287.0,75.4881
288.0,76.092
289.0,75.4881
290.0,76.092
291.0,75.4881
292.0,75.4881
293.0,75.4881
294.0,75.4881
295.0,75.4881
296.0,75.4881
297.0,75.4881
298.0,75.4881
299.0,75.4881
300.0,75.4881
301.0,74.8842
302.0,74.8842
303.0,74.8842
304.0,74.8842
305.0,74.8842
306.0,74.8842
307.0,74.8842
308.0,74.8842
309.0,74.8842
310.0,74.8842
311.0,74.8842
312.0,74.8842
313.0,74.2803
314.0,74.2803
315.0,74.8842
316.0,74.8842
317.0,74.2803
318.0,74.2803
319.0,74.2803
320.0,74.2803
321.0,74.2803
322.0,74.2803
323.0,74.2803
324.0,74.2803
325.0,74.2803
326.0,74.2803
327.0,74.2803
328.0,74.2803
329.0,74.2803
330.0,74.2803
331.0,74.2803
332.0,74.2803
333.0,74.2803
334.0,74.2803
335.0,74.2803
336.0,74.2803
337.0,74.2803
338.0,73.6764
339.0,74.2803
340.0,74.2803
341.0,74.2803
342.0,74.2803
343.0,74.2803
344.0,74.2803
345.0,74.2803
346.0,74.2803
347.0,74.2803
348.0,73.6764
349.0,74.2803
350.0,73.6764
351.0,74.2803
352.0,74.2803
353.0,74.2803
354.0,74.2803
355.0,74.2803
356.0,74.2803
357.0,74.2803
358.0,74.2803
359.0,73.6764
360.0,73.6764
361.0,73.6764
362.0,74.2803
363.0,74.2803
364.0,74.2803
365.0,73.6764
366.0,73.6764
367.0,74.2803
368.0,74.2803
369.0,73.6764
370.0,74.2803
371.0,73.6764
372.0,73.6764
373.0,73.6764
374.0,73.6764
375.0,73.6764
376.0,73.6764
377.0,73.6764
378.0,73.6764
379.0,73.6764
380.0,73.6764
381.0,73.6764
382.0,73.0725
383.0,73.6764
384.0,73.6764
385.0,73.6764
386.0,73.0725
387.0,73.0725
388.0,73.0725
389.0,73.0725
390.0,73.0725
391.0,73.0725
392.0,73.0725
393.0,73.0725
394.0,73.0725
395.0,73.0725
396.0,73.0725
397.0,73.0725
398.0,73.0725
399.0,72.4686
400.0,73.0725
401.0,72.4686
402.0,73.0725
403.0,72.4686
404.0,73.0725
405.0,73.0725
406.0,73.0725
407.0,72.4686
408.0,73.0725
409.0,73.0725
410.0,73.0725
411.0,73.0725
412.0,72.4686
413.0,72.4686
414.0,72.4686
415.0,72.4686
416.0,72.4686
417.0,72.4686
418.0,72.4686
419.0,72.4686
420.0,72.4686
421.0,72.4686
422.0,72.4686
423.0,72.4686
424.0,72.4686
425.0,72.4686
426.0,72.4686
427.0,72.4686
428.0,72.4686
429.0,72.4686
430.0,72.4686
431.0,72.4686
432.0,72.4686
433.0,72.4686
434.0,72.4686
435.0,72.4686
436.0,72.4686
437.0,72.4686
438.0,72.4686
439.0,72.4686
440.0,71.8647
441.0,71.8647
442.0,72.4686
443.0,72.4686
444.0,72.4686
445.0,71.8647
446.0,72.4686
447.0,71.8647
448.0,71.8647
449.0,71.8647
450.0,71.8647
451.0,71.8647
452.0,71.8647
453.0,71.8647
454.0,71.8647
455.0,71.8647
456.0,71.8647
457.0,71.8647
458.0,71.2608
459.0,71.2608
460.0,71.2608
461.0,71.2608
462.0,71.2608
463.0,71.2608
464.0,71.2608
465.0,71.2608
466.0,71.2608
467.0,71.2608
468.0,71.2608
469.0,71.2608
470.0,71.2608
471.0,71.2608
472.0,71.2608
473.0,71.2608
474.0,71.2608
475.0,71.2608
476.0,70.6569
477.0,71.2608
478.0,70.6569
479.0,70.6569
480.0,70.6569
481.0,71.2608
482.0,70.6569
483.0,70.6569
484.0,71.2608
485.0,70.6569
486.0,70.6569
487.0,70.6569
488.0,70.6569
489.0,70.6569
490.0,70.6569
