keratin/<keratin>,p(keratin)*<keratin>
0.5134733853595916,0.2574597042686608
0.5393674051076682,0.0
0.5652614248557449,0.0
0.5911554446038215,0.08581990142288694
0.6170494643518981,0.2574597042686608
0.6429434840999747,0.2574597042686608
0.6688375038480513,0.34327960569154775
0.6947315235961279,0.17163980284577388
0.7206255433442044,1.1156587184975304
0.7465195630922811,1.0298388170746433
0.7724135828403577,0.6865592113830955
0.7983076025884341,0.8581990142288696
0.8242016223365108,1.802217929880626
0.8500956420845874,1.5447582256119652
0.875989661832664,1.888037831303513
0.9018836815807407,1.802217929880626
0.9277777013288173,2.231317436995061
0.9536717210768938,1.802217929880626
0.9795657408249706,2.1454975355721735
1.005459760573047,2.3171373384179477
1.0313537803211237,2.6604169441094956
1.0572478000692003,2.746236845532382
1.0831418198172769,2.1454975355721735
1.1090358395653535,1.7163980284577391
1.1349298593134303,1.630578127034852
1.1608238790615066,1.458938324189078
1.1867178988095832,0.9440189156517566
1.21261191855766,1.2872985213433041
1.2385059383057364,0.5149194085373217
1.2643999580538132,0.5149194085373217
1.2902939778018898,0.5149194085373217
1.3161879975499662,0.34327960569154775
1.342082017298043,0.6007393099602086
1.3679760370461198,0.08581990142288694
1.3938700567941962,0.5149194085373217
1.4197640765422728,0.0
1.4456580962903496,0.0
1.471552116038426,0.08581990142288694
1.4974461357865025,0.08581990142288694
1.5233401555345794,0.08581990142288694
