time (s),height (micro m)
0.0,18.1209
1.0,18.1209
2.0,17.5168
3.0,18.1209
4.0,21.745
5.0,30.8055
6.0,35.6377
7.0,38.6578
8.0,41.0739
9.0,43.4901
10.0,44.6981
11.0,46.5102
12.0,47.7183
13.0,48.9263
14.0,50.7384
15.0,51.9465
16.0,52.5505
17.0,53.7585
18.0,54.9666
19.0,55.5706
20.0,56.7787
21.0,57.3827
22.0,58.5908
23.0,59.1948
24.0,59.7988
25.0,60.4029
26.0,61.0069
27.0,61.6109
28.0,62.2149
29.0,62.819
30.0,63.423
31.0,64.027
32.0,64.6311
33.0,64.6311
34.0,65.2351
35.0,65.8391
36.0,65.8391
37.0,66.4431
38.0,67.0472
39.0,67.0472
40.0,67.6512
41.0,68.2552
42.0,68.8593
43.0,68.8593
44.0,69.4633
45.0,69.4633
46.0,70.0673
47.0,70.6713
48.0,70.6713
49.0,71.2754
50.0,71.2754
51.0,71.8794
52.0,71.8794
53.0,72.4834
54.0,73.0875
55.0,73.0875
56.0,73.6915
57.0,74.2955
58.0,74.2955
59.0,74.8995
60.0,74.8995
61.0,75.5036
62.0,76.1076
63.0,76.7116
64.0,76.7116
65.0,77.3157
66.0,77.3157
67.0,77.9197
68.0,77.9197
69.0,78.5237
70.0,79.1277
71.0,79.1277
72.0,79.7318
73.0,80.3358
74.0,80.3358
75.0,80.9398
76.0,80.9398
77.0,81.5439
78.0,82.1479
79.0,82.1479
80.0,82.7519
81.0,83.3559
82.0,83.3559
83.0,83.96
84.0,83.96
85.0,84.564
86.0,85.168
87.0,85.168
88.0,85.7721
89.0,86.3761
90.0,86.3761
91.0,86.9801
92.0,87.5841
93.0,87.5841
94.0,88.1882
95.0,88.1882
96.0,88.7922
97.0,88.7922
98.0,89.3962
99.0,90.0003
100.0,90.0003
101.0,90.6043
102.0,90.6043
103.0,91.2083
104.0,91.2083
105.0,91.8123
106.0,92.4164
107.0,92.4164
108.0,92.4164
109.0,93.0204
110.0,93.0204
111.0,93.6244
112.0,93.6244
113.0,94.2285
114.0,94.2285
115.0,94.8325
116.0,94.8325
117.0,94.8325
118.0,95.4365
119.0,95.4365
120.0,96.0405
121.0,96.0405
122.0,96.6446
123.0,96.6446
124.0,97.2486
125.0,97.2486
126.0,97.8526
127.0,97.8526
128.0,98.4566
129.0,98.4566
130.0,98.4566
131.0,99.0607
132.0,99.0607
133.0,99.6647
134.0,99.6647
135.0,99.6647
136.0,100.2687
137.0,100.2687
138.0,100.8728
139.0,100.8728
140.0,101.4768
141.0,101.4768
142.0,102.0808
143.0,102.0808
144.0,102.0808
145.0,102.6849
146.0,102.6849
147.0,103.2889
148.0,103.2889
149.0,103.2889
150.0,103.8929
151.0,103.8929
152.0,104.4969
153.0,104.4969
154.0,105.101
155.0,105.101
156.0,105.101
157.0,105.705
158.0,105.705
159.0,106.309
160.0,106.309
161.0,106.9131
162.0,106.9131
163.0,107.5171
164.0,107.5171
165.0,108.1211
166.0,108.1211
167.0,108.1211
168.0,108.7251
169.0,108.7251
170.0,108.7251
171.0,109.3292
172.0,109.3292
173.0,109.3292
174.0,109.9332
175.0,109.9332
176.0,110.5372
177.0,110.5372
178.0,110.5372
179.0,111.1413
180.0,111.1413
181.0,110.5372
182.0,106.9131
183.0,105.101
184.0,103.2889
185.0,101.4768
186.0,99.6647
187.0,97.8526
188.0,96.6446
189.0,95.4365
190.0,94.2285
191.0,93.0204
192.0,91.8123
193.0,90.6043
194.0,90.0003
195.0,88.7922
196.0,88.1882
197.0,87.5841
198.0,86.3761
199.0,85.7721
200.0,85.168
