relative area,mean(keratin),std(keratin)
0.05,35.88100564056661,2.541511948544588
0.15000000000000002,52.088727941620114,4.08577486380607
0.25,66.05667174123451,2.9222191903519255
0.35000000000000003,77.4700264598214,2.9545897672478025
0.45,95.13750620435823,3.62238050921166
0.55,115.1961051669639,4.933190739877713
0.65,140.4913643719645,4.659321201084241
0.75,161.54241787376156,3.927420191766717
0.8500000000000001,175.1789942700594,5.952806116561005
0.9500000000000001,194.84955565590417,6.090259191844656
