keratin,p(keratin)
25.30380364074594,0.001272752040785912
30.69011568161426,0.0027668522625780693
36.07642772248258,0.0029605319209585344
41.4627397633509,0.004039604303363982
46.84905180421923,0.0055613730477819204
52.23536384508755,0.008466567923488892
57.62167588595587,0.008936932808127164
63.0079879268242,0.009019938376004507
68.39429996769252,0.009656314396397463
73.78061200856084,0.00877092167237248
79.16692404942916,0.008162214174605305
84.55323609029749,0.00832822531035999
89.93954813116581,0.007138478837451419
95.32586017203413,0.008300556787734208
100.71217221290246,0.007691849289967034
106.09848425377078,0.007415164063709226
111.4847962946391,0.006806456565942051
116.87110833550742,0.005810389751413946
122.25742037637573,0.00639142872655534
127.64373241724407,0.005644378615659262
133.0300444581124,0.005367693389401454
138.41635649898072,0.005340024866775674
143.80266853984904,0.004620643278505376
149.18898058071736,0.004814322936885842
154.57529262158567,0.005063339640517867
159.961604662454,0.005008002595266306
165.3479167033223,0.004565306233253815
170.73422874419063,0.004869659982137402
176.12054078505898,0.003845924644983517
181.5068528259273,0.0021304762421851136
186.89316486679562,0.0014941002217921575
192.27947690766393,0.0011620779502827894
197.66578894853225,0.0011620779502827894
203.05210098940057,0.0012174149955343505
208.4384130302689,0.0011067409050312278
213.8247250711372,0.00047036488463827184
219.21103711200553,8.300556787734208e-05
224.59734915287387,0.00011067409050312278
229.9836611937422,0.0
235.3699732346105,5.533704525156139e-05
