time (s),keratin (a.u.)
1.0,6.832
2.0,8.106
3.0,9.115
4.0,10.123
5.0,10.717
6.0,11.028
7.0,11.151
8.0,11.364
9.0,11.514
10.0,11.736
11.0,11.95
12.0,12.104
13.0,12.248
14.0,12.464
15.0,12.57
16.0,12.621
17.0,12.782
18.0,12.861
19.0,12.886
20.0,13.11
21.0,13.098
22.0,13.192
23.0,13.263
24.0,13.381
25.0,13.414
26.0,13.629
27.0,13.699
28.0,13.737
29.0,13.801
30.0,13.782
31.0,13.887
32.0,14.129
33.0,14.05
34.0,14.255
35.0,14.259
36.0,14.461
37.0,14.552
38.0,14.569
39.0,14.598
40.0,14.742
41.0,14.806
42.0,14.824
43.0,14.894
44.0,15.044
45.0,15.143
46.0,15.065
47.0,15.432
48.0,15.367
49.0,15.46
50.0,15.41
51.0,15.521
52.0,15.619
53.0,15.803
54.0,15.852
55.0,15.763
56.0,15.853
57.0,16.049
58.0,16.099
59.0,16.195
60.0,16.379
61.0,16.466
62.0,16.408
63.0,16.286
64.0,16.44
65.0,16.435
66.0,16.609
67.0,16.691
68.0,16.833
69.0,16.812
70.0,16.856
71.0,16.924
72.0,16.944
73.0,17.043
74.0,16.925
75.0,17.206
76.0,17.131
77.0,17.324
78.0,17.35
79.0,17.358
80.0,17.376
81.0,17.386
82.0,17.505
83.0,17.483
84.0,17.601
85.0,17.459
86.0,17.608
87.0,17.651
88.0,17.614
89.0,17.683
90.0,17.683
91.0,17.879
92.0,17.946
93.0,18.104
94.0,18.043
95.0,17.943
96.0,18.171
97.0,18.173
98.0,18.054
99.0,18.29
100.0,18.26
101.0,18.342
102.0,18.269
103.0,18.308
104.0,18.519
105.0,18.544
106.0,18.551
107.0,18.539
108.0,18.547
109.0,18.593
110.0,18.705
111.0,18.789
112.0,18.787
113.0,18.875
114.0,18.835
115.0,18.861
116.0,19.073
117.0,19.066
118.0,19.041
119.0,19.206
120.0,19.258
121.0,19.367
122.0,19.368
123.0,19.156
124.0,19.422
125.0,19.282
126.0,19.472
127.0,19.545
128.0,19.599
129.0,19.624
130.0,19.733
131.0,19.749
132.0,19.75
133.0,19.829
134.0,19.893
135.0,19.812
136.0,20.057
137.0,19.932
138.0,20.064
139.0,20.161
140.0,20.253
141.0,20.28
142.0,20.336
143.0,20.384
144.0,20.511
145.0,20.398
146.0,20.317
147.0,20.454
148.0,20.674
149.0,20.758
150.0,20.614
151.0,20.705
152.0,20.743
153.0,20.756
154.0,20.817
155.0,20.933
156.0,20.811
157.0,20.902
158.0,20.894
159.0,21.03
160.0,21.054
161.0,21.085
162.0,21.148
163.0,21.171
164.0,21.279
165.0,21.315
166.0,21.339
167.0,21.375
168.0,20.93
169.0,20.811
170.0,20.597
171.0,20.346
172.0,20.329
173.0,20.3
174.0,20.368
175.0,20.147
176.0,20.035
177.0,19.977
178.0,19.838
179.0,19.764
180.0,19.853
181.0,19.823
182.0,19.845
183.0,19.747
184.0,19.59
185.0,19.683
186.0,19.619
187.0,19.552
188.0,19.532
189.0,19.559
190.0,19.37
191.0,19.362
192.0,19.464
193.0,19.477
194.0,19.234
195.0,19.186
196.0,19.291
197.0,19.247
198.0,19.283
199.0,19.049
200.0,19.106
201.0,18.977
202.0,18.991
203.0,19.048
204.0,18.949
205.0,19.003
206.0,18.925
207.0,19.089
208.0,18.712
209.0,18.74
210.0,18.758
211.0,18.724
212.0,18.609
213.0,18.693
214.0,18.508
215.0,18.507
216.0,18.39
217.0,18.383
218.0,18.336
219.0,18.272
220.0,18.208
221.0,18.378
222.0,18.196
223.0,18.331
224.0,18.142
225.0,18.138
226.0,18.095
227.0,17.937
228.0,18.022
229.0,18.037
230.0,17.889
231.0,17.862
232.0,17.728
233.0,17.813
234.0,17.901
235.0,17.772
236.0,17.711
237.0,17.693
238.0,17.517
239.0,17.577
240.0,17.729
241.0,17.624
242.0,17.745
243.0,17.658
244.0,17.632
245.0,17.609
246.0,17.486
247.0,17.672
248.0,17.449
249.0,17.537
250.0,17.505
251.0,17.641
252.0,17.532
253.0,17.482
254.0,17.405
255.0,17.451
256.0,17.376
257.0,17.39
258.0,17.484
259.0,17.583
260.0,17.414
261.0,17.398
262.0,17.221
263.0,17.326
264.0,17.4
265.0,17.257
266.0,17.415
267.0,17.265
268.0,17.259
269.0,17.247
270.0,17.218
271.0,17.12
272.0,17.169
273.0,17.203
274.0,17.301
275.0,17.236
276.0,17.247
277.0,17.196
278.0,17.186
279.0,17.185
280.0,17.095
281.0,17.082
282.0,17.069
283.0,17.165
284.0,16.977
285.0,17.038
286.0,17.14
287.0,17.107
288.0,16.968
289.0,17.002
290.0,17.081
291.0,17.129
292.0,17.002
293.0,17.03
294.0,16.992
295.0,16.87
296.0,16.928
297.0,16.855
298.0,16.859
