time (s),keratin (a.u.)
191.0,12.056
192.0,11.985
193.0,12.067
194.0,12.064
195.0,11.979
196.0,12.026
197.0,12.027
198.0,12.027
199.0,12.021
200.0,12.004
201.0,11.947
202.0,11.964
203.0,11.904
204.0,12.008
205.0,11.913
206.0,11.927
207.0,11.832
208.0,11.763
209.0,11.726
210.0,11.643
211.0,11.595
212.0,11.595
213.0,11.668
214.0,11.495
215.0,11.466
216.0,11.453
217.0,11.445
218.0,11.433
219.0,11.387
220.0,11.349
221.0,11.195
222.0,11.317
223.0,11.201
224.0,11.176
225.0,11.137
226.0,11.061
227.0,11.1
228.0,11.008
229.0,10.989
230.0,10.957
231.0,11.023
232.0,10.868
233.0,10.848
234.0,10.832
235.0,10.799
236.0,10.656
237.0,10.708
238.0,10.611
239.0,10.566
240.0,10.557
241.0,10.487
242.0,10.398
243.0,10.461
244.0,10.397
245.0,10.403
246.0,10.229
247.0,10.291
248.0,10.293
249.0,10.216
250.0,10.15
251.0,10.188
252.0,10.127
253.0,10.146
254.0,10.086
255.0,10.122
256.0,10.066
257.0,9.979
258.0,9.998
259.0,9.924
260.0,9.846
261.0,9.821
262.0,9.821
263.0,9.819
264.0,9.81
265.0,9.794
266.0,9.745
267.0,9.723
268.0,9.727
269.0,9.64
270.0,9.629
271.0,9.588
272.0,9.644
273.0,9.561
274.0,9.565
275.0,9.561
276.0,9.487
277.0,9.466
278.0,9.437
279.0,9.411
280.0,9.504
281.0,9.453
282.0,9.413
283.0,9.382
284.0,9.394
285.0,9.329
286.0,9.454
287.0,9.278
288.0,9.261
289.0,9.289
290.0,9.268
291.0,9.298
292.0,9.205
293.0,9.235
294.0,9.288
295.0,9.194
296.0,9.166
297.0,9.207
298.0,9.226
299.0,9.164
300.0,9.173
301.0,9.108
302.0,9.084
303.0,9.181
304.0,9.096
305.0,9.104
306.0,9.049
307.0,9.117
308.0,9.061
309.0,9.053
310.0,9.018
311.0,8.951
312.0,8.986
313.0,8.941
314.0,8.933
315.0,8.899
316.0,8.955
317.0,8.885
318.0,8.944
319.0,8.899
320.0,8.9
321.0,8.89
322.0,8.82
323.0,8.886
324.0,8.899
325.0,8.825
326.0,8.847
327.0,8.81
328.0,8.772
329.0,8.806
330.0,8.733
331.0,8.765
332.0,8.763
333.0,8.685
334.0,8.712
335.0,8.744
336.0,8.669
337.0,8.695
338.0,8.662
339.0,8.588
340.0,8.566
341.0,8.624
342.0,8.635
343.0,8.604
344.0,8.624
345.0,8.595
346.0,8.622
347.0,8.548
348.0,8.562
349.0,8.599
350.0,8.565
351.0,8.533
352.0,8.538
353.0,8.536
354.0,8.523
355.0,8.555
356.0,8.529
357.0,8.516
358.0,8.515
359.0,8.446
360.0,8.447
361.0,8.451
362.0,8.431
363.0,8.523
364.0,8.529
365.0,8.44
366.0,8.397
367.0,8.464
368.0,8.381
369.0,8.403
370.0,8.423
371.0,8.426
372.0,8.379
373.0,8.409
374.0,8.358
375.0,8.347
376.0,8.344
377.0,8.341
378.0,8.369
379.0,8.356
380.0,8.341
381.0,8.313
382.0,8.3
383.0,8.337
384.0,8.326
385.0,8.312
386.0,8.303
387.0,8.354
388.0,8.352
389.0,8.318
390.0,8.313
391.0,8.337
392.0,8.263
393.0,8.328
394.0,8.262
395.0,8.301
396.0,8.306
397.0,8.306
398.0,8.318
399.0,8.337
400.0,8.231
401.0,8.284
402.0,8.232
403.0,8.287
404.0,8.158
405.0,8.218
406.0,8.217
407.0,8.183
408.0,8.277
409.0,8.195
410.0,8.217
411.0,8.266
412.0,8.272
413.0,8.168
414.0,8.15
415.0,8.156
416.0,8.142
417.0,8.203
418.0,8.116
