relative radius,mean(keratin),std(keratin)
0.05,46.19333311057974,3.8493528858140214
0.15000000000000002,48.6574401719308,3.423174271008338
0.25,55.68257047816005,2.4023783040509477
0.35000000000000003,64.18483189235954,2.787531403147193
0.45,76.66823929428723,2.6199167861873693
0.55,89.44202012235426,4.001622265070732
0.65,107.04860718821094,4.197815160485031
0.75,126.39091806452386,5.139088292139862
0.8500000000000001,146.72711264181444,4.10714354195229
0.9500000000000001,164.87866743805887,5.56265035976916
