time (s),keratin (a.u.)
133.0,14.137
134.0,14.107
135.0,14.178
136.0,14.259
137.0,14.32
138.0,14.14
139.0,13.916
140.0,13.99
141.0,14.138
142.0,14.186
143.0,14.318
144.0,14.225
145.0,14.24
146.0,14.365
147.0,14.195
148.0,14.36
149.0,14.356
150.0,14.43
151.0,14.423
152.0,14.362
153.0,14.441
154.0,14.575
155.0,14.665
156.0,14.696
157.0,14.7
158.0,14.765
159.0,14.752
160.0,14.738
161.0,14.964
162.0,14.97
163.0,14.988
164.0,15.014
165.0,15.062
166.0,15.044
167.0,15.003
168.0,15.027
169.0,15.113
170.0,15.094
171.0,15.148
172.0,15.066
173.0,15.238
174.0,15.288
175.0,15.318
176.0,15.383
177.0,15.334
178.0,15.455
179.0,15.356
180.0,15.124
181.0,14.985
182.0,14.813
183.0,14.851
184.0,14.882
185.0,14.81
186.0,14.813
187.0,14.913
188.0,14.992
189.0,14.84
190.0,15.0
191.0,14.897
192.0,14.909
193.0,14.892
194.0,14.921
195.0,14.854
196.0,14.852
197.0,14.837
198.0,14.872
199.0,14.795
200.0,14.83
201.0,14.858
202.0,14.989
203.0,14.874
204.0,14.954
205.0,14.913
206.0,14.914
207.0,14.884
208.0,14.806
209.0,14.848
210.0,14.919
211.0,14.936
212.0,14.845
213.0,14.964
214.0,14.924
215.0,14.848
216.0,14.811
217.0,14.784
218.0,14.849
219.0,14.803
220.0,14.781
221.0,14.695
222.0,14.69
223.0,14.775
224.0,14.697
225.0,14.735
226.0,14.732
227.0,14.759
228.0,14.868
229.0,14.612
230.0,14.619
231.0,14.686
232.0,14.769
233.0,14.751
234.0,14.576
235.0,14.625
236.0,14.66
237.0,14.62
238.0,14.595
239.0,14.62
240.0,14.54
241.0,14.541
242.0,14.444
243.0,14.453
244.0,14.482
245.0,14.349
246.0,14.505
247.0,14.445
248.0,14.357
249.0,14.396
250.0,14.374
251.0,14.426
252.0,14.405
253.0,14.287
254.0,14.328
255.0,14.298
256.0,14.334
257.0,14.222
258.0,14.179
259.0,14.245
260.0,14.196
261.0,14.246
262.0,14.247
263.0,14.257
264.0,14.238
265.0,14.183
266.0,14.096
267.0,14.079
268.0,14.129
269.0,14.053
270.0,14.124
271.0,14.09
272.0,14.028
273.0,14.103
274.0,14.055
275.0,14.066
276.0,14.136
277.0,14.068
278.0,13.924
279.0,14.006
280.0,14.088
281.0,13.967
282.0,14.141
283.0,14.018
284.0,13.985
285.0,14.098
286.0,14.013
287.0,14.032
288.0,14.013
289.0,14.014
290.0,14.068
291.0,13.938
292.0,14.073
293.0,13.948
294.0,13.996
295.0,13.988
296.0,13.881
297.0,14.068
298.0,13.921
299.0,14.026
300.0,13.995
301.0,13.915
302.0,13.902
303.0,14.025
304.0,13.847
305.0,13.877
306.0,14.043
307.0,13.886
308.0,14.011
309.0,13.952
310.0,13.935
311.0,13.9
312.0,13.927
313.0,13.796
314.0,13.862
315.0,13.888
316.0,13.931
317.0,13.876
318.0,13.826
319.0,13.9
320.0,13.809
321.0,13.846
322.0,13.851
323.0,13.752
324.0,13.851
325.0,13.774
326.0,13.76
327.0,13.884
328.0,13.823
329.0,13.845
330.0,13.839
331.0,13.868
332.0,13.691
333.0,13.784
334.0,13.737
335.0,13.716
336.0,13.769
337.0,13.739
338.0,13.698
339.0,13.785
340.0,13.749
341.0,13.712
342.0,13.728
343.0,13.741
344.0,13.725
345.0,13.564
346.0,13.632
347.0,13.634
348.0,13.685
349.0,13.709
350.0,13.712
351.0,13.708
352.0,13.641
353.0,13.605
354.0,13.662
355.0,13.621
356.0,13.682
357.0,13.654
358.0,13.532
359.0,13.668
360.0,13.609
361.0,13.607
362.0,13.532
363.0,13.657
364.0,13.537
365.0,13.604
366.0,13.523
367.0,13.545
368.0,13.603
369.0,13.616
370.0,13.503
371.0,13.569
372.0,13.572
373.0,13.453
374.0,13.513
375.0,13.59
376.0,13.575
377.0,13.554
378.0,13.552
379.0,13.39
380.0,13.49
381.0,13.495
382.0,13.442
383.0,13.597
384.0,13.565
385.0,13.534
386.0,13.464
387.0,13.55
388.0,13.456
389.0,13.477
390.0,13.515
391.0,13.449
392.0,13.426
393.0,13.49
394.0,13.374
395.0,13.462
396.0,13.436
397.0,13.393
398.0,13.492
399.0,13.46
400.0,13.417
401.0,13.458
402.0,13.518
403.0,13.377
404.0,13.417
405.0,13.437
406.0,13.525
407.0,13.448
408.0,13.47
409.0,13.435
410.0,13.333
411.0,13.42
412.0,13.299
413.0,13.382
414.0,13.396
415.0,13.407
416.0,13.346
417.0,13.351
418.0,13.306
419.0,13.349
420.0,13.319
421.0,13.349
422.0,13.308
423.0,13.343
424.0,13.393
425.0,13.355
426.0,13.355
427.0,13.305
428.0,13.302
429.0,13.312
430.0,13.338
431.0,13.42
432.0,13.228
433.0,13.433
434.0,13.33
435.0,13.286
436.0,13.3
437.0,13.299
438.0,13.443
439.0,13.318
440.0,13.399
441.0,13.327
442.0,13.394
443.0,13.373
444.0,13.294
445.0,13.201
446.0,13.242
447.0,13.311
448.0,13.309
449.0,13.276
450.0,13.188
451.0,13.221
452.0,13.188
453.0,13.243
454.0,13.229
455.0,13.313
456.0,13.251
457.0,13.279
458.0,13.21
459.0,13.282
460.0,13.132
461.0,13.201
462.0,13.203
463.0,13.243
464.0,13.271
465.0,13.149
466.0,13.112
467.0,13.2
468.0,13.164
469.0,13.206
470.0,13.207
471.0,13.285
472.0,13.215
473.0,13.152
474.0,13.153
475.0,13.103
476.0,13.08
477.0,13.112
