time (s),height (micro m)
0.0,16.9128
1.0,16.9128
2.0,16.9128
3.0,17.5168
4.0,18.1209
5.0,27.1813
6.0,30.8055
7.0,33.8256
8.0,35.0337
9.0,36.8457
10.0,37.4498
11.0,38.6578
12.0,39.8659
13.0,40.4699
14.0,41.678
15.0,42.282
16.0,42.886
17.0,43.4901
18.0,44.0941
19.0,44.6981
20.0,45.3021
21.0,45.9062
22.0,46.5102
23.0,47.1142
24.0,47.1142
25.0,47.7183
26.0,47.7183
27.0,48.3223
28.0,48.3223
29.0,48.9263
30.0,48.9263
31.0,49.5303
32.0,48.9263
33.0,50.1344
34.0,49.5303
35.0,50.7384
36.0,50.1344
37.0,50.7384
38.0,50.7384
39.0,50.7384
40.0,51.3424
41.0,51.3424
42.0,51.3424
43.0,51.9465
44.0,52.5505
45.0,51.9465
46.0,52.5505
47.0,53.1545
48.0,53.1545
49.0,53.1545
50.0,53.7585
51.0,54.3626
52.0,54.3626
53.0,54.3626
54.0,54.3626
55.0,54.9666
56.0,54.9666
57.0,54.9666
58.0,55.5706
59.0,56.1747
60.0,56.1747
61.0,56.1747
62.0,56.7787
63.0,56.7787
64.0,56.7787
65.0,56.7787
66.0,57.3827
67.0,57.9867
68.0,57.9867
69.0,57.9867
70.0,59.1948
71.0,58.5908
72.0,58.5908
73.0,59.1948
74.0,59.1948
75.0,59.1948
76.0,60.4029
77.0,59.7988
78.0,60.4029
79.0,60.4029
80.0,60.4029
81.0,61.0069
82.0,61.0069
83.0,61.0069
84.0,61.0069
85.0,61.6109
86.0,62.2149
87.0,62.2149
88.0,62.2149
89.0,62.2149
90.0,63.423
91.0,62.819
92.0,62.819
93.0,62.819
94.0,63.423
95.0,63.423
96.0,63.423
97.0,63.423
98.0,64.027
99.0,64.027
100.0,64.027
101.0,64.6311
102.0,64.6311
103.0,64.6311
104.0,64.6311
105.0,64.6311
106.0,65.2351
107.0,65.2351
108.0,65.2351
109.0,65.8391
110.0,65.8391
111.0,65.8391
112.0,65.8391
113.0,66.4431
114.0,66.4431
115.0,66.4431
116.0,66.4431
117.0,66.4431
118.0,67.0472
119.0,66.4431
120.0,67.0472
121.0,67.0472
122.0,67.0472
123.0,67.6512
124.0,67.6512
125.0,67.6512
126.0,67.6512
127.0,68.2552
128.0,68.2552
129.0,68.2552
130.0,68.2552
131.0,68.2552
132.0,68.8593
133.0,68.8593
134.0,68.8593
135.0,68.8593
136.0,69.4633
137.0,69.4633
138.0,69.4633
139.0,69.4633
140.0,69.4633
141.0,69.4633
142.0,70.0673
143.0,70.0673
144.0,70.0673
145.0,70.0673
146.0,70.0673
147.0,70.0673
148.0,70.0673
149.0,70.0673
150.0,70.6713
151.0,70.6713
152.0,70.6713
153.0,70.6713
154.0,70.6713
155.0,70.6713
156.0,70.6713
157.0,70.6713
158.0,70.6713
159.0,71.2754
160.0,71.2754
161.0,71.2754
162.0,71.2754
163.0,71.2754
164.0,71.2754
165.0,71.2754
166.0,71.2754
167.0,71.2754
168.0,71.8794
169.0,71.8794
170.0,71.8794
171.0,71.8794
172.0,71.8794
173.0,71.8794
174.0,72.4834
175.0,72.4834
176.0,72.4834
177.0,72.4834
178.0,72.4834
179.0,72.4834
180.0,71.8794
181.0,67.6512
182.0,65.2351
183.0,63.423
184.0,61.6109
185.0,60.4029
186.0,58.5908
187.0,57.3827
188.0,56.1747
189.0,54.9666
190.0,53.7585
191.0,52.5505
192.0,54.3626
193.0,53.7585
194.0,53.7585
195.0,52.5505
196.0,51.9465
197.0,51.3424
198.0,51.3424
199.0,50.7384
200.0,49.5303
201.0,48.9263
202.0,48.9263
203.0,47.7183
204.0,47.1142
205.0,46.5102
206.0,45.9062
207.0,45.9062
208.0,45.3021
209.0,45.3021
210.0,44.6981
211.0,44.0941
212.0,43.4901
213.0,43.4901
214.0,42.886
215.0,42.282
216.0,42.282
217.0,41.678
218.0,41.678
219.0,41.678
220.0,41.0739
221.0,41.0739
222.0,40.4699
223.0,39.8659
224.0,40.4699
225.0,39.8659
226.0,39.2619
227.0,39.2619
228.0,39.2619
229.0,38.0538
230.0,38.0538
231.0,38.0538
232.0,38.0538
233.0,37.4498
234.0,37.4498
235.0,37.4498
236.0,36.8457
237.0,36.8457
238.0,36.2417
239.0,35.6377
240.0,36.2417
241.0,35.6377
242.0,35.0337
243.0,34.4296
244.0,35.0337
245.0,34.4296
246.0,33.8256
247.0,33.8256
248.0,33.2216
249.0,33.8256
250.0,33.2216
251.0,33.2216
252.0,33.2216
253.0,32.6175
254.0,32.6175
255.0,32.6175
256.0,33.2216
257.0,32.0135
258.0,32.0135
259.0,32.0135
260.0,32.0135
261.0,31.4095
262.0,31.4095
263.0,31.4095
264.0,31.4095
265.0,30.8055
266.0,30.2014
267.0,30.8055
268.0,30.8055
269.0,30.2014
270.0,30.2014
271.0,30.2014
272.0,30.2014
273.0,29.5974
274.0,29.5974
275.0,29.5974
276.0,29.5974
277.0,29.5974
278.0,28.9934
279.0,29.5974
280.0,28.9934
281.0,28.9934
282.0,28.3893
283.0,28.3893
284.0,28.3893
285.0,28.9934
286.0,28.3893
287.0,28.9934
288.0,28.3893
289.0,28.3893
290.0,28.3893
291.0,28.3893
292.0,27.7853
293.0,28.3893
294.0,27.7853
295.0,27.7853
296.0,27.7853
297.0,27.7853
298.0,27.7853
299.0,27.1813
300.0,27.1813
301.0,27.1813
302.0,27.1813
303.0,26.5773
304.0,27.1813
305.0,27.1813
306.0,26.5773
307.0,25.9732
308.0,26.5773
309.0,26.5773
310.0,26.5773
311.0,26.5773
312.0,25.9732
313.0,25.9732
314.0,25.9732
315.0,25.9732
316.0,26.5773
317.0,25.9732
318.0,25.9732
319.0,25.9732
320.0,25.9732
321.0,25.3692
322.0,25.9732
323.0,25.9732
324.0,25.3692
325.0,25.9732
326.0,25.3692
327.0,25.3692
328.0,25.3692
329.0,25.3692
330.0,25.3692
331.0,25.3692
332.0,24.7652
333.0,25.3692
334.0,25.3692
335.0,25.3692
336.0,25.3692
337.0,25.3692
338.0,24.7652
339.0,25.3692
340.0,25.3692
341.0,24.7652
342.0,24.7652
343.0,24.7652
344.0,24.7652
345.0,24.7652
346.0,24.1611
347.0,24.7652
348.0,24.7652
349.0,24.7652
350.0,24.1611
351.0,24.7652
352.0,24.7652
353.0,24.1611
354.0,24.7652
355.0,24.1611
356.0,24.1611
357.0,24.1611
358.0,24.1611
359.0,24.1611
360.0,23.5571
361.0,23.5571
362.0,23.5571
363.0,23.5571
364.0,24.1611
365.0,23.5571
366.0,23.5571
367.0,23.5571
368.0,23.5571
369.0,23.5571
370.0,23.5571
371.0,22.9531
372.0,23.5571
373.0,22.9531
374.0,23.5571
375.0,23.5571
376.0,23.5571
377.0,22.9531
378.0,22.9531
379.0,22.9531
380.0,22.9531
381.0,22.9531
382.0,22.9531
383.0,22.9531
384.0,22.9531
385.0,22.3491
386.0,22.9531
387.0,22.9531
388.0,22.3491
389.0,22.3491
390.0,22.9531
391.0,22.3491
392.0,22.3491
393.0,22.3491
394.0,22.3491
395.0,22.3491
396.0,22.3491
397.0,22.9531
398.0,22.3491
399.0,22.3491
400.0,22.3491
401.0,22.3491
402.0,22.3491
403.0,22.3491
404.0,22.3491
405.0,22.3491
406.0,22.3491
407.0,22.3491
408.0,22.3491
409.0,22.3491
410.0,21.745
411.0,22.3491
412.0,22.3491
