time (s),keratin (a.u.)
1.0,5.553
2.0,7.653
3.0,8.263
4.0,8.591
5.0,8.877
6.0,8.974
7.0,9.098
8.0,9.115
9.0,9.286
10.0,9.292
11.0,9.453
12.0,9.413
13.0,9.611
14.0,9.66
15.0,9.714
16.0,9.717
17.0,9.882
18.0,9.85
19.0,9.916
20.0,9.957
21.0,10.039
22.0,10.109
23.0,10.178
24.0,10.081
25.0,10.169
26.0,10.252
27.0,10.214
28.0,10.287
29.0,10.343
30.0,10.393
31.0,10.474
32.0,10.536
33.0,10.466
34.0,10.575
35.0,10.483
36.0,10.557
37.0,10.515
38.0,10.585
39.0,10.645
40.0,10.673
41.0,10.76
42.0,10.729
43.0,10.727
44.0,10.867
45.0,10.906
46.0,10.859
47.0,10.904
48.0,10.915
49.0,10.962
50.0,11.101
51.0,11.037
52.0,11.113
53.0,11.109
54.0,11.202
55.0,11.225
56.0,11.176
57.0,11.333
58.0,11.299
59.0,11.36
60.0,11.398
61.0,11.425
62.0,11.48
63.0,11.562
64.0,11.473
65.0,11.631
66.0,11.617
67.0,11.6
68.0,11.708
69.0,11.775
70.0,11.66
71.0,11.743
72.0,11.819
73.0,11.814
74.0,11.915
75.0,11.99
76.0,12.057
77.0,11.929
78.0,11.946
79.0,12.02
80.0,12.007
81.0,12.133
82.0,12.043
83.0,12.136
84.0,12.231
85.0,12.224
86.0,12.147
87.0,12.199
88.0,12.261
89.0,12.352
90.0,12.31
91.0,12.376
92.0,12.325
93.0,12.418
94.0,12.366
95.0,12.575
96.0,12.474
97.0,12.459
98.0,12.558
99.0,12.555
100.0,12.56
101.0,12.679
102.0,12.613
103.0,12.643
104.0,12.82
105.0,12.752
106.0,12.753
107.0,12.854
108.0,12.867
109.0,12.795
110.0,12.887
111.0,12.924
112.0,12.88
113.0,12.956
114.0,13.016
115.0,12.99
116.0,13.022
117.0,13.124
118.0,13.061
119.0,13.144
120.0,13.089
121.0,13.128
122.0,13.173
123.0,13.292
124.0,13.279
125.0,13.27
126.0,13.242
127.0,13.246
128.0,13.377
129.0,13.385
130.0,13.407
131.0,13.458
132.0,13.389
133.0,13.471
134.0,13.32
135.0,13.47
136.0,13.565
137.0,13.579
138.0,13.488
139.0,13.517
140.0,13.596
141.0,13.699
142.0,13.594
143.0,13.632
144.0,13.58
145.0,13.668
146.0,13.594
147.0,13.58
148.0,13.743
149.0,13.69
150.0,13.688
151.0,13.63
152.0,13.788
153.0,13.777
154.0,13.62
155.0,13.843
156.0,13.798
157.0,13.813
158.0,13.868
159.0,13.906
160.0,13.863
161.0,13.975
162.0,13.908
163.0,13.966
164.0,13.934
165.0,13.905
166.0,13.879
167.0,13.965
168.0,14.01
169.0,14.052
170.0,14.002
171.0,14.023
172.0,14.038
173.0,14.02
174.0,14.114
175.0,14.125
176.0,14.052
177.0,14.195
178.0,14.114
179.0,14.087
180.0,14.103
181.0,14.096
182.0,14.071
183.0,13.963
184.0,14.052
185.0,13.953
186.0,13.919
187.0,14.04
188.0,14.047
189.0,14.022
190.0,13.955
191.0,14.074
192.0,13.937
193.0,14.096
194.0,14.074
195.0,14.1
196.0,14.179
197.0,14.151
198.0,14.09
199.0,14.158
200.0,14.163
201.0,14.018
202.0,14.106
203.0,13.984
204.0,13.952
205.0,14.007
206.0,14.081
207.0,14.105
208.0,14.051
209.0,13.926
210.0,13.947
211.0,13.956
212.0,13.853
213.0,13.839
214.0,13.867
215.0,13.889
216.0,13.899
217.0,13.781
218.0,13.771
219.0,13.821
220.0,13.668
221.0,13.77
222.0,13.703
223.0,13.741
224.0,13.592
225.0,13.696
226.0,13.617
227.0,13.595
228.0,13.583
229.0,13.595
230.0,13.542
231.0,13.453
232.0,13.388
233.0,13.39
234.0,13.361
235.0,13.229
236.0,13.267
237.0,13.325
238.0,13.256
239.0,13.152
240.0,13.111
241.0,13.054
242.0,12.991
243.0,12.969
244.0,12.799
245.0,12.842
246.0,12.798
247.0,12.847
248.0,12.702
249.0,12.693
250.0,12.585
251.0,12.497
252.0,12.512
253.0,12.438
254.0,12.49
255.0,12.314
256.0,12.229
257.0,12.167
258.0,12.182
259.0,12.065
260.0,12.078
261.0,11.988
262.0,11.926
263.0,11.97
264.0,11.994
265.0,11.93
266.0,11.895
267.0,11.734
268.0,11.789
269.0,11.788
270.0,11.627
271.0,11.527
272.0,11.67
273.0,11.56
274.0,11.524
275.0,11.584
276.0,11.46
277.0,11.455
278.0,11.322
279.0,11.362
280.0,11.353
281.0,11.273
282.0,11.214
283.0,11.135
284.0,11.065
285.0,11.162
286.0,11.085
287.0,11.203
288.0,11.107
289.0,11.013
290.0,11.076
291.0,11.131
292.0,10.99
293.0,11.047
294.0,11.098
295.0,10.972
296.0,10.906
297.0,10.876
298.0,10.945
299.0,10.876
300.0,10.885
301.0,10.883
302.0,10.912
303.0,10.79
304.0,10.743
305.0,10.764
306.0,10.786
307.0,10.775
308.0,10.688
309.0,10.722
