time (h),mean(ker),std(ker)
0.0,0.0,0.0
0.1033333333333999,0.5829382725843331,0.26202214551602504
0.2066666666668161,0.7848747629417914,0.3252217436182613
0.3100000000002323,1.06684261647111,0.36445200497601155
0.4133333333336485,1.384287710645152,0.3919398646784108
0.5166666666670647,1.7136932526924968,0.41512459516171885
0.6200000000003885,2.0382987688617633,0.4395447105226843
0.723333333333552,2.348098313937752,0.4682334782644983
0.8266666666667155,2.639221774677272,0.5021171475253416
0.9299999999998791,2.9122524181418745,0.5409086491402605
1.0333333333330428,3.169880348977012,0.5843787490328969
1.1366666666662062,3.414821499813321,0.632266050200879
1.2399999999993698,3.6496632611927327,0.6846534493517313
1.3433333333325335,3.87679031677379,0.7414796744656362
1.446666666665697,4.098112920648787,0.8026507600654084
1.5499999999988605,4.315548687673914,0.8683390583039686
1.6533333333320241,4.53066987178016,0.938491251573472
1.7566666666651878,4.744545730082702,1.01328811973698
1.8599999999983512,4.957888362269882,1.0929087706424963
1.9633333333315148,5.17163090923092,1.177443694878047
2.0666666666646782,5.386969876325894,1.2668816993601109
2.169999999997842,5.604964366196944,1.361278524243874
2.2733333333310055,5.826230361460663,1.460774035218887
2.376666666664169,6.0514463835012755,1.5654595789638115
2.479999999997333,6.281492954780324,1.6752770497239629
2.583333333330496,6.517065002595633,1.79021766145125
2.6866666666636596,6.758714009725076,1.9102848929600906
2.7899999999968235,7.007124743615615,2.035431551638258
2.893333333329987,7.262903176276049,2.1656131477773712
2.9966666666631503,7.526555296036931,2.3008173472678632
3.099999999996314,7.798578835876447,2.4409583898641327
3.2033333333294776,8.079404034133654,2.58604607284955
3.306666666662641,8.365146047686745,2.734859829681561
3.409999999995805,8.664622584932806,2.8906768705366535
3.5133333333289682,8.974262516442684,3.0505263776276794
3.6166666666621317,9.294005042530447,3.215130671590402
3.7199999999952955,9.621411698604888,3.3834068631772993
3.823333333328459,9.961904373008236,3.5582354272341465
3.9266666666616223,10.315250336916145,3.7372281387936073
4.029999999995123,10.674786417459542,3.9233461198514297
4.133333333329297,11.046552143066966,4.115154960934339
4.236666666663472,11.435726341419073,4.306408019972511
4.339999999997645,11.832486056741995,4.503449577578493
4.44333333333182,12.243152675009824,4.703849302263054
4.546666666665994,12.669902895989779,4.91016433663221
4.650000000000167,13.104153318334482,5.12030742387462
4.753333333334342,13.55707925477217,5.3333525966595365
4.856666666668516,14.025111301030398,5.549381437113656
4.96000000000269,14.49607745977361,5.770149875172727
5.063333333336864,14.981386460768729,5.995700544163214
5.166666666671039,15.48233565879311,6.226929411296263
5.270000000005212,15.978727364318877,6.4636555840555605
5.373333333339387,16.48606429899246,6.694730163809572
5.476666666673561,17.02877600051551,6.9373902140808115
5.580000000007734,17.58327596134703,7.175240967276028
5.683333333341909,18.145968296932313,7.414132456103921
5.786666666676083,18.703882141898955,7.665155828226627
5.890000000010257,19.28398323445255,7.923653757537872
5.993333333344431,19.86765510072704,8.182331459570456
6.096666666678606,20.484913295253758,8.440393032891604
6.200000000012779,21.100916731631898,8.700508240804716
6.303333333346954,21.699567434486063,8.967957757558697
6.406666666681128,22.325504752247113,9.236862272561213
6.510000000015301,23.005257159192634,9.506119981435877
6.613333333349476,23.649424570057146,9.7869188430874
6.71666666668365,24.313856877495073,10.082198887851854
6.820000000017824,24.981306007733753,10.37266177598438
6.923333333351998,25.67715961956469,10.687025678901922
7.026666666686173,26.37466544746233,10.985779400474428
7.130000000020346,27.06097751081908,11.294227265225578
7.233333333354521,27.808946999361638,11.610683180006417
7.336666666688695,28.579461992106026,11.922295229057186
7.440000000022868,29.2987689842754,12.245122884730472
7.543333333357043,30.086213636017355,12.554168615876705
7.646666666691217,30.836203323858065,12.890328648180697
7.750000000025391,31.583443941728568,13.210157201044346
7.853333333359565,32.34971644053868,13.5642185099569
7.95666666669374,33.15637402714566,13.899057209547198
8.060000000027914,33.904599432038914,14.231631418491725
8.163333333362088,34.660975781088055,14.594883904071185
8.266666666696262,35.464452002802325,14.988043319257343
8.370000000030435,36.252841166407975,15.37111159270091
8.473333333364609,37.023143017893716,15.755763506305197
8.576666666698785,37.95083117136491,16.279831453965947
8.680000000032958,38.82080107214822,16.69768103633488
8.783333333367132,39.80036973652026,17.15200673058659
8.886666666701306,40.65903449256121,17.542752257883127
8.990000000035481,41.55416338863978,17.961424414624922
9.093333333369655,42.47969305186729,18.417332922654065
9.196666666703829,43.59241474175162,19.06757831335404
9.300000000038002,44.90067385312265,19.62221407534506
9.403333333372176,46.13949563302414,20.230694793911933
9.506666666706352,47.12812090371485,20.507765103048552
9.610000000040525,48.17657588858735,21.006907289705953
9.713333333374699,49.46062810857918,21.512007650449494
9.816666666708873,50.3263819009123,22.042955363982003
9.920000000043048,51.48481611246604,22.67152430922857
10.023333333377222,52.48355582306051,23.01746431559037
10.126666666711396,53.474486724184985,23.491517701781735
10.23000000004557,54.84972212137592,24.20527546800962
10.333333333379743,55.80737142649312,24.914112310974676
10.436666666713919,57.19315441407123,25.542265907711606
10.540000000048092,58.48905001325489,26.08653892997227
10.643333333382266,59.729589377183544,26.60425062797568
10.74666666671644,60.951822872872725,27.108159849589732
