relative radius,tension
0.05,0.09966534732157628
0.15000000000000002,0.0782459325676993
0.25,0.07364638953668726
0.35000000000000003,0.0686786635711253
0.45,0.07558690324992642
0.55,0.06461358314313873
0.65,0.07889735422282268
0.75,0.07391831346807497
0.8500000000000001,0.07857375494793295
0.9500000000000001,0.07931355654295753
