relative area,mean(keratin),std(keratin)
0.05,25.494698219784173,0.8904434848611361
0.15000000000000002,39.09017487135918,1.4316107685554271
0.25,45.553284804587506,2.4358512722374828
0.35000000000000003,56.27535465391886,2.58350008228971
0.45,70.9234193730289,4.080221528201288
0.55,89.32915089576743,4.626220687287921
0.65,105.10392479161543,3.774920749635594
0.75,115.00186881710964,6.852006663822836
0.8500000000000001,129.15683071328812,5.997704451970749
0.9500000000000001,130.93457475998576,35.12325777462813
