keratin,p(keratin)
50.44117888862937,4.5939224569004196e-05
60.17346962517134,4.5939224569004196e-05
69.90576036171329,0.00012250459885067785
79.63805109825526,0.00013781767370701258
89.37034183479723,0.0001531307485633473
99.1026325713392,4.5939224569004196e-05
108.83492330788117,0.00016844382341968202
118.56721404442312,0.00022969612284502096
128.2995047809651,0.0004900183954027114
138.03179551750708,0.000627836069109724
147.76408625404903,0.0008422191170984101
157.49637699059102,0.0009034714165237491
167.22866772713297,0.001148480614225105
176.96095846367493,0.0012709852130757826
186.6932492002169,0.00142411596163913
196.4255399367589,0.0021897697044558663
206.15783067330082,0.0028635449981345945
215.8901214098428,0.0037823294895146784
225.6224121463848,0.004731740130607432
235.35470288292672,0.00508394085230313
245.0869936194687,0.005895533819688871
254.81928435601068,0.006691813712218277
264.5515750925526,0.0072277713321899925
274.28386582909457,0.007028701359057641
284.01615656563655,0.007518719754460352
293.7484473021785,0.007350275931040671
303.48073803872046,0.008115929673857407
313.21302877526244,0.008085303524144737
322.94531951180437,0.007579972053885692
332.67761024834635,0.004777679355176436
342.40990098488834,0.0027104142495712473
352.14219172143027,0.0014700551862081343
361.87448245797225,0.000796279892529406
371.60677319451423,0.0006584622188223934
381.33906393105616,0.00032157457198302934
391.07135466759814,0.00012250459885067785
400.8036454041401,4.5939224569004196e-05
410.53593614068205,3.062614971266946e-05
420.26822687722404,0.0
430.000517613766,0.0
