relative radius,tension
0.05,0.04197750451677582
0.15000000000000002,0.037018112748890636
0.25,0.036274086954824085
0.35000000000000003,0.037458147197056174
0.45,0.03944981404085847
0.55,0.04219790620400191
0.65,0.04860582005673455
0.75,0.04987816253563241
0.8500000000000001,0.053825956251104284
0.9500000000000001,0.0575529493938872
