keratin,p(keratin)
34.32425,0.0009928202959274635
45.24275,0.001737435517873061
56.161249999999995,0.001985640591854927
67.07974999999999,0.0029784608877823898
77.99825,0.003474871035746122
88.91675,0.006949742071492244
99.83524999999999,0.007446152219455975
110.75375,0.006949742071492244
121.67224999999999,0.01067281818122023
132.59074999999999,0.008687177589365304
143.50925,0.009183587737329036
154.42775,0.006949742071492244
165.34625,0.0059569217755647795
176.26475,0.003971281183709854
187.18325000000002,0.004219486257691719
198.10175,0.0027302558138005244
209.02025,0.001985640591854927
219.93875,0.0024820507398186586
230.85725,0.0012410253699093293
241.77575000000002,0.0007446152219455974
