time (s),height (micro m)
0.0,13.8927
1.0,13.8927
2.0,14.4967
3.0,22.9531
4.0,24.7652
5.0,25.3692
6.0,26.5773
7.0,27.7853
8.0,27.1813
9.0,28.9934
10.0,26.5773
11.0,27.1813
12.0,30.2014
13.0,28.3893
14.0,28.9934
15.0,28.9934
16.0,30.2014
17.0,30.2014
18.0,30.2014
19.0,31.4095
20.0,32.0135
21.0,32.0135
22.0,32.0135
23.0,32.6175
24.0,33.2216
25.0,33.2216
26.0,33.8256
27.0,34.4296
28.0,33.8256
29.0,34.4296
30.0,35.0337
31.0,35.0337
32.0,35.0337
33.0,35.6377
34.0,35.6377
35.0,35.6377
36.0,35.6377
37.0,36.2417
38.0,36.8457
39.0,36.2417
40.0,37.4498
41.0,37.4498
42.0,37.4498
43.0,38.0538
44.0,38.0538
45.0,38.0538
46.0,38.6578
47.0,38.0538
48.0,39.2619
49.0,39.2619
50.0,39.2619
51.0,39.8659
52.0,39.8659
53.0,39.8659
54.0,40.4699
55.0,39.8659
56.0,40.4699
57.0,41.0739
58.0,41.0739
59.0,41.0739
60.0,41.678
61.0,41.678
62.0,41.678
63.0,42.282
64.0,42.282
65.0,42.886
66.0,42.886
67.0,42.886
68.0,42.886
69.0,43.4901
70.0,43.4901
71.0,43.4901
72.0,44.0941
73.0,44.0941
74.0,44.0941
75.0,44.6981
76.0,44.6981
77.0,45.3021
78.0,45.3021
79.0,45.3021
80.0,45.3021
81.0,45.3021
82.0,45.9062
83.0,45.9062
84.0,46.5102
85.0,46.5102
86.0,47.1142
87.0,47.1142
88.0,47.7183
89.0,47.7183
90.0,47.7183
91.0,48.3223
92.0,48.3223
93.0,48.9263
94.0,48.9263
95.0,48.9263
96.0,49.5303
97.0,49.5303
98.0,49.5303
99.0,50.1344
100.0,50.1344
101.0,50.1344
102.0,50.7384
103.0,50.7384
104.0,50.7384
105.0,51.3424
106.0,51.3424
107.0,51.3424
108.0,51.9465
109.0,51.9465
110.0,51.9465
111.0,52.5505
112.0,52.5505
113.0,52.5505
114.0,52.5505
115.0,53.1545
116.0,53.1545
117.0,53.7585
118.0,53.7585
119.0,53.7585
120.0,54.3626
121.0,54.3626
122.0,54.3626
123.0,54.3626
124.0,54.9666
125.0,54.9666
126.0,54.9666
127.0,54.9666
128.0,54.9666
129.0,55.5706
130.0,55.5706
131.0,55.5706
132.0,56.1747
133.0,56.1747
134.0,56.1747
135.0,56.1747
136.0,56.7787
137.0,56.7787
138.0,56.7787
139.0,57.3827
140.0,57.3827
141.0,57.3827
142.0,57.9867
143.0,57.9867
144.0,57.9867
145.0,57.9867
146.0,57.9867
147.0,58.5908
148.0,58.5908
149.0,58.5908
150.0,59.1948
151.0,59.1948
152.0,59.1948
153.0,59.7988
154.0,59.7988
155.0,59.7988
156.0,59.7988
157.0,60.4029
158.0,60.4029
159.0,60.4029
160.0,60.4029
161.0,61.0069
162.0,61.0069
163.0,61.0069
164.0,61.0069
165.0,61.6109
166.0,61.6109
167.0,61.6109
168.0,62.2149
