time (s),height (micro m)
0.0,13.8927
1.0,20.537
2.0,22.9531
3.0,25.3692
4.0,27.7853
5.0,28.9934
6.0,30.2014
7.0,31.4095
8.0,32.0135
9.0,32.6175
10.0,33.2216
11.0,33.8256
12.0,34.4296
13.0,35.0337
14.0,35.6377
15.0,35.6377
16.0,36.2417
17.0,36.8457
18.0,36.8457
19.0,37.4498
20.0,37.4498
21.0,38.0538
22.0,38.0538
23.0,38.0538
24.0,38.6578
25.0,38.6578
26.0,39.2619
27.0,39.2619
28.0,39.8659
29.0,39.8659
30.0,39.8659
31.0,40.4699
32.0,40.4699
33.0,40.4699
34.0,40.4699
35.0,40.4699
36.0,41.0739
37.0,41.0739
38.0,41.0739
39.0,41.678
40.0,41.678
41.0,41.678
42.0,41.678
43.0,42.282
44.0,42.282
45.0,42.282
46.0,42.886
47.0,42.886
48.0,42.886
49.0,42.886
50.0,42.886
51.0,43.4901
52.0,43.4901
53.0,43.4901
54.0,44.0941
55.0,44.0941
56.0,44.0941
57.0,44.0941
58.0,44.6981
59.0,44.6981
60.0,44.6981
61.0,45.3021
62.0,45.3021
63.0,45.3021
64.0,45.9062
65.0,45.9062
66.0,45.9062
67.0,45.9062
68.0,46.5102
69.0,46.5102
70.0,46.5102
71.0,47.1142
72.0,47.1142
73.0,47.1142
74.0,47.1142
75.0,47.7183
76.0,47.7183
77.0,47.7183
78.0,47.7183
79.0,48.3223
80.0,48.3223
81.0,48.3223
82.0,48.9263
83.0,48.9263
84.0,48.9263
85.0,48.9263
86.0,49.5303
87.0,49.5303
88.0,49.5303
89.0,50.1344
90.0,50.1344
91.0,50.1344
92.0,50.7384
93.0,50.7384
94.0,50.7384
95.0,50.7384
96.0,50.7384
97.0,51.3424
98.0,51.3424
99.0,51.3424
100.0,51.9465
101.0,51.9465
102.0,51.9465
103.0,51.9465
104.0,52.5505
105.0,52.5505
106.0,52.5505
107.0,52.5505
108.0,52.5505
109.0,53.1545
110.0,53.1545
111.0,53.1545
112.0,53.1545
113.0,53.7585
114.0,53.7585
115.0,53.7585
116.0,53.7585
117.0,53.7585
118.0,54.3626
119.0,54.3626
120.0,54.3626
121.0,54.3626
122.0,54.9666
123.0,54.9666
124.0,54.9666
125.0,54.9666
126.0,54.9666
127.0,55.5706
128.0,55.5706
129.0,55.5706
130.0,55.5706
131.0,55.5706
132.0,56.1747
133.0,56.1747
134.0,56.1747
135.0,56.1747
136.0,56.1747
137.0,56.7787
138.0,56.7787
139.0,56.7787
140.0,56.7787
141.0,56.7787
142.0,57.3827
143.0,57.3827
144.0,57.3827
145.0,57.3827
146.0,57.3827
147.0,57.3827
148.0,57.9867
149.0,57.9867
150.0,57.9867
151.0,57.9867
152.0,58.5908
153.0,58.5908
154.0,58.5908
155.0,58.5908
156.0,58.5908
157.0,58.5908
158.0,59.1948
159.0,59.1948
160.0,59.1948
161.0,59.1948
162.0,59.1948
163.0,59.7988
164.0,59.7988
165.0,59.7988
166.0,59.7988
167.0,59.7988
168.0,59.7988
169.0,60.4029
170.0,60.4029
171.0,60.4029
172.0,60.4029
173.0,60.4029
174.0,60.4029
175.0,61.0069
176.0,61.0069
177.0,61.0069
178.0,61.0069
179.0,61.0069
180.0,61.0069
181.0,61.6109
182.0,61.6109
183.0,61.6109
184.0,61.6109
185.0,61.6109
186.0,61.6109
187.0,62.2149
188.0,62.2149
189.0,62.2149
190.0,62.2149
191.0,62.2149
192.0,62.2149
193.0,62.2149
194.0,62.819
195.0,62.819
196.0,62.819
197.0,62.819
198.0,62.819
199.0,63.423
200.0,63.423
201.0,63.423
202.0,63.423
203.0,63.423
204.0,63.423
205.0,64.027
206.0,64.027
207.0,64.027
208.0,64.027
209.0,64.027
210.0,64.6311
211.0,64.6311
212.0,64.6311
213.0,64.6311
214.0,64.6311
215.0,64.6311
216.0,64.6311
217.0,65.2351
218.0,65.2351
219.0,65.2351
220.0,65.2351
221.0,64.027
222.0,59.1948
223.0,55.5706
224.0,53.1545
225.0,50.7384
226.0,48.9263
227.0,47.7183
228.0,46.5102
229.0,44.6981
230.0,43.4901
231.0,42.886
232.0,41.678
233.0,41.0739
234.0,40.4699
235.0,39.8659
236.0,39.2619
237.0,38.0538
238.0,38.0538
239.0,36.8457
240.0,35.6377
241.0,35.6377
242.0,35.0337
243.0,35.0337
244.0,34.4296
245.0,33.8256
246.0,33.2216
247.0,33.2216
248.0,32.6175
249.0,32.0135
250.0,31.4095
251.0,31.4095
252.0,30.8055
253.0,30.2014
254.0,30.2014
255.0,29.5974
256.0,29.5974
257.0,28.9934
258.0,28.9934
259.0,28.3893
260.0,28.3893
261.0,27.7853
262.0,27.7853
263.0,27.1813
264.0,27.1813
265.0,27.1813
266.0,27.1813
267.0,26.5773
268.0,26.5773
269.0,25.9732
270.0,25.9732
271.0,25.9732
272.0,25.9732
273.0,25.3692
274.0,25.3692
275.0,25.3692
276.0,24.7652
277.0,24.7652
278.0,24.7652
279.0,24.7652
280.0,24.1611
281.0,24.1611
282.0,24.1611
283.0,24.1611
284.0,23.5571
285.0,23.5571
286.0,23.5571
287.0,23.5571
288.0,22.9531
289.0,22.9531
290.0,22.3491
291.0,22.3491
292.0,21.745
293.0,21.745
294.0,21.745
295.0,21.745
296.0,21.745
297.0,21.141
298.0,21.141
299.0,21.141
300.0,21.141
301.0,21.141
302.0,19.9329
303.0,20.537
304.0,19.9329
305.0,19.9329
306.0,19.9329
307.0,19.9329
308.0,19.9329
309.0,19.9329
310.0,19.3289
311.0,19.3289
312.0,19.3289
313.0,19.3289
314.0,18.7249
315.0,18.7249
316.0,18.7249
317.0,18.7249
318.0,18.1209
319.0,19.3289
320.0,18.1209
321.0,17.5168
322.0,18.7249
323.0,18.7249
324.0,18.7249
325.0,18.7249
326.0,18.1209
327.0,16.9128
328.0,17.5168
329.0,16.9128
330.0,17.5168
331.0,18.1209
332.0,17.5168
333.0,17.5168
334.0,17.5168
335.0,17.5168
336.0,16.9128
337.0,16.9128
338.0,17.5168
339.0,16.9128
340.0,16.9128
341.0,16.9128
342.0,16.3088
343.0,16.9128
344.0,16.9128
345.0,16.3088
346.0,16.3088
347.0,16.9128
348.0,16.3088
