time (s),keratin (a.u.)
397.0,11.021
398.0,11.111
399.0,11.064
400.0,11.051
401.0,10.999
402.0,11.111
403.0,11.04
404.0,10.963
405.0,11.09
406.0,11.108
407.0,10.982
408.0,11.043
409.0,10.995
410.0,11.019
411.0,11.121
412.0,10.939
413.0,11.003
414.0,11.051
415.0,10.997
416.0,10.996
417.0,10.912
418.0,10.95
