relative radius,tension
0.05,0.051516803723831606
0.15000000000000002,0.04343529566176833
0.25,0.04259889724062631
0.35000000000000003,0.0425407415145228
0.45,0.044581599567478876
0.55,0.046364796999094716
0.65,0.052310070720967695
0.75,0.053271859963533494
0.8500000000000001,0.056158140398913876
0.9500000000000001,0.06060482491639436
