time (s),keratin (a.u.)
1.0,6.394
2.0,7.348
3.0,8.417
4.0,8.78
5.0,9.002
6.0,9.157
7.0,9.351
8.0,9.445
9.0,9.559
10.0,9.662
11.0,9.729
12.0,9.813
13.0,9.867
14.0,9.993
15.0,10.014
16.0,10.039
17.0,10.279
18.0,10.27
19.0,10.313
20.0,10.334
21.0,10.339
22.0,10.466
23.0,10.502
24.0,10.643
25.0,10.659
26.0,10.632
27.0,10.71
28.0,10.743
29.0,10.831
30.0,10.911
31.0,10.906
32.0,11.091
33.0,11.164
34.0,11.135
35.0,11.136
36.0,11.157
37.0,11.134
38.0,11.164
39.0,11.3
40.0,11.344
41.0,11.275
42.0,11.412
43.0,11.394
44.0,11.431
45.0,11.474
46.0,11.571
47.0,11.488
48.0,11.643
49.0,11.613
50.0,11.653
51.0,11.703
52.0,11.827
53.0,11.776
54.0,11.815
55.0,11.82
56.0,11.88
57.0,11.87
58.0,11.972
59.0,12.051
60.0,12.025
61.0,12.125
62.0,12.075
63.0,12.097
64.0,12.176
65.0,12.26
66.0,12.275
67.0,12.273
68.0,12.224
69.0,12.419
70.0,12.318
71.0,12.424
72.0,12.391
73.0,12.444
74.0,12.539
75.0,12.503
76.0,12.515
77.0,12.662
78.0,12.607
79.0,12.669
80.0,12.677
81.0,12.714
82.0,12.911
83.0,12.767
84.0,12.877
85.0,12.89
86.0,12.953
87.0,12.944
88.0,12.941
89.0,12.989
90.0,13.083
91.0,13.153
92.0,12.981
93.0,13.095
94.0,13.246
95.0,13.269
96.0,13.187
97.0,13.38
98.0,13.374
99.0,13.398
100.0,13.254
101.0,13.372
102.0,13.337
103.0,13.358
104.0,13.444
105.0,13.509
106.0,13.644
107.0,13.644
108.0,13.622
109.0,13.489
110.0,13.662
111.0,13.599
112.0,13.586
113.0,13.699
114.0,13.701
115.0,13.671
116.0,13.722
117.0,13.787
118.0,13.874
119.0,13.846
120.0,13.884
121.0,13.889
122.0,13.945
123.0,14.01
124.0,14.095
125.0,14.012
126.0,14.089
127.0,14.128
128.0,14.004
129.0,14.026
130.0,14.106
131.0,14.131
132.0,14.134
133.0,14.319
134.0,14.157
135.0,14.281
136.0,14.257
137.0,14.324
138.0,14.354
139.0,14.479
140.0,14.459
141.0,14.42
142.0,14.484
143.0,14.432
144.0,14.469
145.0,14.471
146.0,14.674
147.0,14.593
148.0,14.628
149.0,14.672
150.0,14.658
151.0,14.62
152.0,14.676
153.0,14.76
154.0,14.738
155.0,14.762
156.0,14.786
157.0,14.802
158.0,14.881
159.0,14.95
160.0,14.919
161.0,15.043
162.0,14.97
163.0,14.947
164.0,15.034
165.0,15.076
166.0,14.924
167.0,15.097
168.0,15.123
169.0,15.026
170.0,15.142
171.0,15.26
172.0,15.274
173.0,15.208
174.0,15.298
175.0,15.205
176.0,15.304
177.0,15.322
178.0,15.327
179.0,15.299
180.0,15.258
181.0,15.015
182.0,14.911
183.0,14.795
184.0,14.582
185.0,14.566
186.0,14.493
187.0,14.497
188.0,14.364
189.0,14.341
190.0,14.415
191.0,14.242
192.0,14.257
193.0,14.196
194.0,14.145
195.0,14.213
196.0,14.17
197.0,14.173
198.0,14.005
199.0,14.076
200.0,14.107
201.0,14.035
202.0,13.999
203.0,14.06
204.0,13.918
205.0,13.934
206.0,13.928
207.0,14.001
208.0,13.85
209.0,13.826
210.0,13.877
211.0,13.801
212.0,13.743
213.0,13.744
214.0,13.796
215.0,13.587
216.0,13.56
217.0,13.57
218.0,13.618
219.0,13.482
220.0,13.452
221.0,13.299
222.0,13.342
223.0,13.335
224.0,13.13
225.0,13.162
226.0,13.138
227.0,13.085
228.0,12.947
229.0,12.95
230.0,12.798
231.0,12.812
232.0,12.729
233.0,12.671
234.0,12.751
235.0,12.657
236.0,12.632
237.0,12.656
238.0,12.496
239.0,12.641
240.0,12.603
241.0,12.39
242.0,12.353
243.0,12.387
244.0,12.263
245.0,12.237
246.0,12.251
247.0,12.209
248.0,12.182
249.0,12.052
250.0,12.13
251.0,12.092
252.0,12.097
253.0,12.064
254.0,12.058
255.0,11.955
256.0,11.976
257.0,11.885
258.0,11.953
259.0,12.016
260.0,11.84
261.0,11.832
262.0,11.714
263.0,11.791
264.0,11.768
265.0,11.791
266.0,11.688
267.0,11.788
268.0,11.744
269.0,11.636
270.0,11.689
271.0,11.588
272.0,11.594
273.0,11.508
274.0,11.636
275.0,11.473
276.0,11.665
277.0,11.572
278.0,11.515
279.0,11.497
280.0,11.471
281.0,11.569
282.0,11.531
283.0,11.375
284.0,11.396
285.0,11.351
286.0,11.374
287.0,11.313
288.0,11.354
289.0,11.365
290.0,11.258
291.0,11.353
292.0,11.253
293.0,11.293
294.0,11.261
295.0,11.225
296.0,11.177
297.0,11.239
298.0,11.159
299.0,11.241
300.0,11.273
301.0,11.175
302.0,11.127
303.0,11.051
304.0,11.116
305.0,11.145
306.0,11.024
307.0,11.028
308.0,10.979
309.0,10.967
310.0,11.034
311.0,10.975
312.0,11.019
313.0,11.011
314.0,11.074
315.0,10.972
316.0,10.974
317.0,11.01
318.0,11.075
319.0,10.939
320.0,10.94
321.0,10.89
322.0,10.827
323.0,10.95
324.0,10.831
325.0,10.781
326.0,10.848
327.0,10.802
328.0,10.793
329.0,10.786
330.0,10.841
331.0,10.819
332.0,10.706
333.0,10.717
334.0,10.768
335.0,10.716
336.0,10.741
337.0,10.656
338.0,10.661
339.0,10.752
340.0,10.616
