time (s),keratin (a.u.)
341.0,10.658
342.0,10.655
343.0,10.685
344.0,10.616
345.0,10.697
346.0,10.63
347.0,10.641
348.0,10.579
349.0,10.619
350.0,10.481
351.0,10.5
352.0,10.57
353.0,10.544
354.0,10.58
355.0,10.411
356.0,10.608
357.0,10.465
358.0,10.42
359.0,10.462
