keratin,p(keratin)
53.20848149962853,0.0005661816662798655
61.05833731295249,0.00028309083313993275
68.90819312627644,0.0016985449988395965
76.75804893960039,0.0005661816662798655
84.60790475292434,0.0014154541656996639
92.4577605662483,0.0016985449988395965
100.30761637957225,0.003397089997679193
108.15747219289621,0.002264726665119462
116.00732800622016,0.003963271663959059
123.8571838195441,0.003963271663959059
131.70703963286806,0.00509563499651879
139.556895446192,0.00509563499651879
147.40675125951597,0.0048125441633788575
155.2566070728399,0.0048125441633788575
163.10646288616385,0.005378725829658723
170.9563186994878,0.00509563499651879
178.80617451281176,0.004529453330238924
186.65603032613572,0.004529453330238924
194.50588613945965,0.007643452494778185
202.35574195278363,0.00509563499651879
210.20559776610756,0.006794179995358386
218.05545357943154,0.004529453330238924
225.90530939275547,0.003963271663959059
233.75516520607945,0.004529453330238924
241.60502101940338,0.0056618166627986554
249.45487683272736,0.007360361661638252
257.3047326460513,0.004246362497098992
265.15458845937525,0.0031139991645392604
273.00444427269923,0.0031139991645392604
280.85430008602316,0.002547817498259395
288.70415589934714,0.002547817498259395
296.55401171267107,0.0014154541656996639
304.40386752599505,0.0014154541656996639
312.253723339319,0.0019816358319795294
320.1035791526429,0.0005661816662798655
327.9534349659669,0.001132363332559731
335.8032907792908,0.0
343.6531465926148,0.0
351.50300240593873,0.00028309083313993275
359.3528582192627,0.0
