time (s),height (micro m)
0.0,13.289
1.0,13.289
2.0,13.289
3.0,28.993
4.0,33.826
5.0,36.242
6.0,38.658
7.0,40.47
8.0,42.282
9.0,43.49
10.0,45.302
11.0,46.51
12.0,47.718
13.0,48.322
14.0,48.926
15.0,50.134
16.0,50.738
17.0,51.342
18.0,51.946
19.0,52.55
20.0,53.155
21.0,53.155
22.0,53.759
23.0,53.759
24.0,53.759
25.0,54.363
26.0,54.967
27.0,54.967
28.0,54.967
29.0,55.571
30.0,55.571
31.0,56.175
32.0,56.175
33.0,56.175
34.0,56.175
35.0,56.779
36.0,57.383
37.0,57.383
38.0,57.383
39.0,57.383
40.0,57.987
41.0,57.987
42.0,58.591
43.0,58.591
44.0,58.591
45.0,59.195
46.0,59.195
47.0,59.195
48.0,59.799
49.0,59.799
50.0,60.403
51.0,60.403
52.0,60.403
53.0,61.007
54.0,61.007
55.0,61.611
56.0,62.215
57.0,62.215
58.0,62.215
59.0,63.423
60.0,64.027
61.0,63.423
62.0,64.027
63.0,64.027
64.0,64.631
65.0,64.631
66.0,64.631
67.0,65.235
68.0,65.235
69.0,65.235
70.0,65.839
71.0,66.443
72.0,66.443
73.0,67.651
74.0,68.255
75.0,68.255
76.0,68.859
77.0,68.859
78.0,68.859
79.0,68.859
80.0,69.463
81.0,69.463
82.0,69.463
83.0,70.067
84.0,70.067
85.0,70.671
86.0,70.671
87.0,71.275
88.0,71.879
89.0,71.879
90.0,71.879
91.0,71.879
92.0,72.483
93.0,72.483
94.0,73.087
95.0,73.087
96.0,73.087
97.0,73.691
98.0,73.691
99.0,74.296
100.0,74.296
101.0,74.296
102.0,74.296
103.0,74.296
104.0,74.296
105.0,74.9
106.0,74.9
107.0,75.504
108.0,75.504
109.0,76.108
110.0,76.108
111.0,76.108
112.0,76.712
113.0,77.316
114.0,77.316
115.0,77.316
116.0,77.316
117.0,77.92
118.0,77.92
119.0,77.92
120.0,78.524
121.0,78.524
122.0,78.524
123.0,78.524
124.0,79.128
125.0,79.128
126.0,79.128
127.0,79.732
128.0,79.732
129.0,79.732
130.0,79.732
131.0,79.732
132.0,80.336
133.0,80.336
134.0,80.336
135.0,80.336
136.0,80.94
137.0,81.544
138.0,80.94
139.0,81.544
140.0,81.544
141.0,82.148
142.0,82.148
143.0,82.148
144.0,82.148
145.0,82.148
146.0,82.148
147.0,82.752
148.0,83.356
149.0,83.356
150.0,83.356
151.0,83.356
152.0,83.96
153.0,83.96
154.0,83.356
155.0,83.96
156.0,83.96
157.0,83.96
158.0,84.564
159.0,84.564
160.0,84.564
161.0,84.564
162.0,85.168
163.0,85.168
164.0,85.168
165.0,85.772
