time (s),height (micro m)
0.0,25.9459
1.0,25.9459
2.0,25.9459
3.0,24.1357
4.0,32.5832
5.0,35.6002
6.0,36.807
7.0,38.6172
8.0,39.8239
9.0,41.0307
10.0,41.6341
11.0,42.8409
12.0,44.0477
13.0,44.6511
14.0,45.8579
15.0,46.4613
16.0,47.6681
17.0,48.2715
18.0,49.4782
19.0,50.0816
20.0,50.685
21.0,51.2884
22.0,51.8918
23.0,52.4952
24.0,53.0986
25.0,53.702
26.0,53.702
27.0,54.3054
28.0,54.9088
29.0,55.5122
30.0,56.1156
31.0,56.1156
32.0,56.719
33.0,56.719
34.0,57.3224
35.0,57.9257
36.0,57.9257
37.0,58.5291
38.0,58.5291
39.0,59.1325
40.0,59.1325
41.0,59.7359
42.0,60.3393
43.0,60.3393
44.0,60.9427
45.0,60.9427
46.0,61.5461
47.0,61.5461
48.0,61.5461
49.0,62.1495
50.0,62.1495
51.0,62.7529
52.0,62.7529
53.0,63.3563
54.0,63.3563
55.0,63.9597
56.0,63.9597
57.0,64.5631
58.0,64.5631
59.0,65.1665
60.0,65.1665
61.0,65.7699
62.0,65.7699
63.0,65.7699
64.0,66.3733
65.0,66.3733
66.0,66.9766
67.0,66.9766
68.0,67.58
69.0,67.58
70.0,68.1834
71.0,68.7868
72.0,68.7868
73.0,69.3902
74.0,69.3902
75.0,69.9936
76.0,69.9936
77.0,70.597
78.0,70.597
79.0,70.597
80.0,71.2004
81.0,71.2004
82.0,71.8038
83.0,71.8038
84.0,72.4072
85.0,72.4072
86.0,73.0106
87.0,73.614
88.0,73.614
89.0,74.2174
90.0,74.2174
91.0,74.8208
92.0,75.4241
93.0,75.4241
94.0,76.0275
95.0,76.0275
96.0,76.6309
97.0,76.6309
98.0,77.2343
99.0,77.2343
100.0,77.8377
101.0,77.8377
102.0,78.4411
103.0,78.4411
104.0,79.0445
105.0,79.0445
106.0,79.6479
107.0,79.6479
108.0,80.2513
109.0,80.2513
110.0,80.8547
111.0,81.4581
112.0,81.4581
113.0,82.0615
