time (h),mean(ker),std(ker)
0.0,0.0,0.0
0.1033333333333999,1.0162930368619247,0.4594443517666175
0.2066666666668161,1.904155645200553,0.7382337258548185
0.3100000000002323,2.977459653504321,0.9304153772974973
0.4133333333336485,4.060887249037782,1.098224602254861
0.5166666666670647,5.069215860263179,1.2964557827871805
0.6200000000003885,6.002673187307088,1.541236593517104
0.723333333333552,6.891379566149201,1.8307988229122882
0.8266666666667155,7.763327795495685,2.159557830846722
0.9299999999998791,8.635893220457556,2.5227437914124793
1.0333333333330428,9.523004755792037,2.919303093349071
1.1366666666662062,10.436678941174868,3.350309637584818
1.2399999999993698,11.387896494542812,3.817021235339984
1.3433333333325335,12.385258854486239,4.320145928245392
1.446666666665697,13.435198626240009,4.860197023105808
1.5499999999988605,14.542683140611402,5.437644867969888
1.6533333333320241,15.71226359857147,6.0525927939813515
1.7566666666651878,16.94128014415203,6.70979212114921
1.8599999999983512,18.24685388876291,7.398475120759848
1.9633333333315148,19.620118485528067,8.12433085755807
2.0666666666646782,21.073070541006448,8.889313419097519
2.169999999997842,22.603568604188723,9.68945503843328
2.2733333333310055,24.213457143398685,10.524842747030139
2.376666666664169,25.89840184887357,11.393897088994484
2.479999999997333,27.672882851302308,12.298789495350622
2.583333333330496,29.512338143105286,13.244159415375703
2.6866666666636596,31.44041223392912,14.215114787373253
2.7899999999968235,33.46666579798427,15.21239860423236
2.893333333329987,35.55773809869327,16.24757341828856
2.9966666666631503,37.757419221694924,17.30475278214154
3.099999999996314,40.04092848433309,18.387730924234923
3.2033333333294776,42.39605496389509,19.50434008698108
3.306666666662641,44.80430501518242,20.65654952565344
3.409999999995805,47.33086661305791,21.819983661712893
3.5133333333289682,49.9303961879004,23.0072191329848
3.6166666666621317,52.63811324998678,24.218315339493156
3.7199999999952955,55.41049593047991,25.46288323975369
3.823333333328459,58.24319831713202,26.713443940983755
3.9266666666616223,61.203764512793796,27.985531272561786
4.029999999995123,64.21222658812188,29.282604703262837
4.133333333329297,67.34528240612875,30.580392707186327
4.236666666663472,70.57601042864282,31.892094399777143
4.339999999997645,73.89769946679897,33.214920757243654
4.44333333333182,77.29697399837873,34.550085781803354
4.546666666665994,80.77038659785136,35.88976800462038
4.650000000000167,84.33410493700717,37.2190204257142
4.753333333334342,87.9527497748407,38.56449919449982
4.856666666668516,91.68376584745675,39.91845739943731
4.96000000000269,95.51376144102356,41.248297925838536
5.063333333336864,99.4254972964178,42.534918021006696
5.166666666671039,103.48541430710345,43.77741022258829
5.270000000005212,107.59372894539553,44.96964892780076
5.373333333339387,111.79454743675385,46.10132263634319
5.476666666673561,116.11579645277057,47.18674164645532
5.580000000007734,120.49066808889634,48.22197335202319
5.683333333341909,124.97056758225435,49.18869984552427
5.786666666676083,129.5274099422576,50.10407676178859
5.890000000010257,134.18928750671867,50.94458808775679
5.993333333344431,138.95447525637917,51.71471178650211
6.096666666678606,143.8089214514792,52.41705938554018
6.200000000012779,148.76570361857472,53.0526460442033
6.303333333346954,153.8274017538593,53.615284073366034
6.406666666681128,158.992333528751,54.104494639273504
6.510000000015301,164.25340051251504,54.51779976563638
6.613333333349476,169.62258527823016,54.85383433933348
6.71666666668365,175.1006395071648,55.11517593817825
6.820000000017824,180.6991920491251,55.29809996456664
6.923333333351998,186.38451647737398,55.43409913048041
7.026666666686173,192.26370967461523,55.46208493141791
7.130000000020346,198.2728724703619,55.411435083634885
7.233333333354521,204.42573590992308,55.283557428260394
7.336666666688695,210.67358793661504,55.11723062210306
7.440000000022868,217.15914622772166,54.83304290278497
7.543333333357043,223.77491111708326,54.493077213673885
7.646666666691217,230.44937151927104,54.125521969695164
7.750000000025391,237.16630080444799,53.73819988843348
7.853333333359565,243.87422059681958,53.35411316582967
7.95666666669374,250.544316376681,52.98804713342216
8.060000000027914,257.2017186574561,52.637390306031044
8.163333333362088,263.835229186274,52.31190917011674
8.266666666696262,270.439878753142,52.0130005914194
8.370000000030435,277.0207860470089,51.74004249680289
8.473333333364609,283.58032934174645,51.49490958557493
8.576666666698785,290.0918863687783,51.289709678083256
8.680000000032958,296.5591536741522,51.12273129571452
8.783333333367132,302.9836953246141,50.99631283106092
8.886666666701306,309.35506100200973,50.91710956306007
8.990000000035481,315.6769554705834,50.88092932557784
9.093333333369655,321.95462951623807,50.88555637091436
9.196666666703829,328.19002056273877,50.929274581080946
9.300000000038002,334.3919746876948,51.00896255853473
9.403333333372176,340.56184136166576,51.12287472917296
9.506666666706352,346.70447336792205,51.27228058969219
9.610000000040525,352.8178333351642,51.452716868201215
9.713333333374699,358.9047487454954,51.66057306896185
9.816666666708873,364.9760406721121,51.895969496248405
9.920000000043048,371.0236282429681,52.15758185287512
10.023333333377222,377.05027146584655,52.44482849523294
10.126666666711396,383.06067933853535,52.75587913095413
10.23000000004557,389.054971322687,53.089286333847056
10.333333333379743,395.03357378041454,53.4464067615028
10.436666666713919,400.99745512334977,53.82147038222206
10.540000000048092,406.94981504364824,54.21725376830044
10.643333333382266,412.8932195766341,54.63511403385196
10.74666666671644,418.8268735816633,55.07351366825248
10.850000000050615,424.74766087038176,55.531218933289324
10.953333333384789,430.66093063153687,56.00923750196176
11.056666666718963,436.56709815916315,56.50826664849235
