relative radius,keratin
0.05,184.50954577691928
0.15000000000000002,181.9805889559691
0.25,195.27550153574902
0.35000000000000003,216.43265307261294
0.45,218.7475801160413
0.55,255.59457191509435
0.65,261.6154651933023
0.75,278.3485070228113
0.8500000000000001,296.74204044418923
0.9500000000000001,304.190613915513
