relative radius,tension
0.05,0.019569284747033806
0.15000000000000002,0.01801323194070844
0.25,0.01908612407563637
0.35000000000000003,0.020917141447176685
0.45,0.023496456727057073
0.55,0.026459710842868054
0.65,0.03069499400604767
0.75,0.03472337451768656
0.8500000000000001,0.03902511097108095
0.9500000000000001,0.04215867416014239
