keratin,p(keratin)
36.949075,0.0019041033343550832
46.697225,0.0028561550015326247
56.445375000000006,0.005712310003065249
66.19352500000001,0.004522245419093323
75.941675,0.008806477921392261
85.68982500000001,0.008806477921392261
95.43797500000001,0.009996542505364187
105.18612500000002,0.011662632922924885
114.93427500000001,0.009520516671775416
124.68242500000001,0.010234555422158573
134.43057500000003,0.00785442625421472
144.17872500000001,0.0049982712526820934
153.926875,0.004046219585504551
163.675025,0.0038082066687101664
173.42317500000001,0.0021421162511494687
183.17132500000002,0.0019041033343550832
192.91947500000003,0.0014280775007663124
202.66762500000004,0.0004760258335887708
212.415775,0.0016660904175606979
222.163925,0.0
