relative radius,keratin
0.05,327.3834289337062
0.15000000000000002,328.3838867883143
0.25,332.34859021525676
0.35000000000000003,350.6985456630367
0.45,345.2810049536513
0.55,382.8690927030751
0.65,381.8592614521942
0.75,395.07342915771574
0.8500000000000001,406.76526961628093
0.9500000000000001,412.60416735609607
