time (s),keratin (a.u.)
1.0,7.332
2.0,9.227
3.0,9.874
4.0,10.147
5.0,10.383
6.0,10.554
7.0,10.702
8.0,10.9
9.0,10.873
10.0,11.217
11.0,11.286
12.0,11.436
13.0,11.494
14.0,11.636
15.0,11.799
16.0,11.838
17.0,11.911
18.0,11.934
19.0,12.099
20.0,12.054
21.0,12.125
22.0,12.245
23.0,12.351
24.0,12.415
25.0,12.508
26.0,12.377
27.0,12.593
28.0,12.691
29.0,12.679
30.0,12.655
31.0,12.678
32.0,12.777
33.0,12.78
34.0,12.859
35.0,12.97
36.0,13.0
37.0,12.998
38.0,13.063
39.0,13.044
40.0,13.09
41.0,13.142
42.0,13.183
43.0,13.249
44.0,13.322
45.0,13.311
46.0,13.25
47.0,13.496
48.0,13.452
49.0,13.465
50.0,13.564
51.0,13.595
52.0,13.687
53.0,13.673
54.0,13.714
55.0,13.833
56.0,13.735
57.0,13.87
58.0,13.86
59.0,13.937
60.0,13.917
61.0,14.04
62.0,14.029
63.0,14.094
64.0,14.193
65.0,14.157
66.0,14.273
67.0,14.342
68.0,14.394
69.0,14.404
70.0,14.501
71.0,14.523
72.0,14.505
73.0,14.563
74.0,14.598
75.0,14.589
76.0,14.606
77.0,14.702
78.0,14.733
79.0,14.81
80.0,14.917
81.0,14.806
82.0,14.883
83.0,14.958
84.0,14.92
85.0,14.998
86.0,15.001
87.0,15.014
88.0,15.147
89.0,15.165
90.0,15.046
91.0,15.195
92.0,15.141
93.0,15.224
94.0,15.362
95.0,15.292
96.0,15.31
97.0,15.405
98.0,15.23
99.0,15.368
100.0,15.372
101.0,15.495
102.0,15.536
103.0,15.422
104.0,15.479
105.0,15.562
106.0,15.468
107.0,15.686
108.0,15.451
109.0,15.644
110.0,15.677
111.0,15.56
112.0,15.695
113.0,15.701
114.0,15.838
115.0,15.697
116.0,15.784
117.0,15.846
118.0,15.928
119.0,15.962
120.0,15.843
121.0,16.002
122.0,15.939
123.0,15.976
124.0,16.019
125.0,16.059
126.0,16.11
127.0,16.167
128.0,16.147
129.0,16.071
130.0,16.123
131.0,16.222
132.0,16.179
133.0,16.22
134.0,16.304
135.0,16.319
136.0,16.331
137.0,16.233
138.0,16.348
139.0,16.383
140.0,16.359
141.0,16.465
142.0,16.313
143.0,16.28
144.0,16.412
145.0,16.447
146.0,16.511
147.0,16.624
148.0,16.487
149.0,16.574
150.0,16.549
151.0,16.601
152.0,16.584
153.0,16.544
154.0,16.64
155.0,16.62
156.0,16.654
157.0,16.665
158.0,16.77
159.0,16.81
160.0,16.845
161.0,16.775
162.0,16.796
163.0,16.871
164.0,16.773
165.0,16.846
166.0,16.911
167.0,16.98
168.0,16.963
169.0,17.003
170.0,17.059
171.0,17.149
172.0,17.053
173.0,17.11
174.0,17.049
175.0,17.247
176.0,16.992
177.0,16.753
178.0,16.605
179.0,16.329
180.0,16.166
181.0,16.173
182.0,15.985
183.0,15.997
184.0,15.759
185.0,15.697
186.0,15.624
187.0,15.455
188.0,15.362
189.0,15.258
190.0,15.306
191.0,15.184
192.0,15.227
193.0,15.043
194.0,15.119
195.0,14.94
196.0,14.945
197.0,14.86
198.0,14.76
199.0,14.864
200.0,14.819
201.0,14.63
202.0,14.734
203.0,14.716
204.0,14.66
205.0,14.608
206.0,14.666
207.0,14.678
208.0,14.546
209.0,14.552
210.0,14.492
211.0,14.522
212.0,14.517
213.0,14.522
214.0,14.475
215.0,14.503
216.0,14.454
217.0,14.418
218.0,14.451
219.0,14.4
220.0,14.387
221.0,14.351
222.0,14.257
223.0,14.32
