time (s),keratin (a.u.)
224.0,14.349
225.0,14.388
226.0,14.392
227.0,14.208
228.0,14.281
229.0,14.132
230.0,14.085
231.0,14.148
232.0,14.205
233.0,14.099
234.0,14.03
235.0,14.005
236.0,14.163
237.0,13.897
238.0,14.079
239.0,13.999
240.0,13.808
241.0,13.969
242.0,13.958
243.0,13.877
244.0,13.792
245.0,13.849
246.0,13.805
247.0,13.728
248.0,13.824
249.0,13.804
250.0,13.733
251.0,13.675
252.0,13.62
253.0,13.702
254.0,13.588
255.0,13.591
256.0,13.565
257.0,13.56
258.0,13.505
259.0,13.428
260.0,13.583
261.0,13.465
262.0,13.456
263.0,13.367
264.0,13.492
265.0,13.314
266.0,13.395
267.0,13.338
268.0,13.3
269.0,13.386
270.0,13.279
271.0,13.311
272.0,13.239
273.0,13.088
274.0,13.216
275.0,13.116
276.0,13.066
277.0,13.15
278.0,12.986
279.0,13.113
280.0,12.99
281.0,13.034
282.0,13.009
283.0,12.943
284.0,12.961
285.0,12.846
286.0,12.748
287.0,12.75
288.0,12.838
289.0,12.756
290.0,12.718
291.0,12.733
292.0,12.696
293.0,12.633
294.0,12.721
295.0,12.588
296.0,12.529
297.0,12.506
298.0,12.519
299.0,12.488
300.0,12.447
301.0,12.313
302.0,12.451
303.0,12.337
304.0,12.379
305.0,12.357
306.0,12.399
307.0,12.359
308.0,12.253
309.0,12.249
310.0,12.326
311.0,12.273
312.0,12.254
313.0,12.241
314.0,12.256
315.0,12.302
316.0,12.192
317.0,12.166
318.0,12.251
319.0,12.258
320.0,12.175
321.0,12.213
322.0,12.154
323.0,12.142
324.0,12.218
325.0,12.056
326.0,12.139
327.0,12.165
328.0,12.16
329.0,12.146
330.0,12.083
331.0,12.092
332.0,12.081
333.0,12.134
334.0,12.149
335.0,12.128
336.0,12.101
337.0,12.152
338.0,12.1
339.0,12.104
340.0,12.062
341.0,12.135
342.0,12.105
343.0,12.05
344.0,12.049
345.0,12.089
346.0,11.975
347.0,12.081
348.0,11.994
349.0,11.937
350.0,11.989
351.0,12.001
352.0,12.011
353.0,11.981
354.0,12.063
355.0,11.994
356.0,11.968
357.0,12.016
358.0,11.985
359.0,12.017
360.0,11.947
361.0,11.914
362.0,11.812
363.0,11.876
364.0,11.832
365.0,11.948
366.0,11.781
367.0,11.822
368.0,11.852
369.0,11.791
370.0,11.702
371.0,11.773
372.0,11.781
373.0,11.73
374.0,11.776
375.0,11.774
376.0,11.766
377.0,11.749
378.0,11.63
379.0,11.726
380.0,11.682
381.0,11.796
382.0,11.662
383.0,11.633
384.0,11.705
385.0,11.629
386.0,11.627
387.0,11.629
388.0,11.594
389.0,11.533
390.0,11.582
391.0,11.594
392.0,11.573
393.0,11.426
394.0,11.532
395.0,11.514
396.0,11.505
397.0,11.5
398.0,11.495
399.0,11.474
400.0,11.465
401.0,11.457
402.0,11.474
403.0,11.398
404.0,11.459
405.0,11.439
406.0,11.345
407.0,11.471
408.0,11.488
409.0,11.398
410.0,11.422
411.0,11.403
412.0,11.377
413.0,11.394
414.0,11.439
415.0,11.491
416.0,11.325
417.0,11.384
418.0,11.402
419.0,11.436
420.0,11.382
421.0,11.298
422.0,11.403
423.0,11.372
424.0,11.352
425.0,11.362
426.0,11.292
427.0,11.309
428.0,11.312
429.0,11.263
430.0,11.26
431.0,11.327
432.0,11.255
433.0,11.151
434.0,11.192
435.0,11.229
436.0,11.269
437.0,11.18
438.0,11.228
439.0,11.293
440.0,11.23
441.0,11.281
442.0,11.106
443.0,11.08
444.0,11.095
445.0,11.183
446.0,11.09
447.0,11.143
448.0,11.12
449.0,11.151
450.0,11.117
451.0,11.112
