keratin,p(keratin)
22.42160583605737,0.0011087157631057322
28.434568660714984,0.002587003447246709
34.4475314853726,0.0033261472893171967
40.46049431003022,0.007021866499669638
46.473457134687834,0.00813058226277537
52.48641995934545,0.007391438420704882
58.49938278400307,0.009239298025881103
64.51234560866068,0.00997844186795159
70.52530843331829,0.01071758571002208
76.53827125797591,0.007761010341740126
82.55123408263353,0.009608869946916346
88.56419690729115,0.007021866499669638
94.57715973194877,0.005913150736563905
100.59012255660636,0.00813058226277537
106.60308538126398,0.004804434973458173
112.6160482059216,0.008869726104845857
118.62901103057922,0.00628272265759915
124.64197385523684,0.007021866499669638
130.65493667989443,0.005913150736563905
136.66789950455205,0.0033261472893171967
142.68086232920967,0.004065291131387685
148.6938251538673,0.0029565753682819526
154.70678797852491,0.0029565753682819526
160.71975080318254,0.004804434973458173
166.73271362784016,0.0022174315262114643
172.74567645249775,0.002587003447246709
178.75863927715537,0.0014782876841409763
184.771602101813,0.0022174315262114643
190.7845649264706,0.0014782876841409763
196.79752775112823,0.002587003447246709
202.81049057578582,0.0007391438420704881
208.82345340044344,0.0014782876841409763
214.83641622510106,0.0011087157631057322
220.84937904975868,0.0
226.8623418744163,0.0007391438420704881
232.8753046990739,0.0
238.8882675237315,0.0003695719210352441
244.90123034838913,0.0
250.91419317304675,0.0
256.92715599770435,0.0
