relative radius,keratin
0.05,26.929065350932
0.15000000000000002,28.420316247047268
0.25,32.75141759290323
0.35000000000000003,37.08343049560939
0.45,47.23361292351443
0.55,55.24397672824674
0.65,64.32589211806254
0.75,79.2712377192801
0.8500000000000001,97.12816174398775
0.9500000000000001,104.21562461601604
