relative radius,tension
0.05,0.001926930706989128
0.15000000000000002,0.0018952694109006212
0.25,0.002146993021468487
0.35000000000000003,0.0019307812381680954
0.45,0.002022290743554917
0.55,0.0018163456818176163
0.65,0.002059162145241777
0.75,0.002281473311963214
0.8500000000000001,0.0023021003154185355
0.9500000000000001,0.002346111873872167
