time (s),height (micro m)
0.0,14.4935
1.0,14.4935
2.0,13.8896
3.0,14.4935
4.0,14.4935
5.0,16.3052
6.0,24.7598
7.0,28.3832
8.0,30.7988
9.0,32.6105
10.0,34.4221
11.0,36.2338
12.0,37.4416
13.0,38.0455
14.0,39.2533
15.0,40.4611
16.0,41.6689
17.0,42.2728
18.0,42.8767
19.0,43.4806
20.0,44.0845
21.0,44.6884
22.0,44.6884
23.0,45.2923
24.0,45.8962
25.0,46.5001
26.0,47.104
27.0,47.104
28.0,47.7079
29.0,48.3118
30.0,48.3118
31.0,48.9157
32.0,48.9157
33.0,49.5196
34.0,50.1235
35.0,49.5196
36.0,50.1235
37.0,50.7274
38.0,50.7274
39.0,50.7274
40.0,51.3313
41.0,51.3313
42.0,51.9352
43.0,51.9352
44.0,52.5391
45.0,52.5391
46.0,52.5391
47.0,53.143
48.0,53.143
49.0,53.143
50.0,53.7469
51.0,53.7469
52.0,54.3507
53.0,54.3507
54.0,54.9546
55.0,54.9546
56.0,54.9546
57.0,55.5585
58.0,55.5585
59.0,56.1624
60.0,56.7663
61.0,56.1624
62.0,56.1624
63.0,56.7663
64.0,56.7663
65.0,56.7663
66.0,57.3702
67.0,57.3702
68.0,57.9741
69.0,57.9741
70.0,58.578
71.0,58.578
72.0,58.578
73.0,58.578
74.0,58.578
75.0,59.1819
76.0,59.1819
77.0,60.3897
78.0,59.7858
79.0,60.3897
80.0,60.3897
81.0,60.9936
82.0,60.9936
83.0,60.9936
84.0,61.5975
85.0,61.5975
86.0,62.2014
87.0,62.2014
88.0,62.2014
89.0,62.8053
90.0,62.8053
91.0,63.4092
92.0,63.4092
93.0,63.4092
94.0,64.0131
95.0,64.0131
96.0,65.2209
97.0,64.617
98.0,64.617
99.0,65.2209
100.0,65.2209
101.0,65.8248
102.0,65.8248
103.0,66.4287
104.0,66.4287
105.0,66.4287
106.0,66.4287
107.0,67.0326
108.0,67.0326
109.0,67.0326
110.0,67.6365
111.0,67.6365
112.0,68.2404
113.0,68.2404
114.0,68.8443
115.0,68.8443
116.0,68.8443
117.0,69.4482
118.0,69.4482
119.0,70.0521
120.0,70.0521
121.0,70.0521
122.0,70.656
123.0,70.656
124.0,70.656
125.0,71.2599
126.0,71.2599
127.0,71.8638
128.0,71.8638
129.0,72.4677
130.0,72.4677
131.0,72.4677
132.0,72.4677
133.0,73.0716
134.0,73.0716
135.0,73.0716
136.0,73.6755
137.0,73.6755
138.0,74.2794
139.0,74.2794
140.0,74.2794
141.0,74.8833
142.0,74.8833
143.0,75.4872
144.0,75.4872
145.0,75.4872
146.0,76.091
147.0,76.091
148.0,76.091
149.0,76.6949
150.0,76.6949
151.0,77.2988
152.0,77.2988
153.0,77.2988
154.0,77.9027
155.0,78.5066
156.0,78.5066
157.0,78.5066
158.0,78.5066
159.0,79.1105
160.0,79.1105
161.0,79.1105
162.0,79.7144
163.0,79.7144
164.0,80.3183
165.0,80.3183
166.0,80.3183
167.0,80.9222
168.0,80.9222
169.0,80.9222
170.0,80.9222
171.0,81.5261
172.0,82.13
173.0,82.13
174.0,82.13
175.0,82.13
176.0,82.7339
177.0,82.7339
178.0,83.3378
179.0,83.3378
180.0,83.3378
181.0,80.9222
182.0,76.6949
183.0,74.8833
184.0,73.6755
185.0,73.0716
186.0,71.8638
187.0,71.2599
188.0,70.0521
189.0,69.4482
190.0,68.8443
191.0,68.2404
192.0,67.6365
193.0,67.0326
194.0,66.4287
195.0,65.8248
196.0,65.2209
197.0,64.617
198.0,64.0131
199.0,63.4092
200.0,62.8053
201.0,62.2014
202.0,62.2014
203.0,62.2014
204.0,61.5975
205.0,62.2014
206.0,60.9936
207.0,60.9936
208.0,60.3897
209.0,60.3897
210.0,59.7858
211.0,59.7858
212.0,59.1819
213.0,59.1819
214.0,58.578
215.0,58.578
216.0,57.9741
217.0,57.9741
218.0,57.9741
219.0,57.3702
220.0,56.7663
221.0,56.7663
222.0,56.1624
223.0,56.1624
224.0,56.1624
225.0,55.5585
226.0,55.5585
227.0,56.1624
228.0,55.5585
229.0,55.5585
230.0,54.9546
231.0,54.9546
232.0,54.9546
233.0,54.3507
234.0,54.9546
235.0,54.3507
236.0,54.3507
237.0,53.7469
238.0,53.7469
239.0,53.7469
240.0,53.143
241.0,53.7469
242.0,52.5391
243.0,52.5391
244.0,53.143
245.0,52.5391
246.0,51.9352
247.0,51.9352
248.0,51.9352
249.0,51.9352
250.0,51.9352
251.0,51.9352
252.0,51.3313
253.0,51.3313
254.0,50.7274
255.0,51.3313
256.0,50.7274
257.0,50.7274
258.0,50.7274
259.0,50.1235
260.0,50.7274
261.0,49.5196
262.0,49.5196
263.0,48.9157
264.0,48.9157
265.0,48.9157
266.0,48.3118
267.0,48.9157
268.0,48.9157
269.0,48.9157
270.0,48.9157
271.0,48.3118
272.0,48.3118
273.0,48.3118
274.0,48.3118
275.0,48.3118
276.0,47.7079
277.0,47.7079
278.0,47.7079
279.0,47.7079
280.0,47.7079
281.0,47.7079
282.0,47.104
283.0,47.104
284.0,47.104
285.0,47.104
286.0,47.104
287.0,47.104
288.0,47.104
289.0,46.5001
290.0,46.5001
291.0,47.104
292.0,46.5001
293.0,46.5001
294.0,46.5001
295.0,46.5001
296.0,46.5001
297.0,45.8962
298.0,46.5001
299.0,45.8962
300.0,45.2923
301.0,45.2923
302.0,45.8962
303.0,45.8962
304.0,45.2923
305.0,45.8962
306.0,45.2923
307.0,45.2923
308.0,45.2923
309.0,44.6884
310.0,45.2923
311.0,44.6884
312.0,45.2923
313.0,45.2923
314.0,44.6884
315.0,45.2923
316.0,44.6884
317.0,44.6884
318.0,45.2923
319.0,44.6884
320.0,44.6884
321.0,44.6884
322.0,44.0845
323.0,44.0845
324.0,44.6884
325.0,44.0845
326.0,44.0845
327.0,43.4806
328.0,44.0845
329.0,43.4806
330.0,43.4806
331.0,43.4806
332.0,43.4806
333.0,43.4806
334.0,43.4806
335.0,43.4806
336.0,42.8767
337.0,42.8767
338.0,42.8767
339.0,42.8767
340.0,42.8767
341.0,42.8767
342.0,42.8767
343.0,43.4806
344.0,42.8767
345.0,42.8767
346.0,42.8767
347.0,42.8767
348.0,42.2728
349.0,42.2728
350.0,42.8767
351.0,42.8767
352.0,42.2728
353.0,42.2728
354.0,42.2728
355.0,42.2728
356.0,42.2728
357.0,42.2728
358.0,42.2728
359.0,42.2728
360.0,42.2728
361.0,41.6689
362.0,41.6689
363.0,41.6689
364.0,41.6689
365.0,42.2728
366.0,41.6689
367.0,41.6689
368.0,41.6689
369.0,41.065
370.0,41.6689
371.0,41.065
372.0,41.065
373.0,41.6689
374.0,41.065
375.0,41.6689
376.0,41.065
377.0,41.065
378.0,41.065
379.0,41.065
380.0,41.065
381.0,41.065
382.0,41.065
383.0,41.065
384.0,41.065
385.0,40.4611
386.0,40.4611
387.0,40.4611
388.0,40.4611
389.0,41.065
390.0,40.4611
391.0,41.065
392.0,39.8572
393.0,40.4611
394.0,40.4611
395.0,39.8572
396.0,40.4611
397.0,40.4611
398.0,39.8572
399.0,40.4611
400.0,39.8572
401.0,39.8572
402.0,39.2533
403.0,39.8572
404.0,39.8572
