keratin,p(keratin)
33.84866183410935,0.0006247771825549686
40.96230901672459,0.001874331547664906
48.07595619933984,0.0015619429563874215
55.18960338195508,0.00218672013894239
62.303250564570334,0.003748663095329812
69.41689774718557,0.004061051686607296
76.53054492980081,0.006247771825549686
83.64419211241606,0.006560160416827171
90.75783929503132,0.005935383234272201
97.87148647764656,0.006560160416827171
104.9851336602618,0.007497326190659624
112.09878084287706,0.006560160416827171
119.2124280254923,0.00437344027788478
126.32607520810754,0.006560160416827171
133.43972239072278,0.005935383234272201
140.55336957333805,0.004685828869162265
147.66701675595328,0.005622994642994718
154.78066393856852,0.005310606051717234
161.89431112118376,0.004998217460439749
169.00795830379903,0.006560160416827171
176.12160548641427,0.003748663095329812
183.2352526690295,0.0068725490081046545
190.34889985164477,0.005622994642994718
197.46254703426,0.001874331547664906
204.57619421687525,0.0034362745040523272
211.6898413994905,0.005622994642994718
218.80348858210573,0.002811497321497359
225.917135764721,0.00218672013894239
233.03078294733623,0.0003123885912774843
240.14443012995147,0.002811497321497359
247.25807731256674,0.002811497321497359
254.37172449518198,0.0006247771825549686
261.4853716777972,0.0015619429563874215
268.59901886041246,0.0015619429563874215
275.7126660430277,0.0003123885912774843
282.826313225643,0.0003123885912774843
289.9399604082582,0.0003123885912774843
297.05360759087347,0.0
304.1672547734887,0.0
311.28090195610395,0.0
