relative radius,mean(keratin),std(keratin)
0.05,16.857535695964867,1.4706650491462965
0.15000000000000002,17.7082438294957,1.061294719787589
0.25,19.850281334386086,0.9530705602694848
0.35000000000000003,23.043248894352452,0.8655383721266112
0.45,27.51475462676054,0.9251938992340734
0.55,33.065489866231125,1.458607659779096
0.65,39.95319358689219,1.8311371608444085
0.75,48.94713656449731,2.012567234958307
0.8500000000000001,58.236720435717544,1.8708251942363068
0.9500000000000001,66.96107251284766,2.4661336695731526
