 ,X,Y
1,100.473,101.420
2,100.393,101.509
3,99.267,101.580
4,98.791,101.790
5,97.457,103.016
6,97.816,101.903
7,98.021,102.501
8,98.878,101.904
9,98.637,100.889
10,98.674,101.339
11,98.596,101.392
12,99.439,100.544
13,100.223,100.073
14,100.457,100.154
15,101.316,100.298
