 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,560.876,18.991,248.800,74.020,100.303,32.453,22.005,83.396,35.705,202,46,99.782,25.532
2,653.620,21.050,397.588,79.734,106.994,34.076,24.422,119.729,36.681,318,54,124.216,26.811
3,708.088,19.600,191.527,78.604,110.426,35.878,25.129,86.400,38.311,155,80,79.046,24.902
4,818.497,19.543,353.177,83.155,131.849,35.152,29.647,138.533,43.830,282,56,131.634,32.549
5,603.568,19.664,378.088,86.562,104.567,39.258,19.575,108.272,39.203,304,56,111.801,20.469
6,669.813,22.658,232.052,95.303,107.755,35.190,24.235,87.125,40.039,191,62,90.000,26.836
7,766.973,23.207,329.138,95.473,117.706,41.002,23.817,131.974,45.866,261,64,127.476,25.575
8,630.066,23.717,277.981,94.621,107.583,35.095,22.858,176.522,41.324,210,74,176.634,24.266
9,874.437,22.846,302.183,109.353,122.437,42.049,26.478,67.335,43.493,242,106,67.011,27.050
10,765.501,21.366,206.874,105.635,107.288,32.406,30.076,168.257,35.374,157,82,157.834,30.623
11,585.902,25.364,254.520,106.424,96.749,27.908,26.730,133.059,32.124,196,92,10.886,26.336
12,844.995,19.479,171.761,109.887,119.300,40.891,26.311,44.010,43.085,126,101,32.347,28.099
13,674.229,20.389,402.924,110.342,100.303,34.725,24.721,145.790,36.901,317,86,152.592,24.022
14,490.215,25.655,358.824,108.773,87.997,27.265,22.893,3.417,29.966,285,94,21.371,24.266
15,649.203,26.977,381.706,120.983,108.466,33.998,24.313,147.715,37.924,298,101,172.648,26.045
16,758.140,23.140,272.534,124.798,111.431,39.124,24.673,55.527,41.252,220,119,61.928,24.566
17,488.743,26.909,323.774,120.022,96.455,30.576,20.352,26.976,35.684,254,104,17.819,21.517
18,659.508,23.123,186.833,129.244,99.887,34.323,24.465,40.829,34.339,142,115,32.005,24.022
19,833.218,23.595,217.165,133.440,120.427,38.549,27.520,48.378,42.742,170,124,55.408,30.895
20,518.185,30.149,242.251,127.301,91.135,26.889,24.536,88.504,29.521,193,117,80.538,24.266
21,494.631,20.716,342.297,130.553,91.307,27.735,22.707,25.383,32.238,268,110,19.799,24.022
22,1067.284,20.443,149.323,140.189,130.844,41.407,32.819,24.046,44.745,110,131,40.601,34.076
23,950.987,20.159,412.801,138.941,122.021,38.807,31.202,19.724,40.332,323,112,173.089,32.444
24,759.612,21.230,451.898,137.750,121.137,43.910,22.026,150.074,45.866,355,104,142.524,22.743
25,1142.362,26.252,369.443,144.276,146.581,43.278,33.609,172.873,47.706,287,127,7.306,33.574
