 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,581.486,18.682,273.444,41.589,94.567,28.186,26.267,106.337,30.430,221,22,113.499,26.474
2,630.066,15.547,346.139,48.223,97.166,30.118,26.636,151.995,32.375,272,38,167.005,26.596
3,702.200,19.617,301.647,56.215,104.862,32.418,27.580,125.210,35.849,240,34,113.962,29.181
4,596.207,20.466,233.115,55.703,97.704,34.572,21.957,16.662,35.829,181,54,28.301,22.306
5,616.817,19.060,381.927,60.316,99.003,29.898,26.268,64.756,30.933,314,62,78.690,27.602
6,603.568,21.532,325.646,67.963,98.709,33.516,22.929,98.195,36.074,265,40,109.654,24.266
7,406.304,19.527,258.180,63.905,80.007,27.087,19.098,61.131,26.940,208,63,54.162,18.991
8,906.824,17.057,195.926,68.225,120.132,41.717,27.677,12.149,42.604,144,63,19.983,29.119
9,535.850,22.392,278.568,68.915,94.445,28.813,23.679,34.363,30.933,217,63,11.310,25.220
10,806.720,20.088,357.226,75.683,112.558,34.190,30.043,146.477,37.140,282,55,141.633,32.014
11,799.359,17.226,435.554,76.116,110.304,35.050,29.038,101.673,37.120,356,78,78.690,29.439
12,740.475,16.774,465.511,83.068,105.573,34.665,27.197,133.070,36.013,373,58,122.619,27.848
13,600.623,22.467,233.490,82.145,96.282,32.160,23.779,17.564,33.139,180,73,23.749,24.982
14,591.791,21.025,386.804,91.931,93.856,31.684,23.782,100.288,31.917,314,63,98.746,24.092
15,855.300,19.544,414.031,95.380,116.162,35.545,30.637,110.143,38.560,337,94,77.276,31.286
16,328.282,26.619,284.630,88.531,73.143,24.034,17.391,39.883,25.795,229,81,48.814,18.449
17,593.263,25.863,303.392,97.039,105.989,37.274,20.265,77.678,37.219,244,93,70.974,22.958
18,443.107,19.123,175.940,92.891,83.855,26.903,20.971,64.117,27.508,137,85,41.424,21.102
19,481.382,23.553,202.635,93.211,83.144,27.690,22.135,38.742,28.635,157,83,36.384,22.306
20,460.772,22.361,259.138,94.225,83.144,25.066,23.405,5.057,26.803,202,80,5.194,23.053
21,528.490,25.056,325.050,101.338,92.556,33.137,20.306,87.677,32.669,265,71,105.068,20.626
22,625.649,23.416,352.092,102.062,100.425,33.190,24.001,166.707,33.712,280,73,149.744,24.835
23,780.222,19.643,455.785,106.593,117.167,41.361,24.018,142.319,43.493,360,80,149.859,25.575
24,659.508,21.103,224.297,108.924,103.024,36.760,22.843,25.324,38.845,169,93,14.470,24.022
25,556.460,15.489,184.529,116.664,92.729,30.233,23.435,45.805,31.312,143,106,35.538,23.164
26,425.442,27.437,277.308,113.973,78.707,25.369,21.353,15.477,26.135,219,100,21.801,21.370
27,831.746,19.440,437.198,121.764,115.452,42.034,25.194,132.530,41.837,354,85,119.539,25.909
28,485.798,20.892,160.046,118.974,86.160,28.812,21.468,104.336,30.550,129,87,96.843,21.704
29,789.054,26.636,370.792,126.048,112.852,40.438,24.844,81.497,40.496,305,87,98.616,25.910
30,490.215,22.963,249.991,119.780,86.282,26.513,23.542,15.461,28.840,194,104,22.249,24.079
31,805.248,22.218,395.996,128.714,117.411,43.003,23.842,85.158,41.696,326,89,98.366,24.266
32,708.088,21.161,344.482,131.591,109.715,36.103,24.972,103.717,36.581,281,94,95.711,25.808
33,360.669,28.888,302.597,126.984,72.849,23.103,19.877,171.623,23.838,239,103,165.256,19.413
34,448.996,19.865,148.332,136.441,90.718,32.375,17.658,104.135,33.316,119,98,100.491,19.455
35,562.348,26.032,199.240,134.976,95.450,32.881,21.775,56.481,33.006,155,121,53.973,22.504
36,529.962,24.533,416.866,135.351,93.145,31.687,21.295,86.643,32.375,337,124,77.005,23.053
37,708.088,18.902,470.513,135.902,105.989,32.999,27.321,114.980,35.436,376,103,128.047,27.906
38,426.914,23.894,325.075,137.790,86.282,33.126,16.409,110.276,33.646,262,101,115.641,17.266
39,491.687,23.632,219.965,141.060,95.572,36.271,17.260,61.917,36.196,171,128,50.440,17.363
40,619.761,26.029,276.336,140.094,96.993,31.827,24.794,6.715,32.375,215,121,12.995,24.266
41,413.665,15.598,172.288,146.299,78.291,26.579,19.816,75.387,28.011,137,132,72.350,20.626
42,625.649,25.738,242.192,147.651,105.867,36.866,21.608,44.854,40.058,186,132,35.134,23.112
43,581.486,17.678,131.601,154.860,110.131,41.020,18.049,79.844,42.205,99,144,71.565,19.114
44,359.196,21.663,434.901,147.785,72.433,22.287,20.521,46.540,23.558,350,127,34.509,20.591
45,549.099,20.850,306.168,153.923,93.440,28.003,24.966,174.103,30.430,240,128,4.574,26.010
46,821.441,22.730,454.703,163.575,113.563,38.255,27.340,81.387,38.769,367,149,69.864,27.906
47,765.501,27.954,357.714,161.470,109.299,32.125,30.340,46.498,34.997,291,148,56.310,30.386
48,541.739,28.175,152.016,166.299,94.739,32.668,21.114,62.154,36.074,121,151,70.346,21.448
49,758.140,26.803,389.723,166.271,106.283,32.918,29.325,58.545,34.997,309,144,33.690,29.543
50,544.683,21.653,183.465,167.607,98.465,36.578,18.960,54.601,37.456,148,154,65.095,19.806
51,952.459,23.211,421.634,171.407,120.427,36.881,32.882,143.065,39.799,336,129,142.431,33.567
52,238.483,31.574,255.004,163.295,62.432,20.823,14.583,39.136,21.602,205,142,51.843,15.348
53,722.809,29.208,276.962,171.572,104.446,33.798,27.230,62.203,33.712,217,149,30.256,26.588
54,753.724,19.882,481.399,172.906,107.999,34.765,27.605,90.305,35.519,394,157,82.147,27.906
55,703.672,28.034,336.459,182.133,125.280,44.135,20.300,90.262,49.075,269,170,81.469,22.717
56,597.679,23.685,202.676,175.998,110.009,40.687,18.703,48.084,44.745,152,158,40.601,19.680
57,872.965,19.377,510.595,181.879,118.711,36.428,30.512,146.866,40.332,410,136,133.781,32.137
58,319.449,26.295,229.324,173.981,75.276,26.165,15.545,26.655,28.635,178,151,36.384,16.666
59,479.910,19.976,317.027,181.784,90.130,33.597,18.187,88.971,34.318,261,164,81.870,18.200
60,684.534,20.755,130.718,189.134,113.858,36.396,23.947,69.715,43.493,100,174,67.011,26.414
61,235.539,26.186,296.093,182.034,62.137,20.872,14.368,60.270,22.893,237,157,57.995,15.736
62,475.494,35.879,252.024,188.016,86.992,28.971,20.897,88.143,30.333,201,167,73.740,20.626
63,527.018,23.727,163.387,189.801,88.586,27.136,24.728,70.922,28.325,135,168,80.134,24.880
64,733.114,34.261,367.177,194.695,107.583,34.451,27.094,67.071,37.632,296,176,69.228,28.216
65,655.092,23.140,109.074,202.201,105.278,37.371,22.319,79.277,40.677,85,181,72.646,23.053
66,802.303,24.921,463.992,199.801,114.396,39.462,25.886,114.281,43.746,371,151,123.690,26.339
67,475.494,20.204,228.265,197.628,88.414,28.904,20.946,41.410,31.848,177,172,40.365,21.870
68,958.348,29.924,399.791,202.206,120.894,38.508,31.687,48.467,40.168,315,174,25.017,30.886
69,650.675,28.863,437.422,201.006,101.846,31.119,26.622,154.590,33.712,349,159,149.744,27.906
70,814.080,26.175,491.832,207.009,109.421,36.076,28.731,106.582,38.079,396,158,120.651,29.119
71,677.174,28.413,199.771,207.106,106.700,37.209,23.172,71.646,39.744,158,185,58.736,24.033
72,315.033,39.597,272.739,200.899,69.417,21.316,18.818,124.450,23.338,220,158,117.897,19.413
73,482.854,20.812,134.315,211.900,100.303,39.341,15.627,46.153,41.502,100,187,52.125,16.675
74,680.118,28.238,300.063,207.407,101.724,32.585,26.575,164.441,34.744,233,169,167.905,27.736
75,1002.511,21.466,521.032,216.036,129.422,42.834,29.800,88.070,45.154,430,161,96.170,30.319
76,529.962,24.220,177.234,217.725,98.709,39.073,17.269,82.929,40.696,143,195,79.695,17.820
77,556.460,31.064,340.413,213.221,101.430,36.823,19.241,42.009,39.799,269,188,52.431,20.048
78,672.757,30.448,253.713,219.384,107.705,32.666,26.223,28.833,36.074,196,192,42.274,26.888
79,401.888,19.894,156.186,217.851,79.713,24.751,20.674,80.899,26.192,127,169,103.392,20.702
80,1076.117,25.129,415.611,232.566,142.317,45.240,30.287,70.466,51.319,341,215,83.211,34.100
81,713.976,36.498,221.031,228.716,114.568,39.035,23.288,47.911,44.165,172,203,52.815,26.588
82,934.794,34.354,372.502,231.351,121.848,41.565,28.635,65.307,44.761,295,207,57.171,30.892
83,529.962,34.363,311.156,230.852,98.293,37.608,17.942,59.191,40.186,248,205,61.113,20.591
84,459.300,19.211,446.847,226.457,84.566,27.272,21.443,94.906,28.763,361,178,117.646,21.840
85,468.133,31.536,285.322,229.372,83.855,26.490,22.500,127.442,27.721,231,178,113.199,23.556
86,684.534,29.418,468.122,236.155,101.846,36.523,23.864,80.932,36.196,380,209,76.430,24.092
87,575.598,18.228,93.870,240.963,101.136,36.401,20.133,76.355,37.691,80,214,86.309,20.464
88,702.200,25.678,112.407,245.331,115.401,42.182,21.195,89.242,42.118,87,217,78.366,22.907
89,861.188,16.607,544.513,241.908,115.695,38.800,28.260,104.782,41.270,443,183,114.305,27.906
90,1056.980,30.993,144.132,241.714,136.875,46.544,28.914,172.822,50.026,101,192,165.964,32.759
91,761.084,29.205,341.173,242.055,111.431,36.182,26.783,53.823,39.744,274,213,58.736,28.216
92,674.229,22.224,492.161,244.116,107.705,36.782,23.339,76.840,37.120,402,187,101.310,22.999
93,741.947,40.413,192.668,247.640,120.427,41.107,22.981,92.505,46.677,159,226,81.027,25.324
94,828.802,29.704,254.302,249.361,113.269,38.417,27.468,57.303,41.502,200,220,52.125,29.499
95,532.906,28.779,435.125,251.906,88.586,30.465,22.272,63.098,30.933,354,220,78.690,22.546
96,777.277,21.501,513.075,254.367,115.573,40.368,24.516,71.601,41.890,420,229,79.992,26.045
97,619.761,33.156,225.466,256.136,109.004,30.185,26.142,115.044,34.744,186,224,77.905,29.425
98,655.092,39.464,392.129,254.990,97.582,29.762,28.026,111.167,31.194,320,197,103.496,28.166
99,666.869,32.880,311.404,262.558,103.735,38.533,22.035,56.804,39.614,248,230,62.650,22.265
100,688.950,35.269,279.141,260.091,111.431,40.847,21.475,37.946,43.746,214,225,33.690,24.022
101,688.950,31.202,178.183,269.914,117.289,39.164,22.398,106.413,39.128,141,207,119.745,24.634
102,915.656,27.315,450.032,273.860,124.153,44.476,26.213,56.035,44.165,356,236,37.185,28.776
103,886.214,21.837,527.237,278.833,126.285,47.059,23.977,82.639,48.774,434,249,84.289,25.265
104,675.701,22.044,89.432,272.549,108.710,36.618,23.495,117.870,39.744,67,211,121.264,25.407
105,1042.258,24.027,151.746,276.800,127.412,41.584,31.912,101.867,41.907,123,211,112.109,31.244
106,895.047,31.657,358.373,272.008,121.726,43.018,26.492,39.144,45.138,284,241,53.746,27.803
107,703.672,25.169,207.064,278.439,115.746,37.522,23.878,64.351,40.058,169,246,88.264,24.229
108,584.430,26.381,475.805,275.102,100.131,36.414,20.435,64.745,37.377,382,240,54.246,20.719
109,593.263,18.107,128.389,283.356,113.269,42.759,17.666,93.688,42.742,105,214,96.520,21.343
110,970.125,20.062,551.480,282.199,129.006,47.349,26.087,74.801,47.381,449,252,76.675,28.251
111,786.110,25.827,325.723,282.076,114.568,36.813,27.189,46.297,40.551,258,243,51.072,29.197
112,434.274,24.782,111.116,278.055,80.423,28.411,19.462,78.078,28.558,88,241,77.735,19.413
113,709.560,26.581,415.367,282.409,107.410,35.126,25.720,74.583,36.196,333,246,50.440,25.896
114,768.445,19.111,499.841,287.168,112.314,38.632,25.326,117.461,41.907,407,220,112.109,25.738
115,537.322,16.833,72.857,287.549,94.445,33.170,20.625,94.879,34.318,59,222,98.130,21.840
116,824.385,23.784,388.083,289.562,117.411,42.162,24.895,80.030,41.837,311,253,60.461,26.174
117,766.973,27.036,246.678,292.178,119.422,42.565,22.942,62.290,44.165,190,256,52.815,24.216
118,716.921,46.836,274.799,288.784,120.010,45.062,20.257,40.362,47.567,211,251,37.747,22.738
119,563.821,31.785,223.146,293.407,98.587,36.217,19.821,55.053,37.140,174,252,51.633,20.857
120,590.319,46.282,291.059,301.785,98.465,37.825,19.871,36.904,37.456,225,254,24.905,19.898
121,335.643,37.143,362.625,296.861,74.859,21.700,19.694,169.157,24.175,288,244,162.474,21.162
122,633.010,30.722,183.545,301.510,107.288,30.403,26.509,131.031,34.701,140,237,143.531,28.009
123,590.319,19.080,94.237,306.751,96.282,31.661,23.740,119.420,33.006,70,242,126.027,24.417
124,580.014,20.848,482.333,308.387,93.440,31.511,23.436,106.594,32.669,393,242,105.068,24.417
125,878.854,23.764,124.433,313.628,123.270,43.227,25.886,144.766,46.614,88,244,141.340,28.015
126,1112.920,25.794,436.760,314.170,140.845,45.582,31.087,72.759,49.508,350,277,53.973,34.148
127,899.463,25.292,464.116,323.490,134.986,41.425,27.646,91.635,46.201,380,244,103.671,32.507
128,700.727,21.554,157.748,312.022,105.989,33.626,26.533,152.898,36.419,116,250,150.018,28.142
129,630.066,45.060,348.761,310.785,102.852,37.096,21.626,154.719,36.399,275,248,143.130,22.247
130,192.847,25.362,520.088,306.527,55.152,19.035,12.900,113.415,19.602,425,245,111.801,13.293
131,609.456,33.020,317.796,312.711,99.003,31.766,24.428,168.253,34.318,247,259,171.870,25.461
132,655.092,29.511,408.191,319.603,100.131,33.092,25.205,89.749,34.167,333,250,106.504,25.479
133,655.092,23.233,501.417,322.458,106.283,34.697,24.040,60.753,36.399,401,277,53.130,24.853
134,1170.333,14.785,543.126,328.316,140.306,44.640,33.381,113.404,45.608,438,253,118.610,37.524
135,235.539,22.638,76.499,317.007,59.000,19.639,15.270,88.249,20.010,61,253,104.036,15.773
136,706.616,32.683,257.694,320.986,111.847,41.498,21.680,171.970,43.847,193,259,165.579,23.053
137,605.040,24.646,377.765,323.128,98.415,29.859,25.800,11.603,32.307,299,274,34.287,25.479
138,877.381,39.060,296.583,332.695,126.996,48.334,23.113,171.944,49.805,224,275,177.207,24.033
139,733.114,35.314,342.496,333.292,109.421,38.795,24.061,4.311,39.744,266,277,12.339,24.629
140,1020.177,19.907,495.825,139.262,146.287,45.665,28.445,93.659,51.031,394,98,118.393,34.104
141,783.166,18.037,489.476,105.843,120.427,35.444,28.133,154.821,41.837,388,84,150.461,30.851
142,481.382,19.361,515.877,155.691,97.704,31.797,19.276,109.307,38.769,423,112,110.136,20.626
143,803.776,17.417,205.667,40.157,117.239,36.200,28.271,33.824,44.909,153,44,38.418,29.119
144,462.245,13.977,232.263,33.022,87.114,27.126,21.697,63.668,30.886,183,38,45.000,21.840
145,457.828,15.150,254.293,33.725,100.841,30.612,19.042,56.569,34.701,199,36,36.469,22.129
146,566.765,14.667,299.812,31.878,104.273,32.177,22.427,152.890,36.901,234,22,152.592,24.831
147,778.750,13.244,325.131,28.265,115.452,34.703,28.572,106.346,38.099,264,39,80.838,30.168
148,612.400,16.020,369.146,38.829,109.593,31.156,25.027,146.641,36.196,291,28,166.430,28.869
149,653.620,15.436,404.321,65.393,112.142,33.384,24.928,93.182,36.419,327,38,91.909,26.573
150,771.389,16.323,421.115,47.222,130.306,35.116,27.969,135.461,40.677,329,37,162.646,31.115
151,892.103,16.176,455.697,52.713,125.991,38.537,29.475,139.304,44.165,361,34,142.815,30.929
152,706.616,13.427,399.532,28.766,117.878,33.026,27.242,43.352,37.377,316,28,13.134,30.445
153,266.453,22.448,521.384,328.468,65.275,23.491,14.442,89.918,24.175,426,261,107.526,14.560
154,529.962,20.751,83.779,217.819,90.008,27.796,24.276,44.259,30.430,67,193,66.501,24.880
155,431.330,18.115,86.172,195.531,90.840,26.148,21.003,31.503,29.966,61,170,31.759,24.424
156,643.315,12.990,102.824,173.893,105.329,30.600,26.767,41.354,35.705,82,159,80.218,25.738
157,432.802,19.100,116.197,150.780,91.135,33.373,16.512,90.010,36.721,95,111,97.595,16.986
158,518.185,17.966,128.852,121.486,95.572,28.697,22.991,87.085,31.917,102,114,81.254,24.130
159,506.408,18.693,155.519,92.137,95.694,32.851,19.627,69.285,36.013,122,91,57.381,20.010
160,516.713,13.683,167.376,65.569,108.588,33.847,19.437,52.014,40.058,123,65,35.134,21.312
