 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,457.828,9.988,333.100,22.204,83.144,28.547,20.420,73.984,28.840,273,30,75.379,21.102
2,431.330,15.982,295.175,19.378,90.597,28.223,19.459,35.003,31.755,231,16,6.582,20.068
3,513.769,15.802,271.366,31.916,88.292,29.774,21.970,70.649,30.333,220,39,73.740,22.546
4,350.364,12.292,249.421,32.963,74.687,21.589,20.663,18.544,25.013,200,36,50.906,20.626
5,378.334,17.601,231.215,40.093,79.002,24.757,19.458,84.416,26.940,183,40,54.162,20.168
6,525.546,19.484,288.565,45.574,93.318,28.796,23.238,49.984,31.639,233,51,85.601,24.474
7,663.925,18.689,323.282,49.621,102.852,30.521,27.696,179.070,33.006,253,38,162.897,28.786
8,494.631,15.428,348.126,44.864,102.557,26.446,23.814,40.867,36.074,278,49,42.274,25.736
9,616.817,16.867,396.991,54.557,111.259,29.386,26.726,72.613,36.901,315,53,43.668,27.690
10,369.501,20.488,206.700,51.116,78.291,23.747,19.812,15.612,25.966,165,52,37.405,21.448
11,500.520,19.501,251.540,53.168,93.318,29.772,21.405,16.781,33.316,193,45,10.491,24.281
12,416.609,17.190,370.949,53.486,84.566,26.945,19.686,150.658,29.371,299,35,128.290,19.184
13,425.442,21.041,223.037,62.628,85.033,24.974,21.690,64.007,28.325,182,40,99.866,21.904
14,422.497,19.785,297.766,62.304,87.997,29.951,17.961,24.490,31.848,234,60,49.635,20.339
15,404.832,19.676,270.473,62.887,86.282,23.721,21.730,1.638,28.142,210,57,172.569,22.576
16,762.556,19.088,362.751,72.920,117.706,38.361,25.310,138.838,41.502,283,49,142.125,26.896
17,385.695,17.655,240.429,72.349,81.012,22.394,21.929,41.518,26.192,187,64,13.392,21.162
18,310.617,22.718,340.385,72.094,71.133,24.141,16.382,107.782,24.417,277,50,116.565,16.356
19,543.211,24.243,320.509,76.052,92.556,28.679,24.117,91.492,31.005,259,75,59.421,23.542
20,476.966,17.394,209.869,78.330,90.180,30.870,19.673,138.039,31.476,166,54,117.553,19.263
21,509.352,20.610,393.469,77.238,92.556,30.634,21.170,166.412,30.405,314,55,151.390,21.578
22,487.271,21.062,265.177,81.356,93.734,28.399,21.846,2.562,32.375,206,67,12.995,24.454
23,622.705,25.547,296.981,84.305,99.836,29.894,26.522,139.171,32.647,234,61,131.987,26.693
24,752.251,18.373,175.131,83.905,116.162,40.088,23.892,20.095,40.332,127,71,6.911,27.130
25,532.906,21.174,229.630,94.514,92.434,28.819,23.544,55.277,30.623,179,85,33.690,23.892
26,462.245,23.050,200.586,95.685,88.170,27.664,21.275,145.187,29.546,161,67,109.179,22.210
27,267.925,23.717,249.995,93.511,69.590,19.995,17.061,93.466,23.180,203,86,83.991,18.685
28,474.021,26.793,277.395,98.937,88.170,27.042,22.319,62.718,31.848,223,93,72.255,21.955
29,323.866,25.604,335.794,94.246,71.011,22.840,18.054,105.622,24.387,275,68,95.711,18.991
30,459.300,24.017,353.932,97.695,89.886,28.484,20.531,66.758,30.430,288,94,85.426,22.771
31,544.683,20.083,384.369,97.583,93.440,27.401,25.310,154.700,30.550,304,79,6.843,26.474
32,587.374,20.687,442.500,101.053,99.003,31.465,23.768,137.572,32.782,354,75,128.991,24.902
33,537.322,16.882,153.247,105.111,100.009,31.947,21.415,99.397,36.901,125,69,99.462,24.266
34,796.415,26.696,316.540,109.562,114.863,36.411,27.850,56.615,40.186,251,105,61.113,29.131
35,585.902,16.756,409.302,105.491,97.582,28.775,25.925,109.313,31.546,331,76,112.620,26.743
36,395.999,18.372,175.657,105.763,78.413,24.611,20.487,33.572,26.720,138,96,50.528,20.626
37,415.137,22.911,365.692,112.162,83.195,26.394,20.026,49.802,29.521,300,104,80.538,18.875
38,509.352,24.980,256.979,113.595,90.840,26.716,24.275,57.530,31.005,203,104,59.421,24.266
39,700.727,20.708,287.936,116.944,115.990,40.585,21.983,43.383,44.745,227,110,49.399,25.237
40,416.609,21.500,213.326,117.534,83.855,28.571,18.566,71.458,30.016,172,108,75.964,19.036
41,284.118,16.950,194.679,113.513,65.864,20.396,17.736,131.617,21.873,156,85,109.440,18.017
42,512.297,26.082,234.064,119.277,90.840,29.436,22.159,64.053,32.307,186,109,55.713,23.053
43,344.475,23.698,339.239,118.982,74.027,22.551,19.449,50.332,24.175,270,101,17.526,19.181
44,419.553,18.817,464.831,120.452,82.434,25.663,20.815,112.473,27.266,377,90,110.854,21.162
45,438.691,18.656,134.974,120.850,84.444,25.284,22.091,17.247,26.803,101,97,174.806,23.053
46,474.021,23.660,395.154,124.051,90.008,28.405,21.247,107.253,30.623,315,93,123.690,23.836
47,350.364,28.522,377.431,127.418,79.296,23.005,19.391,104.226,26.720,313,93,92.603,20.893
48,375.390,17.626,351.714,131.815,80.179,25.113,19.033,37.453,27.266,279,113,20.854,18.559
49,290.007,23.815,448.964,128.940,69.001,20.607,17.919,98.437,23.021,366,115,71.565,18.263
50,410.720,17.900,153.592,133.075,80.301,23.193,22.548,40.489,25.738,115,111,8.130,22.635
51,476.966,24.620,319.602,134.130,89.003,28.741,21.130,9.914,30.333,251,106,163.740,21.486
52,385.695,23.792,414.586,134.853,76.870,24.114,20.365,139.881,25.595,338,101,121.430,20.591
53,506.408,23.386,257.616,137.534,92.140,29.298,22.007,42.566,33.006,205,125,53.973,22.378
54,655.092,26.858,290.683,141.601,102.141,34.758,23.997,8.713,35.931,225,114,168.311,23.542
55,481.382,26.666,213.919,144.682,85.276,27.080,22.633,97.041,28.403,171,109,109.983,23.053
56,529.962,24.458,234.789,147.248,96.404,29.171,23.131,85.706,32.307,185,110,124.287,24.749
57,422.497,26.418,368.116,145.451,83.022,24.425,22.024,162.398,28.011,291,120,4.970,22.306
58,404.832,23.693,457.106,146.146,80.718,24.512,21.028,39.346,26.638,371,130,59.931,21.404
59,496.103,23.305,330.893,150.913,92.729,30.909,20.436,37.076,32.307,265,136,55.713,21.219
60,618.289,23.870,392.834,152.978,94.272,28.388,27.731,48.218,30.623,313,133,33.690,26.693
61,400.416,26.897,268.239,155.446,85.449,25.143,20.277,157.257,27.932,208,129,2.490,22.122
62,391.583,23.295,437.151,153.670,79.418,23.948,20.819,87.859,26.610,355,137,65.772,21.201
63,506.408,25.789,498.253,154.439,87.997,27.084,23.807,6.669,28.763,400,122,152.354,23.579
64,370.973,18.993,417.590,155.058,80.545,25.263,18.697,135.059,30.040,335,119,133.363,20.626
65,605.040,28.053,306.715,161.168,116.162,31.335,24.585,141.755,39.203,233,129,158.199,28.999
66,401.888,27.522,351.546,158.812,81.601,23.857,21.449,16.939,26.803,279,133,5.194,22.241
67,472.549,27.245,147.402,172.190,89.713,30.272,19.875,76.677,30.016,116,153,75.964,21.335
68,462.245,29.575,256.638,170.474,85.449,28.286,20.807,149.082,28.403,201,135,160.017,20.844
69,300.312,18.936,130.853,165.890,69.417,19.883,19.231,140.687,22.893,106,146,57.995,19.413
70,633.010,29.272,373.854,174.279,106.161,35.290,22.839,120.813,36.419,295,139,150.018,24.134
71,359.196,21.373,168.322,170.853,72.016,22.075,20.718,61.350,23.338,136,150,81.027,20.591
72,510.824,31.345,289.850,173.781,88.170,28.778,22.600,154.157,30.430,227,143,175.426,22.681
73,429.858,22.409,444.470,172.448,82.139,25.863,21.162,18.572,26.858,355,144,18.435,21.404
74,421.025,28.723,413.038,173.537,81.428,27.967,19.167,166.105,28.840,330,138,157.751,20.204
75,401.888,32.162,333.249,174.776,78.585,25.168,20.332,19.486,27.130,263,145,10.305,21.840
76,178.126,18.111,390.710,174.130,58.706,19.184,11.822,101.836,22.306,316,136,112.380,12.965
77,263.509,16.262,504.360,174.896,64.148,21.906,15.316,147.836,22.306,407,139,157.620,15.690
78,306.200,16.920,117.994,177.446,70.006,22.910,17.017,94.321,25.013,96,135,104.036,18.166
79,395.999,15.742,530.764,182.048,80.423,28.759,17.532,116.378,30.623,431,140,123.690,18.449
80,446.051,30.212,353.127,185.170,82.139,25.944,21.890,9.969,27.130,279,154,169.695,21.840
81,465.189,26.141,490.534,191.096,81.428,27.561,21.490,157.659,27.932,394,151,145.620,21.840
82,575.598,21.540,187.316,150.424,98.120,34.181,21.441,177.209,35.374,142,118,157.834,21.840
