 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,671.285,18.806,256.495,46.492,106.872,31.360,27.255,48.277,34.318,199,47,45.000,28.312
2,1046.675,20.370,336.266,59.647,128.001,45.148,29.518,83.444,46.201,271,68,76.329,30.333
3,805.248,18.593,308.561,58.091,113.563,34.736,29.516,117.291,37.041,239,42,148.392,31.385
4,870.021,19.846,280.193,65.247,120.305,38.513,28.763,147.031,41.502,212,53,164.745,30.284
5,830.274,20.421,381.788,71.787,118.294,38.036,27.793,135.329,41.056,299,50,145.840,29.613
6,1062.868,20.082,233.854,73.096,133.443,44.560,30.370,3.837,49.493,172,62,11.310,31.001
7,759.612,19.403,357.949,81.075,110.720,34.967,27.660,106.388,36.013,291,52,122.619,28.358
8,603.568,17.899,176.211,86.367,96.282,28.624,26.848,29.194,30.933,134,79,25.560,27.407
9,716.921,21.117,264.734,88.069,103.735,30.942,29.501,68.703,33.316,216,59,100.491,28.739
10,1101.143,25.477,314.098,95.071,135.992,44.133,31.768,99.957,46.866,247,61,111.251,34.397
11,584.430,22.504,206.799,89.343,93.856,30.918,24.067,159.779,32.032,158,69,155.376,25.479
12,746.363,27.147,286.095,100.332,113.858,38.579,24.633,48.820,41.056,224,96,55.840,26.845
13,834.690,21.152,397.005,102.514,120.599,37.689,28.198,95.583,41.537,325,70,96.710,30.199
14,839.106,23.887,340.244,109.666,118.294,43.060,24.812,83.542,44.282,276,72,99.462,25.403
15,958.348,21.136,237.073,107.607,121.015,38.634,31.583,1.836,40.696,178,85,169.695,33.111
16,1012.816,24.914,373.015,115.326,128.295,41.541,31.043,123.441,43.307,308,77,101.310,33.571
17,833.218,18.015,171.203,112.475,117.117,35.825,29.613,18.309,41.056,128,101,34.160,31.279
18,780.222,20.795,202.858,116.384,111.431,34.802,28.544,137.656,38.099,157,82,127.235,29.276
19,793.471,18.825,418.347,120.179,115.157,35.031,28.840,87.791,39.203,342,82,111.801,30.386
20,766.973,16.798,495.713,117.708,119.716,41.428,23.572,105.967,44.497,398,84,115.866,25.864
21,1090.838,20.137,449.203,130.557,133.271,41.833,33.201,106.081,45.479,358,95,133.919,34.107
22,977.485,20.076,477.981,133.407,130.011,46.400,26.823,109.947,46.503,392,90,97.496,28.757
23,716.921,23.967,257.639,132.745,105.156,35.638,25.613,68.192,38.079,204,122,67.521,26.596
24,574.125,22.727,286.985,124.905,97.410,33.074,22.102,15.645,33.799,224,107,21.038,23.053
25,830.274,24.263,310.473,137.928,114.741,40.531,26.082,46.323,39.799,247,127,52.431,25.996
26,766.973,20.179,152.368,138.153,114.274,36.376,26.846,156.991,38.845,112,105,141.340,27.673
27,881.798,23.590,184.402,141.342,118.294,36.595,30.680,18.472,40.332,138,126,21.161,31.609
28,1017.232,23.877,225.645,144.442,123.148,37.309,34.715,114.516,40.168,170,113,154.983,35.599
29,945.099,22.191,400.452,148.192,121.432,40.265,29.885,101.838,43.830,329,105,94.764,29.119
30,933.322,23.878,364.101,145.603,121.432,40.257,29.519,149.882,42.065,285,110,146.768,30.929
31,747.835,24.037,331.171,153.842,108.882,37.032,25.712,62.853,38.079,264,140,67.521,26.634
32,1124.697,23.982,431.447,158.684,135.575,45.152,31.715,116.830,47.567,343,114,127.747,33.558
33,610.928,32.768,279.089,154.299,94.150,28.950,26.869,89.368,30.333,225,116,106.260,27.454
34,684.534,19.263,140.354,161.040,105.867,33.301,26.172,96.641,36.419,108,119,119.982,26.646
35,1011.344,22.489,495.612,169.470,134.692,49.039,26.258,89.521,50.684,406,159,78.959,26.693
36,928.905,23.745,465.777,166.486,120.254,37.329,31.683,137.951,42.048,371,126,136.169,31.836
37,805.248,25.874,196.528,168.012,110.720,38.032,26.959,49.176,38.693,150,149,41.186,27.665
38,1067.284,18.606,519.345,165.300,147.536,52.232,26.017,105.202,54.814,417,115,117.699,28.268
39,597.679,30.883,251.630,166.914,95.744,31.262,24.342,7.100,34.167,193,137,173.884,25.802
40,719.865,22.495,166.309,169.651,102.435,31.675,28.937,67.792,33.139,124,145,23.749,28.614
41,615.345,31.222,301.147,173.637,94.739,29.301,26.739,88.749,31.194,244,131,103.496,26.788
42,1129.113,28.709,383.969,180.426,135.870,41.033,35.036,62.762,43.847,308,166,75.579,37.080
43,843.523,29.028,350.931,178.666,113.980,36.247,29.631,55.194,39.614,279,161,49.970,30.333
44,867.077,19.821,121.810,189.240,122.731,42.177,26.175,74.220,43.561,95,173,77.125,27.159
45,690.423,27.169,215.722,183.671,111.309,43.222,20.339,42.678,42.257,164,164,39.174,21.231
46,578.542,27.570,417.024,182.547,94.861,31.249,23.573,138.375,33.006,337,139,126.027,24.417
47,918.601,31.852,275.730,191.714,120.132,36.410,32.123,161.534,38.079,215,150,149.349,32.759
48,602.096,27.842,321.653,190.132,96.161,31.452,24.374,53.706,31.639,252,162,32.471,23.875
49,973.069,22.108,449.711,194.283,127.585,37.410,33.118,135.180,41.217,357,151,132.614,34.318
50,930.378,19.842,147.323,196.644,120.305,39.010,30.367,57.482,40.677,114,178,72.646,31.078
51,911.240,25.897,237.157,198.991,122.437,39.875,29.097,27.663,42.379,177,169,23.629,31.207
52,940.682,28.491,477.439,204.891,126.579,44.729,26.777,80.259,46.170,393,151,93.013,26.678
53,878.854,26.083,179.436,201.435,116.579,36.731,30.464,41.116,38.560,134,174,24.146,31.277
54,999.567,21.114,523.662,210.825,145.404,54.339,23.421,107.125,55.931,420,155,114.341,24.873
55,1093.782,16.101,546.530,210.920,150.135,57.452,24.240,105.639,60.665,443,148,106.260,25.323
56,1221.857,22.447,498.734,221.962,154.866,56.554,27.509,80.246,60.447,408,207,79.592,31.764
57,378.334,29.953,401.919,203.451,75.864,24.572,19.604,175.845,25.938,320,168,10.784,19.413
58,856.772,36.354,305.009,216.382,116.873,34.706,31.432,127.754,36.581,248,192,84.289,32.370
59,1099.671,31.187,351.912,211.552,133.027,43.131,32.462,6.355,47.459,270,173,4.399,35.175
60,844.995,31.219,426.307,213.722,116.873,33.806,31.825,166.342,38.079,343,163,120.651,32.314
61,830.274,19.898,96.445,218.821,112.730,38.254,27.635,50.376,39.072,65,187,25.769,27.130
62,995.151,31.120,193.840,225.372,131.433,46.131,27.467,44.893,48.320,145,198,38.884,29.631
63,1003.983,31.260,271.811,225.225,126.996,41.156,31.060,71.880,45.089,217,205,66.194,31.247
64,1148.251,30.659,384.196,227.844,134.032,41.832,34.949,29.958,46.201,298,192,13.671,34.943
65,973.069,24.015,122.250,228.648,125.869,40.969,30.241,56.130,43.493,92,205,67.011,31.347
66,855.300,26.456,158.071,227.796,118.122,40.082,27.169,148.736,42.466,115,179,143.130,27.812
67,475.494,25.393,246.431,226.425,85.693,26.744,22.638,78.772,28.325,195,195,46.736,21.840
68,658.036,23.659,451.930,228.168,100.009,32.749,25.583,53.411,34.339,365,201,57.995,25.238
69,634.482,34.912,221.980,229.562,100.719,30.709,26.307,111.510,33.383,179,177,109.093,27.906
70,906.824,29.125,332.175,240.838,123.858,43.238,26.703,86.174,44.165,265,216,74.055,29.119
71,1397.038,25.364,420.938,248.579,148.419,44.656,39.833,104.511,49.923,339,186,115.942,41.438
72,513.769,22.572,75.780,242.636,89.591,29.248,22.366,81.070,31.194,58,212,76.504,23.405
73,459.300,27.132,472.957,240.247,88.170,24.849,23.534,111.485,28.325,378,198,170.134,23.554
74,733.114,20.612,516.955,246.981,108.882,33.752,27.655,33.788,38.368,409,208,18.435,28.513
75,797.887,27.918,145.725,254.757,119.422,41.369,24.557,79.927,41.890,115,193,100.008,26.886
76,766.973,16.768,542.264,255.401,118.122,43.274,22.566,86.192,43.307,445,193,101.310,24.135
77,762.556,31.523,304.594,251.174,112.436,36.068,26.919,126.642,38.099,240,195,127.235,27.938
78,1254.243,31.491,356.557,259.709,140.306,47.764,33.434,70.468,48.563,288,233,77.005,32.556
