 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,20.456,14,1,200,1,1,0,255
2,3.644,2,1,41,2,1,0,255
3,20.341,15,1,209,1,2,0,255
4,3.676,2,1,42,2,2,0,255
5,21.303,15,1,216,1,3,0,255
6,4.535,2,1,49,2,3,0,255
7,22.608,16,1,238,1,4,0,255
8,6.019,2,1,122,2,4,0,255
9,23.192,16,2,255,1,5,0,255
10,6.51,2,1,164,2,5,0,255
11,23.382,16,2,255,1,6,0,255
12,6.805,2,1,169,2,6,0,255
13,23.598,18,1,255,1,7,0,255
14,7.002,2,1,172,2,7,0,255
15,23.811,16,1,233,1,8,0,255
16,7.23,2,1,185,2,8,0,255
17,23.939,15,1,255,1,9,0,255
18,7.337,2,1,168,2,9,0,255
19,24.012,15,2,255,1,10,0,255
20,7.453,3,1,170,2,10,0,255
21,24.1,16,1,255,1,11,0,255
22,7.557,3,1,173,2,11,0,255
23,24.461,18,1,235,1,12,0,255
24,7.712,3,1,182,2,12,0,255
25,24.919,16,1,245,1,13,0,255
26,7.819,3,1,199,2,13,0,255
27,24.76,16,1,223,1,14,0,255
28,7.912,3,1,187,2,14,0,255
29,25.164,19,1,247,1,15,0,255
30,8.06,3,1,189,2,15,0,255
31,25.014,19,1,255,1,16,0,255
32,8.15,3,1,186,2,16,0,255
33,24.998,15,1,242,1,17,0,255
34,8.147,3,1,186,2,17,0,255
35,25.082,18,2,255,1,18,0,255
36,8.232,3,1,182,2,18,0,255
37,25.178,16,2,255,1,19,0,255
38,8.317,3,1,202,2,19,0,255
39,25.525,17,1,255,1,20,0,255
40,8.252,2,1,200,2,20,0,255
41,25.568,16,2,255,1,21,0,255
42,8.374,2,1,192,2,21,0,255
43,25.336,15,1,255,1,22,0,255
44,8.42,2,1,203,2,22,0,255
45,25.579,16,2,255,1,23,0,255
46,8.47,2,1,180,2,23,0,255
47,25.66,17,1,255,1,24,0,255
48,8.55,3,1,191,2,24,0,255
49,25.689,17,1,255,1,25,0,255
50,8.645,3,1,200,2,25,0,255
51,25.918,17,2,255,1,26,0,255
52,8.689,2,1,204,2,26,0,255
53,26.004,16,2,255,1,27,0,255
54,8.72,3,1,185,2,27,0,255
55,26.367,15,1,255,1,28,0,255
56,8.77,3,1,208,2,28,0,255
57,26.132,18,1,255,1,29,0,255
58,8.806,3,1,180,2,29,0,255
59,26.106,17,1,210,1,30,0,255
60,8.837,3,1,185,2,30,0,255
61,26.289,17,1,255,1,31,0,255
62,8.925,3,1,184,2,31,0,255
63,26.402,16,1,255,1,32,0,255
64,8.937,2,1,192,2,32,0,255
65,26.192,16,2,255,1,33,0,255
66,8.952,3,1,190,2,33,0,255
67,26.418,15,1,255,1,34,0,255
68,8.96,3,1,204,2,34,0,255
69,26.659,15,1,255,1,35,0,255
70,9.064,2,1,194,2,35,0,255
71,26.578,17,1,249,1,36,0,255
72,9.047,2,1,178,2,36,0,255
73,26.618,17,1,255,1,37,0,255
74,9.123,3,1,190,2,37,0,255
75,26.68,17,1,255,1,38,0,255
76,9.289,3,1,206,2,38,0,255
77,26.524,15,1,241,1,39,0,255
78,9.251,3,1,195,2,39,0,255
79,26.756,17,2,255,1,40,0,255
80,9.245,2,1,196,2,40,0,255
81,26.815,17,1,215,1,41,0,255
82,9.319,3,1,194,2,41,0,255
83,27.038,16,1,255,1,42,0,255
84,9.31,3,1,191,2,42,0,255
85,26.999,16,2,240,1,43,0,255
86,9.375,2,1,205,2,43,0,255
87,26.959,17,1,227,1,44,0,255
88,9.366,3,1,201,2,44,0,255
89,27.009,17,1,255,1,45,0,255
90,9.408,3,1,212,2,45,0,255
91,26.925,17,1,233,1,46,0,255
92,9.399,3,1,196,2,46,0,255
93,27.109,17,1,255,1,47,0,255
94,9.455,3,1,210,2,47,0,255
95,27.38,14,1,255,1,48,0,255
96,9.505,3,1,191,2,48,0,255
97,27.339,17,2,255,1,49,0,255
98,9.535,3,1,195,2,49,0,255
99,27.345,16,2,255,1,50,0,255
100,9.555,3,1,192,2,50,0,255
101,27.582,16,1,243,1,51,0,255
102,9.621,3,1,182,2,51,0,255
103,27.617,17,1,255,1,52,0,255
104,9.663,3,1,204,2,52,0,255
105,27.616,19,1,255,1,53,0,255
106,9.643,3,1,182,2,53,0,255
107,27.681,17,2,255,1,54,0,255
108,9.626,3,1,194,2,54,0,255
109,27.658,16,2,255,1,55,0,255
110,9.691,3,1,184,2,55,0,255
111,27.698,18,1,255,1,56,0,255
112,9.695,3,1,198,2,56,0,255
113,27.552,18,1,255,1,57,0,255
114,9.7,3,1,219,2,57,0,255
115,27.669,17,1,255,1,58,0,255
116,9.744,3,1,193,2,58,0,255
117,27.707,15,2,208,1,59,0,255
118,9.747,3,1,185,2,59,0,255
119,27.57,17,1,240,1,60,0,255
120,9.803,3,1,198,2,60,0,255
121,27.804,16,2,255,1,61,0,255
122,9.825,3,1,204,2,61,0,255
123,27.967,17,2,251,1,62,0,255
124,9.894,3,1,188,2,62,0,255
125,27.898,17,2,255,1,63,0,255
