 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,20.302,16,1,198,1,1,0,255
2,5.439,4,1,88,2,1,0,255
3,20.777,18,1,181,1,2,0,255
4,6.380,4,1,102,2,2,0,255
5,21.483,16,1,169,1,3,0,255
6,7.898,4,1,255,2,3,0,255
7,21.626,16,1,164,1,4,0,255
8,8.361,4,1,255,2,4,0,255
9,21.978,16,1,189,1,5,0,255
10,8.799,4,1,255,2,5,0,255
11,22.032,17,2,242,1,6,0,255
12,8.958,4,1,255,2,6,0,255
13,21.993,15,1,176,1,7,0,255
14,9.059,3,1,255,2,7,0,255
15,22.433,15,2,214,1,8,0,255
16,9.432,4,1,255,2,8,0,255
17,22.372,16,1,214,1,9,0,255
18,9.612,4,1,255,2,9,0,255
19,22.375,15,1,213,1,10,0,255
20,9.695,4,1,255,2,10,0,255
21,22.688,17,2,241,1,11,0,255
22,9.811,4,1,255,2,11,0,255
23,22.841,16,2,232,1,12,0,255
24,9.915,4,1,255,2,12,0,255
25,22.864,16,1,235,1,13,0,255
26,9.998,4,1,255,2,13,0,255
27,22.903,17,2,216,1,14,0,255
28,10.154,4,1,255,2,14,0,255
29,23.008,16,1,244,1,15,0,255
30,10.104,4,1,255,2,15,0,255
31,22.755,18,2,210,1,16,0,255
32,10.234,4,1,255,2,16,0,255
33,22.826,17,1,184,1,17,0,255
34,10.295,4,1,255,2,17,0,255
35,23.108,14,1,212,1,18,0,255
36,10.467,4,1,255,2,18,0,255
37,23.287,17,1,213,1,19,0,255
38,10.596,4,1,255,2,19,0,255
39,23.152,16,1,180,1,20,0,255
40,10.679,4,1,255,2,20,0,255
41,23.471,17,1,192,1,21,0,255
42,10.756,4,1,255,2,21,0,255
43,23.364,17,2,164,1,22,0,255
44,10.943,4,1,255,2,22,0,255
45,23.548,16,1,208,1,23,0,255
46,10.816,4,1,255,2,23,0,255
47,23.478,15,1,174,1,24,0,255
48,10.898,4,1,255,2,24,0,255
49,23.247,16,3,185,1,25,0,255
50,10.928,4,1,255,2,25,0,255
51,23.362,17,2,176,1,26,0,255
52,11.047,4,1,255,2,26,0,255
53,23.458,17,2,170,1,27,0,255
54,10.989,4,1,255,2,27,0,255
55,23.535,16,1,181,1,28,0,255
56,11.088,4,1,255,2,28,0,255
57,23.590,19,2,169,1,29,0,255
58,11.264,4,1,255,2,29,0,255
59,23.837,17,1,188,1,30,0,255
60,11.342,4,1,255,2,30,0,255
61,24.034,17,1,192,1,31,0,255
62,11.485,4,1,255,2,31,0,255
63,24.021,17,2,239,1,32,0,255
