 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,19.319,16,5,139,1,1,0,255
2,4.400,3,1,54,2,1,0,255
3,20.191,16,4,130,1,2,0,255
4,6.018,3,1,109,2,2,0,255
5,20.433,17,6,135,1,3,0,255
6,6.838,3,1,172,2,3,0,255
7,20.639,17,6,139,1,4,0,255
8,7.243,3,1,182,2,4,0,255
9,20.787,17,4,163,1,5,0,255
10,7.573,3,1,188,2,5,0,255
11,20.807,17,6,144,1,6,0,255
12,7.736,3,1,197,2,6,0,255
13,20.897,16,5,145,1,7,0,255
14,7.920,3,1,199,2,7,0,255
15,21.012,16,4,154,1,8,0,255
16,8.019,3,1,194,2,8,0,255
17,21.337,17,5,191,1,9,0,255
18,8.253,3,1,221,2,9,0,255
19,21.442,16,6,160,1,10,0,255
20,8.301,3,1,223,2,10,0,255
21,21.559,17,4,166,1,11,0,255
22,8.441,3,1,206,2,11,0,255
23,21.704,18,6,159,1,12,0,255
24,8.538,3,1,219,2,12,0,255
25,21.754,17,5,194,1,13,0,255
26,8.662,3,1,230,2,13,0,255
27,21.697,17,5,189,1,14,0,255
28,8.819,3,1,233,2,14,0,255
29,21.748,17,5,158,1,15,0,255
30,8.845,3,1,216,2,15,0,255
31,21.869,17,6,177,1,16,0,255
32,8.998,3,1,225,2,16,0,255
33,21.808,17,6,154,1,17,0,255
34,9.074,3,1,229,2,17,0,255
35,21.754,18,5,177,1,18,0,255
36,9.152,3,1,230,2,18,0,255
37,21.668,17,6,163,1,19,0,255
38,9.184,3,1,232,2,19,0,255
39,21.847,17,6,161,1,20,0,255
40,9.287,3,1,218,2,20,0,255
41,21.784,18,4,174,1,21,0,255
42,9.337,3,1,210,2,21,0,255
43,21.799,16,3,160,1,22,0,255
44,9.337,3,1,218,2,22,0,255
45,22.157,17,6,155,1,23,0,255
46,9.487,3,1,231,2,23,0,255
47,21.965,18,5,164,1,24,0,255
48,9.513,3,1,217,2,24,0,255
49,22.059,18,5,158,1,25,0,255
50,9.603,3,1,228,2,25,0,255
51,22.233,17,6,149,1,26,0,255
52,9.669,3,1,223,2,26,0,255
53,22.195,18,6,159,1,27,0,255
54,9.709,3,1,233,2,27,0,255
55,22.245,17,6,164,1,28,0,255
56,9.676,3,1,230,2,28,0,255
57,22.151,17,4,170,1,29,0,255
58,9.741,3,1,228,2,29,0,255
59,22.186,18,5,161,1,30,0,255
60,9.787,3,1,230,2,30,0,255
61,22.043,18,5,170,1,31,0,255
62,9.829,3,1,218,2,31,0,255
63,22.163,17,5,169,1,32,0,255
64,9.944,3,1,220,2,32,0,255
65,22.224,17,6,180,1,33,0,255
66,9.984,3,1,235,2,33,0,255
67,22.315,18,6,190,1,34,0,255
68,10.008,3,1,220,2,34,0,255
69,22.219,17,5,154,1,35,0,255
70,10.033,3,1,234,2,35,0,255
71,22.227,17,6,183,1,36,0,255
72,10.080,3,1,219,2,36,0,255
73,22.257,17,6,171,1,37,0,255
74,10.108,3,1,234,2,37,0,255
75,22.164,18,5,147,1,38,0,255
76,10.128,3,1,230,2,38,0,255
77,22.334,17,6,152,1,39,0,255
78,10.228,3,1,229,2,39,0,255
79,21.977,18,5,152,1,40,0,255
80,10.178,3,1,227,2,40,0,255
81,22.284,17,6,153,1,41,0,255
82,10.242,3,1,231,2,41,0,255
83,22.168,17,3,161,1,42,0,255
84,10.295,3,1,229,2,42,0,255
85,22.430,17,5,168,1,43,0,255
86,10.360,3,1,229,2,43,0,255
87,22.375,18,6,151,1,44,0,255
