 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,20.658,15,1,193,1,1,0,255
2,4.531,3,1,42,2,1,0,255
3,21.288,17,2,205,1,2,0,255
4,5.155,3,1,48,2,2,0,255
5,21.855,17,1,210,1,3,0,255
6,6.561,3,1,105,2,3,0,255
7,22.467,18,2,198,1,4,0,255
8,7.120,3,1,134,2,4,0,255
9,22.510,15,1,246,1,5,0,255
10,7.481,3,1,161,2,5,0,255
11,22.667,18,1,254,1,6,0,255
12,7.659,3,1,174,2,6,0,255
13,22.887,16,2,243,1,7,0,255
14,7.939,3,1,183,2,7,0,255
15,23.267,19,2,237,1,8,0,255
16,8.209,3,1,195,2,8,0,255
17,23.665,18,1,253,1,9,0,255
18,8.257,3,1,181,2,9,0,255
19,23.607,20,2,255,1,10,0,255
20,8.455,3,1,187,2,10,0,255
21,23.279,16,2,255,1,11,0,255
22,8.612,3,1,192,2,11,0,255
23,23.634,18,1,255,1,12,0,255
24,8.756,3,1,191,2,12,0,255
25,23.857,16,2,255,1,13,0,255
26,8.915,3,1,199,2,13,0,255
27,23.793,15,1,230,1,14,0,255
28,9.019,3,1,203,2,14,0,255
29,23.924,15,1,249,1,15,0,255
30,9.058,3,1,199,2,15,0,255
31,23.936,17,1,235,1,16,0,255
32,9.156,3,1,192,2,16,0,255
33,24.284,17,1,255,1,17,0,255
34,9.269,3,1,203,2,17,0,255
35,24.180,14,1,236,1,18,0,255
36,9.338,3,1,204,2,18,0,255
37,24.202,17,1,247,1,19,0,255
38,9.345,3,1,218,2,19,0,255
39,24.436,17,2,189,1,20,0,255
40,9.543,3,1,201,2,20,0,255
41,24.353,19,2,233,1,21,0,255
42,9.626,3,1,194,2,21,0,255
43,24.561,18,2,208,1,22,0,255
44,9.847,3,1,229,2,22,0,255
45,24.454,17,1,219,1,23,0,255
46,9.918,3,1,211,2,23,0,255
47,24.356,15,1,204,1,24,0,255
48,9.939,3,1,213,2,24,0,255
49,24.648,20,2,186,1,25,0,255
50,10.081,3,1,214,2,25,0,255
51,24.815,17,1,219,1,26,0,255
52,10.055,3,1,205,2,26,0,255
53,24.893,20,1,217,1,27,0,255
54,10.120,3,1,222,2,27,0,255
55,24.770,17,1,226,1,28,0,255
56,10.186,3,1,223,2,28,0,255
57,25.047,17,1,224,1,29,0,255
58,10.311,3,1,219,2,29,0,255
59,24.905,17,1,212,1,30,0,255
60,10.347,3,1,220,2,30,0,255
61,24.942,15,1,232,1,31,0,255
62,10.390,3,1,254,2,31,0,255
63,24.843,17,2,235,1,32,0,255
64,10.412,3,1,255,2,32,0,255
65,25.275,18,1,233,1,33,0,255
66,10.533,3,1,246,2,33,0,255
67,25.462,19,2,213,1,34,0,255
68,10.688,3,1,211,2,34,0,255
69,25.455,18,1,255,1,35,0,255
70,10.722,3,1,220,2,35,0,255
71,25.430,17,2,255,1,36,0,255
72,10.792,3,1,241,2,36,0,255
73,25.433,17,1,255,1,37,0,255
74,10.802,3,1,255,2,37,0,255
75,25.482,17,1,255,1,38,0,255
76,10.957,3,1,246,2,38,0,255
77,25.455,17,1,255,1,39,0,255
78,10.896,3,1,236,2,39,0,255
79,25.597,17,2,255,1,40,0,255
80,11.042,3,1,255,2,40,0,255
81,25.554,19,1,255,1,41,0,255
82,10.999,3,1,243,2,41,0,255
83,25.846,18,1,255,1,42,0,255
84,11.170,3,1,244,2,42,0,255
85,25.791,18,2,255,1,43,0,255
86,11.176,3,1,255,2,43,0,255
87,25.829,19,1,255,1,44,0,255
88,11.222,3,1,252,2,44,0,255
89,25.585,15,2,255,1,45,0,255
90,11.142,3,1,252,2,45,0,255
91,25.885,18,2,255,1,46,0,255
92,11.291,3,1,239,2,46,0,255
93,26.032,17,1,255,1,47,0,255
94,11.255,3,1,230,2,47,0,255
95,26.067,20,1,243,1,48,0,255
96,11.474,3,1,240,2,48,0,255
97,25.784,17,1,241,1,49,0,255
98,11.549,3,1,232,2,49,0,255
99,25.890,17,2,255,1,50,0,255
100,11.739,3,1,255,2,50,0,255
101,26.176,18,1,255,1,51,0,255
102,11.832,3,1,247,2,51,0,255
103,25.794,15,1,223,1,52,0,255
104,11.784,3,1,255,2,52,0,255
105,26.014,18,2,245,1,53,0,255
106,11.855,3,1,240,2,53,0,255
107,26.278,17,2,255,1,54,0,255
108,11.895,3,1,255,2,54,0,255
109,26.020,18,1,255,1,55,0,255
110,12.003,3,1,255,2,55,0,255
111,26.378,20,1,201,1,56,0,255
112,12.005,3,1,251,2,56,0,255
113,26.325,18,2,197,1,57,0,255
114,12.096,3,1,255,2,57,0,255
115,26.304,17,2,255,1,58,0,255
116,12.098,3,1,255,2,58,0,255
117,26.160,18,3,234,1,59,0,255
118,12.133,3,1,255,2,59,0,255
119,26.213,19,1,202,1,60,0,255
120,12.255,3,1,255,2,60,0,255
121,26.400,20,2,223,1,61,0,255
122,12.293,3,1,255,2,61,0,255
123,26.467,16,1,212,1,62,0,255
124,12.321,3,1,255,2,62,0,255
125,26.355,17,1,233,1,63,0,255
126,12.383,3,1,246,2,63,0,255
127,26.617,18,1,225,1,64,0,255
128,12.406,3,1,255,2,64,0,255
129,26.550,17,2,255,1,65,0,255
130,12.407,3,1,250,2,65,0,255
131,26.499,17,1,219,1,66,0,255
132,12.386,3,1,237,2,66,0,255
133,26.682,16,2,255,1,67,0,255
134,12.508,3,1,250,2,67,0,255
135,26.701,19,1,245,1,68,0,255
136,12.505,3,1,255,2,68,0,255
137,26.493,17,1,221,1,69,0,255
138,12.532,3,1,255,2,69,0,255
139,26.672,16,2,255,1,70,0,255
140,12.694,3,1,254,2,70,0,255
141,26.690,18,1,255,1,71,0,255
142,12.709,3,1,248,2,71,0,255
143,26.668,18,2,255,1,72,0,255
144,12.752,3,1,254,2,72,0,255
145,26.823,16,1,255,1,73,0,255
146,12.761,3,1,255,2,73,0,255
147,26.829,16,1,255,1,74,0,255
148,12.724,3,1,251,2,74,0,255
149,26.846,19,1,255,1,75,0,255
150,12.749,3,1,237,2,75,0,255
151,27.142,17,2,255,1,76,0,255
152,12.789,3,1,245,2,76,0,255
153,27.169,17,1,255,1,77,0,255
154,12.814,3,1,228,2,77,0,255
155,27.222,20,2,255,1,78,0,255
156,12.793,3,1,255,2,78,0,255
157,27.761,18,2,255,1,79,0,255
