 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1158.589,254.568,51.540,37.840,154.870,51.849,28.451,91.387,71.742
2,1109.110,266.094,23.109,39.666,154.353,47.298,29.857,121.355,73.703
3,370.533,565.225,22.674,65.624,77.122,22.801,20.691,133.294,99.848
4,483.997,433.076,34.338,120.687,94.470,26.523,23.234,68.541,91.794
5,884.058,308.954,53.898,144.365,140.544,46.582,24.164,138.042,85.992
6,1330.077,349.485,44.024,89.602,176.201,52.129,32.487,116.000,94.462
7,967.103,361.286,67.931,124.721,133.664,44.759,27.510,131.087,93.758
8,1152.064,292.083,68.719,77.833,145.946,51.392,28.542,115.039,83.750
9,1394.156,345.186,96.317,117.951,165.823,56.302,31.528,133.289,92.370
10,981.468,288.314,91.412,152.884,127.951,39.824,31.379,7.459,88.277
11,1051.415,273.334,71.737,181.677,143.551,45.798,29.231,115.692,69.965
12,770.969,370.084,34.882,155.500,125.561,42.626,23.029,148.624,98.234
13,730.550,236.787,41.663,181.530,111.859,34.866,26.678,139.035,59.163
14,613.095,459.777,91.923,32.334,99.494,32.451,24.055,121.389,99.357
15,1092.538,517.397,131.858,27.963,163.161,61.526,22.609,135.277,99.721
16,1353.737,263.188,132.306,160.506,176.857,55.642,30.977,131.372,75.074
17,875.561,379.936,134.839,130.053,128.883,43.176,25.820,140.846,96.595
18,854.107,321.476,105.068,177.710,124.676,35.882,30.307,179.797,87.991
19,486.063,329.934,93.879,201.152,97.248,26.906,23.001,91.065,89.280
20,537.514,345.312,116.555,204.753,91.041,27.026,25.323,71.102,71.197
21,358.327,399.428,129.946,186.817,83.675,22.597,20.190,141.819,93.725
22,1041.087,255.703,161.534,192.532,131.588,39.948,33.182,94.181,67.782
23,1292.099,242.910,171.604,158.036,172.642,53.919,30.512,157.333,65.274
24,1344.208,360.843,187.819,132.708,146.606,43.564,39.287,136.841,90.190
