PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 5, filenames: A:[5]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01-1.avi & B:[6]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
132,211,0.4570889473,-0.04920516908,1
132,227,0.9575486183,0.3711417317,1
132,243,NaN,NaN,2
132,259,0.3764068186,-1.83155334,1
132,275,0.1235530823,0.3098082542,1
132,291,0.2318211049,0.16657269,1
132,307,0.2573911548,0.1053147167,1
132,323,0.6743279696,0.1977526397,1
132,339,NaN,NaN,2
132,355,-0.171274066,-0.09945896268,1
132,371,-0.391012907,-0.1809151322,1
132,387,-0.2848549187,-0.2371475995,1
132,403,-0.3640451133,-0.2103403807,1
148,19,0.5689298511,1.585248947,1
148,35,0.4279745221,1.72632277,1
148,51,0.5838693976,1.670669794,1
148,67,0.7204922438,1.540491343,1
148,83,0.8688677549,1.063530207,1
148,99,0.8096066713,0.6797979474,1
148,115,0.3598456979,0.5801175833,1
148,131,0.3026396036,0.4320995212,1
148,147,1.022781849,0.2644658089,1
148,163,1.216930866,0.2639123201,1
148,179,0.6508893371,0.2885293663,1
148,195,-0.2336321175,-0.158177644,1
148,211,-0.5707259774,-0.3049158454,1
148,227,2.290088415,-0.5443770885,1
148,243,-0.2660991251,3.072282076,1
148,259,0.1596668959,0.3965640068,1
148,275,0.05418191105,0.02979007363,1
148,291,-0.03303998709,0.002871006727,1
148,307,-0.09276102483,0.1932860166,1
148,323,NaN,NaN,2
148,339,NaN,NaN,2
148,355,-0.366553247,-0.3669408262,1
148,371,-0.3522016406,-0.3403290808,1
148,387,-0.2593359053,-0.5960407257,1
148,403,NaN,NaN,2
164,19,0.5710536838,1.508190989,1
164,35,0.3724913001,1.720739841,1
164,51,0.5054925084,1.798817158,1
164,67,0.8185867071,1.687326431,1
164,83,1.123193741,1.194890738,1
164,99,0.8696879148,0.9173800945,1
164,115,0.6670274734,1.16078341,1
164,131,0.9091579318,1.02519393,1
164,147,2.066882133,0.5695263147,1
164,163,2.065485954,0.6873359084,1
164,179,1.513723612,0.7941434383,1
164,195,0.6245107055,-0.340515554,1
164,211,0.2934559286,-0.9335009456,1
164,227,2.137709618,-0.8461892009,1
164,243,-0.1621284336,0.2474057972,1
164,259,0.1998126209,0.2559629083,1
164,275,0.2285737991,-0.08064907044,1
164,291,0.05939672887,-0.03249163926,1
164,307,0.1309106052,-0.001926925033,1
164,323,NaN,NaN,2
164,339,2.656860352,-0.8918168545,1
164,355,-0.311507225,-0.5588051677,1
164,371,-0.6634489894,-0.3925055265,1
164,387,NaN,NaN,2
164,403,NaN,NaN,2
180,19,0.8633137345,1.563348293,1
180,35,0.6582829356,1.471153855,1
180,51,0.7808202505,1.466184497,1
180,67,0.9592040181,1.480522275,1
180,83,1.059017181,1.306999683,1
180,99,1.088317513,1.108564615,1
180,115,1.172157407,1.362339258,1
180,131,1.414693117,1.269535542,1
180,147,1.799410582,0.6738128066,1
180,163,1.476653814,0.2352327108,1
180,179,1.107548714,0.2204605043,1
180,195,0.8907485008,-0.0498496443,1
180,211,NaN,NaN,2
180,227,0.02948909998,-0.2807718217,1
180,243,-0.0564776659,0.02789589018,1
180,259,NaN,NaN,2
180,275,NaN,NaN,2
180,291,0.4343027771,-0.3071576953,1
180,307,0.2512439489,-0.02384261787,1
180,323,NaN,NaN,2
180,339,NaN,NaN,2
180,355,-0.4744493067,-0.5134627223,1
180,371,-0.5745013952,-0.5254969597,1
180,387,NaN,NaN,2
180,403,0.1353614926,-0.3627388477,1
196,19,0.9391428232,1.93990159,1
196,35,0.5936639905,1.518271565,1
196,51,0.7427456975,1.36727941,1
196,67,1.100893617,1.43388319,1
196,83,1.238019466,1.326034427,1
196,99,1.273047447,0.9939600229,1
196,115,1.286575198,1.049482942,1
196,131,1.487937689,1.030632377,1
196,147,1.485207081,0.5926221013,1
196,163,1.223547816,0.3676617444,1
196,179,1.11427927,0.3505985737,1
196,195,0.8084874153,0.4521918893,1
196,211,0.4176310599,0.3294199109,1
196,227,-0.1433626413,0.1866157949,1
196,243,-0.1977423877,-0.4549741745,1
196,259,NaN,NaN,2
196,275,NaN,NaN,2
196,291,NaN,NaN,2
196,307,0.2513831258,-0.1399163306,1
196,323,NaN,NaN,2
196,339,NaN,NaN,2
196,355,-0.336222887,-0.3603643775,1
196,371,-0.2147093117,-0.399217248,1
196,387,NaN,NaN,2
196,403,NaN,NaN,2
212,19,1.28775382,2.093049049,1
212,35,0.8226429224,1.533931494,1
212,51,0.7153567672,1.314189196,1
212,67,1.033027291,1.283104777,1
212,83,1.245055676,1.231509805,1
212,99,1.265953183,1.148769975,1
212,115,1.274558902,0.8144652843,1
212,131,1.389453888,0.889383316,1
212,147,1.230533123,0.7213764191,1
212,163,1.147517443,0.4327638447,1
212,179,1.246226668,0.3238894641,1
212,195,1.003243446,0.1749493182,1
212,211,0.2512547076,0.4408144951,1
212,227,NaN,NaN,2
212,243,NaN,NaN,2
212,259,NaN,NaN,2
212,275,NaN,NaN,2
212,291,0.2086763829,-0.2766616344,1
212,307,0.2041706145,-0.3992545307,1
212,323,NaN,NaN,2
212,339,NaN,NaN,2
212,355,NaN,NaN,2
212,371,NaN,NaN,2
212,387,NaN,NaN,2
212,403,0.3837290108,0.02463044971,1
228,19,1.519345641,1.820511103,1
228,35,1.176830173,1.565847039,1
228,51,1.107628822,1.207641006,1
228,67,0.9806927443,1.177446127,1
228,83,1.139795065,1.19814992,1
228,99,1.209976315,1.703009129,1
228,115,1.101558447,1.226950169,1
228,131,1.091993928,0.6735674143,1
228,147,0.7960261106,0.5779721141,1
228,163,0.9517552853,0.3977186978,1
228,179,1.140959024,0.1591633111,1
228,195,0.979724884,-0.09796093404,1
228,211,-0.145966351,-0.1220614016,1
228,227,2.688367844,-0.1688269526,1
228,243,NaN,NaN,2
228,259,NaN,NaN,2
228,275,0.01093330234,-0.1001794487,1
228,291,0.2377101034,-0.1203790903,1
228,307,0.4237665832,-0.1163923144,1
228,323,NaN,NaN,2
228,339,NaN,NaN,2
228,355,0.6137397289,-0.4964842796,1
228,371,NaN,NaN,2
228,387,NaN,NaN,2
228,403,0.3938391209,0.225581795,1
244,19,1.531859636,1.918526649,1
244,35,1.57271719,1.891186237,1
244,51,0.9149417877,1.986036181,1
244,67,0.7816214561,1.570248604,1
244,83,1.005512953,1.56830585,1
244,99,1.174917817,1.806221366,1
244,115,1.192694902,1.114519,1
244,131,1.231417894,0.4302528501,1
244,147,1.245730042,0.03607469797,1
244,163,1.429330826,0.01583892107,1
244,179,1.229724884,-0.03321747482,1
244,195,1.013953567,-0.1883652061,1
244,211,NaN,NaN,2
244,227,-0.1441997886,-0.5009672642,1
244,243,-0.1466260403,-0.3357484937,1
244,259,NaN,NaN,2
244,275,0.07741583139,-0.07941382378,1
244,291,0.2504019439,-0.1214097887,1
244,307,0.2835642695,-0.020579651,1
244,323,NaN,NaN,2
244,339,0.2582292259,-0.3070149422,1
244,355,0.3210194707,-0.4294664562,1
244,371,NaN,NaN,2
244,387,NaN,NaN,2
244,403,0.398999542,0.3882270753,1
260,19,1.449135065,2.371088266,1
260,35,0.9204799533,3.511380672,1
260,51,0.6933987141,3.272667885,1
260,67,0.6929244995,2.217892647,1
260,83,0.9399824142,1.937338352,1
260,99,0.8851219416,1.726692677,1
260,115,1.00775826,1.014860153,1
260,131,1.448138237,0.4443520904,1
260,147,1.799207687,0.1031390727,1
260,163,1.86578393,0.08369641006,1
260,179,1.591889977,-0.3257922828,1
260,195,1.081719995,-0.4255255461,1
260,211,0.4546591043,-0.1781682968,1
260,227,-0.2634096146,-0.1476234645,1
260,243,0.07420733571,-0.05104255304,1
260,259,0.0976664871,-0.1672520936,1
260,275,-0.2927789092,-0.3241891861,1
260,291,-1.415195704,2.736623764,1
260,307,0.1237014085,-0.1889645159,1
260,323,0.2217438519,-0.2618116736,1
260,339,-0.2009876966,-0.2295855284,1
260,355,-0.1548880339,-0.185444504,1
260,371,0.1989939809,0.3101127148,1
260,387,0.0724350512,0.4427649975,1
260,403,-0.1828077435,0.2725179195,1
276,19,0.8587766886,2.506726503,1
276,35,0.3443314433,2.559391737,1
276,51,0.81712538,2.181199312,1
276,67,0.9435520768,2.020654678,1
276,83,0.9589784741,1.729467273,1
276,99,0.9224392176,1.607448339,1
276,115,1.210089207,1.100976706,1
276,131,1.402917624,0.6585988998,1
276,147,1.503098369,0.3890395761,1
276,163,1.663443446,0.2435522825,1
276,179,2.081128597,0.2851144075,1
276,195,1.68129313,-0.5442897081,1
276,211,NaN,NaN,2
276,227,-0.06157767028,0.2228104323,1
276,243,0.0784952566,0.2915926576,1
276,259,0.187718451,0.07208766043,1
276,275,-0.1407006383,-0.09882351756,1
276,291,-0.112642616,0.1008247435,1
276,307,-0.09651486576,-0.1172560751,1
276,323,0.3030329943,-0.6803369522,1
276,339,NaN,NaN,2
276,355,NaN,NaN,2
276,371,0.06696840376,-0.02263988554,1
276,387,0.02242567763,0.1726555675,1
276,403,-0.7336645126,0.3310503662,1
292,19,0.09540438652,2.279927254,1
292,35,0.4236030877,2.028455257,1
292,51,0.7401618361,1.7869519,1
292,67,1.131287813,1.629351974,1
292,83,1.155333757,1.380681753,1
292,99,1.202904344,1.458929181,1
292,115,1.495992899,1.062398434,1
292,131,1.639900804,0.8477433324,1
292,147,1.546418667,0.3872374892,1
292,163,1.467859745,-0.05518512428,1
292,179,1.487489581,-0.01604576409,1
292,195,1.149759769,0.09022380412,1
292,211,-0.46312958,0.1541931927,1
292,227,0.04159027338,0.1619426459,1
292,243,-0.02410744131,0.4704506695,1
292,259,NaN,NaN,2
292,275,-0.1248734593,0.3968761563,1
292,291,-0.08608067036,0.1853547692,1
292,307,-0.1751272082,0.02380391955,1
292,323,NaN,NaN,2
292,339,NaN,NaN,2
292,355,NaN,NaN,2
292,371,0.174184978,0.009926557541,1
292,387,0.04517985508,0.03501492739,1
292,403,-0.2501564622,0.1443976164,1
308,19,0.032926552,1.597748876,1
308,35,0.6416773796,1.716730237,1
308,51,1.0462116,1.938132405,1
308,67,1.055463672,1.877914906,1
308,83,0.940823555,1.455401659,1
308,99,1.087403178,1.149791718,1
308,115,1.500648379,0.9518752098,1
308,131,1.69657433,0.8229973912,1
308,147,1.744540572,0.4065943956,1
308,163,1.485655904,0.07862475514,1
308,179,1.287754774,0.03351056576,1
308,195,0.4552739859,0.5155471563,1
308,211,-0.6060715318,0.1651589721,1
308,227,0.0145002678,-0.3578843474,1
308,243,-0.06255048513,0.4092613459,1
308,259,NaN,NaN,2
308,275,-0.2537285388,0.2351419628,1
308,291,-0.08446773142,0.1824961901,1
308,307,-0.0442257598,0.1865999401,1
308,323,0.2979488969,-0.0512871407,1
308,339,NaN,NaN,2
308,355,NaN,NaN,2
308,371,0.3838452995,0.1634899825,1
308,387,0.07583321631,0.03393312544,1
308,403,-0.231614992,0.08605036139,1
324,19,0.4643586874,1.307847977,1
324,35,1.033595681,1.892843246,1
324,51,1.180431128,2.031467199,1
324,67,0.9620863795,1.890954614,1
324,83,0.8271975517,1.348186851,1
324,99,1.062216878,0.8510862589,1
324,115,1.417863965,0.7870048285,1
324,131,1.624232292,0.6786563396,1
324,147,1.808530927,0.388284564,1
324,163,1.783088326,0.7301318049,1
324,179,1.715660691,0.8392233253,1
324,195,0.1478646994,0.5059521794,1
324,211,-1.040581226,1.191181064,1
324,227,-0.1382812709,-0.1354477406,1
324,243,0.3269813359,-0.1712017357,1
324,259,0.05520987883,-0.1779048443,1
324,275,-0.08671312034,-0.03614585102,1
324,291,0.03731919825,0.1826781034,1
324,307,-0.09971985221,0.2111733556,1
324,323,0.1119211018,-0.09157708287,1
324,339,NaN,NaN,2
324,355,0.6143954992,-0.5435691476,1
324,371,NaN,NaN,2
324,387,0.02612326294,0.102302447,1
324,403,-0.3159604073,0.2962728441,1
340,19,0.888933599,1.464011908,1
340,35,0.9617148042,2.0312953,1
340,51,0.9084944725,1.957209229,1
340,67,0.8676723838,1.765030265,1
340,83,0.7577841878,1.447903514,1
340,99,0.9931026697,1.089878201,1
340,115,1.448409557,0.9302312136,1
340,131,1.592290401,0.856559515,1
340,147,1.848705888,0.7994386554,1
340,163,2.028529406,0.6768541336,1
340,179,1.923818588,0.7133155465,1
340,195,0.9112354517,0.4043716788,1
340,211,0.2185914516,0.3365024328,1
340,227,0.02286428213,0.3170090318,1
340,243,0.1516986787,0.1519986391,1
340,259,0.185694769,0.04369450733,1
340,275,-0.01433995366,-0.08556301892,1
340,291,-0.01893831044,-0.006857670844,1
340,307,0.0407146588,-0.05213481188,1
340,323,0.231269151,-0.3228028417,1
340,339,0.4175655246,0.1180675775,1
340,355,0.378334254,-0.1367723942,1
340,371,NaN,NaN,2
340,387,NaN,NaN,2
340,403,-0.5778276324,0.3201996088,1
356,19,1.000930071,1.661470771,1
356,35,0.9191716313,2.018964291,1
356,51,0.8875676394,1.904859185,1
356,67,0.8926810622,1.688016772,1
356,83,0.8758823872,1.474058151,1
356,99,1.044977546,1.14844656,1
356,115,1.533821583,0.9970163107,1
356,131,1.849574327,1.051493406,1
356,147,1.925134182,0.9414733648,1
356,163,1.93331337,0.6378686428,1
356,179,1.798691154,0.3654949665,1
356,195,1.194289327,0.4979948401,1
356,211,0.3036051989,0.1170738935,1
356,227,0.3105641603,0.2145865113,1
356,243,-0.0207490623,0.2531097531,1
356,259,-0.2569414079,0.1041827723,1
356,275,-0.2975103259,-0.1908163428,1
356,291,-0.251545012,-0.08541047573,1
356,307,0.05494823307,-0.1767528951,1
356,323,0.1483925581,-0.2467636466,1
356,339,NaN,NaN,2
356,355,NaN,NaN,2
356,371,0.0738696903,0.04287666082,1
356,387,NaN,NaN,2
356,403,NaN,NaN,2
372,19,0.8140000105,1.767074704,1
372,35,0.7729561329,1.90465641,1
372,51,0.7589364052,1.766219616,1
372,67,0.9474239349,1.704812884,1
372,83,1.072087646,1.328161716,1
372,99,1.044450641,0.9505076408,1
372,115,1.50142467,1.177835226,1
372,131,1.738444805,1.194794059,1
372,147,1.66801393,0.9708240628,1
372,163,1.368967772,0.55507797,1
372,179,1.579352736,0.5628863573,1
372,195,1.234012008,0.5761774778,1
372,211,0.2575007081,-0.2828481197,1
372,227,NaN,NaN,2
372,243,-0.130002439,0.1152330935,1
372,259,-0.3449836969,-0.1613964736,1
372,275,-0.3830518723,-0.3696475029,1
372,291,-0.2629418969,-0.2441355586,1
372,307,NaN,NaN,2
372,323,0.06999340653,-0.1587236822,1
372,339,0.2677476406,0.1656649709,1
372,355,NaN,NaN,2
372,371,0.1538415551,0.188962236,1
372,387,-0.1176628023,0.0458349064,1
372,403,NaN,NaN,2
388,19,0.8034025431,1.881332278,1
388,35,0.9073297381,1.900700331,1
388,51,1.028520942,1.695523024,1
388,67,1.146289587,1.708264351,1
388,83,1.125690103,1.464979649,1
388,99,1.094933271,1.207555771,1
388,115,1.300555706,1.362854958,1
388,131,1.349504471,1.228218675,1
388,147,1.180915356,1.016554952,1
388,163,1.114365697,0.6209554672,1
388,179,1.240371466,0.1260662675,1
388,195,2.236765862,-2.194718599,1
388,211,NaN,NaN,2
388,227,NaN,NaN,2
388,243,NaN,NaN,2
388,259,NaN,NaN,2
388,275,-0.07337138057,-0.226059854,1
388,291,-0.2209168673,-0.4778003991,1
388,307,NaN,NaN,2
388,323,0.3536266387,-0.1252825707,1
388,339,0.2864743471,-0.01385344286,1
388,355,NaN,NaN,2
388,371,-0.3682773113,0.01406386495,1
388,387,-0.1660491973,-0.3018035889,1
388,403,-0.118489325,-0.1641767919,1
404,19,0.6732159853,1.921378016,1
404,35,1.059689522,1.8224051,1
404,51,1.27984333,1.602078319,1
404,67,1.246150017,1.692958593,1
404,83,1.163005471,1.642032743,1
404,99,1.385207891,1.393712044,1
404,115,1.492312074,1.245345831,1
404,131,1.290079236,1.117255211,1
404,147,1.133395553,0.9047020078,1
404,163,1.13337791,0.5654512048,1
404,179,0.7111088037,-0.07687458396,1
404,195,NaN,NaN,2
404,211,0.4866268635,1.857557058,1
404,227,1.185206413,-0.5462872982,1
404,243,NaN,NaN,2
404,259,NaN,NaN,2
404,275,NaN,NaN,2
404,291,-0.3636842668,-0.1771112978,1
404,307,NaN,NaN,2
404,323,0.1562239826,-0.2761859894,1
404,339,NaN,NaN,2
404,355,-0.6537880898,0.2100130767,1
404,371,0.3694680035,0.162363261,1
404,387,0.3835763335,0.03017944098,1
404,403,0.02031072974,-0.3590755463,1
420,19,0.4518924356,1.990103602,1
420,35,1.046911836,1.861690283,1
420,51,1.272513986,1.787182212,1
420,67,1.081237555,1.914565802,1
420,83,1.130930424,1.801023722,1
420,99,1.701604009,1.736061811,1
420,115,1.654158711,1.555485845,1
420,131,1.407127261,1.259960771,1
420,147,1.226104021,0.7730409503,1
420,163,0.8696565628,0.1985253692,1
420,179,0.8458842039,0.1602602601,1
420,195,0.08261358738,0.08070896566,1
420,211,0.5747308135,0.01607258245,1
420,227,0.594943583,0.228031233,1
420,243,0.3609218597,0.2790209949,1
420,259,0.2709654272,0.2133874297,1
420,275,0.148575604,-0.4862908125,1
420,291,-0.1002398431,-0.4606513083,1
420,307,-0.3635816574,-0.8549945951,1
420,323,NaN,NaN,2
420,339,NaN,NaN,2
420,355,-0.8248687983,0.720836103,1
420,371,0.4726768732,0.591340661,1
420,387,0.422403425,0.2908349633,1
420,403,-0.2126654387,-0.3703837991,1
436,19,0.7264401913,2.051323414,1
436,35,1.130960703,2.097178221,1
436,51,1.372214794,2.078752041,1
436,67,1.31400311,2.157705307,1
436,83,1.299931169,1.989755392,1
436,99,1.531678557,1.82055068,1
436,115,1.451706052,1.575679064,1
436,131,1.401129127,1.185295105,1
436,147,1.255362153,0.8154411912,1
436,163,0.6968597174,0.4501110911,1
436,179,0.8235494494,-0.08151125908,1
436,195,1.156597257,-0.4115581214,1
436,211,-0.2937708795,0.2765533924,1
436,227,NaN,NaN,2
436,243,0.2635321617,0.3337470293,1
436,259,0.1294111013,0.1124384478,1
436,275,0.0948561728,-0.318269074,1
436,291,0.05207829177,-0.5001452565,1
436,307,NaN,NaN,2
436,323,NaN,NaN,2
436,339,NaN,NaN,2
436,355,-0.4129715562,-0.1239382774,1
436,371,-0.1678147763,-0.008839514107,1
436,387,0.2583993077,-0.06278120726,1
436,403,-0.4401951432,-0.192568481,1
452,19,0.9196908474,2.076583385,1
452,35,1.33618331,2.387420177,1
452,51,1.644629121,2.372175932,1
452,67,1.705759764,2.269920349,1
452,83,1.501314878,1.86116302,1
452,99,1.337397933,1.407621384,1
452,115,1.224450588,1.250026226,1
452,131,1.220221281,0.8175493479,1
452,147,1.171694636,0.8286901116,1
452,163,0.8291354179,0.7298458815,1
452,179,0.9959276319,-0.1354267001,1
452,195,0.8242810965,-0.1910027415,1
452,211,-0.9246364236,0.111540623,1
452,227,NaN,NaN,2
452,243,NaN,NaN,2
452,259,NaN,NaN,2
452,275,0.3168699741,0.2186391652,1
452,291,0.07684039325,0.2740042806,1
452,307,-0.1869182885,-0.1553623676,1
452,323,NaN,NaN,2
452,339,NaN,NaN,2
452,355,-0.02063233405,-0.3139025569,1
452,371,0.1774823517,-0.2292162031,1
452,387,0.470284611,-0.06060821563,1
452,403,0.0005683302879,-0.1170251369,1
468,19,0.9758468866,2.003299236,1
468,35,1.270007014,2.549120188,1
468,51,1.433221698,2.552712679,1
468,67,1.396572828,2.26275301,1
468,83,1.25915277,1.711361647,1
468,99,1.100658298,1.225002289,1
468,115,1.088716149,1.180064797,1
468,131,1.164200187,0.9943213463,1
468,147,1.199519992,0.8278995156,1
468,163,1.585912466,0.4676395953,1
468,179,1.104649901,-0.08591145277,1
468,195,0.4982173443,-0.1138681397,1
468,211,-0.1026837826,-0.4935044646,1
468,227,-0.2226735651,-0.4058654904,1
468,243,-0.1065714136,-0.1241289824,1
468,259,-0.9791907668,2.192350149,1
468,275,NaN,NaN,2
468,291,NaN,NaN,2
468,307,0.1042213589,-0.01944351196,1
468,323,NaN,NaN,2
468,339,NaN,NaN,2
468,355,NaN,NaN,2
468,371,0.2849797904,-0.05005079508,1
468,387,0.3358536363,0.07961826026,1
468,403,0.2196543813,-0.1135746762,1
484,19,1.022875905,1.980829477,1
484,35,1.055747747,2.311543465,1
484,51,0.9339593649,2.277062654,1
484,67,0.8501890898,2.121020794,1
484,83,0.8908420801,1.726360083,1
