PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 8, filenames: A:[8]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01-1.avi & B:[9]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
132,35,1.024944067,1.573133945,1
132,51,1.556297421,1.203965664,1
132,67,1.979272962,0.9226744175,1
132,83,1.806697965,0.5269534588,1
132,99,1.510496974,0.1881153584,1
132,115,1.358822584,0.010245502,1
132,131,1.16198349,-0.1239653826,1
132,147,1.099728346,-0.3474317789,1
132,163,1.258311868,-0.2708880603,1
132,179,1.19117558,-0.05783820152,1
132,195,-0.0805337429,-0.1307914853,1
132,211,-0.6781464815,-0.03747659922,1
132,227,1.173496604,0.1253273487,1
132,243,NaN,NaN,2
132,259,-0.02811148763,0.3333140314,1
132,275,0.01850457489,0.5135546923,1
132,291,-0.004637606442,-0.101024121,1
132,307,1.488722086,-0.5807228088,1
132,323,0.9139876366,2.723373652,1
132,339,NaN,NaN,2
132,355,NaN,NaN,2
132,371,NaN,NaN,2
132,387,NaN,NaN,2
132,403,0.5184226036,0.163238287,1
148,19,0.6594400406,1.049008727,1
148,35,1.057725668,1.491900086,1
148,51,1.427261233,1.082066417,1
148,67,1.663464189,0.5882353783,1
148,83,1.560671926,0.3766935468,1
148,99,1.43279326,0.2929680049,1
148,115,1.456590891,0.04417034984,1
148,131,1.373840451,-0.2167680562,1
148,147,1.341675162,-0.4951503277,1
148,163,1.675482392,-0.2223175764,1
148,179,1.639423847,0.296646893,1
148,195,0.5925035477,0.2661727369,1
148,211,-0.3827540278,0.1393420547,1
148,227,1.813339233,-0.2206096649,1
148,243,NaN,NaN,2
148,259,NaN,NaN,2
148,275,NaN,NaN,2
148,291,NaN,NaN,2
148,307,NaN,NaN,2
148,323,NaN,NaN,2
148,339,NaN,NaN,2
148,355,NaN,NaN,2
148,371,NaN,NaN,2
148,387,0.01985965669,-0.04793284088,1
148,403,0.326540947,0.1961211562,1
164,19,0.9844148755,1.115739822,1
164,35,1.186472654,1.555457473,1
164,51,1.331238985,1.272001505,1
164,67,1.320556879,0.6117124557,1
164,83,1.164301991,0.2534429431,1
164,99,1.294472337,0.465914011,1
164,115,1.596346378,0.2094176114,1
164,131,1.672887206,-0.4644711614,1
164,147,1.727644682,-0.6041703224,1
164,163,1.869840622,-0.2377910018,1
164,179,2.061059952,0.05812753737,1
164,195,1.79464519,0.7295250893,1
164,211,NaN,NaN,2
164,227,-0.2929117382,-0.1310656369,1
164,243,-0.2576719224,0.06797441095,1
164,259,NaN,NaN,2
164,275,2.001397371,0.4957011938,1
164,291,NaN,NaN,2
164,307,NaN,NaN,2
164,323,NaN,NaN,2
164,339,NaN,NaN,2
164,355,-0.1629416347,0.01836870611,1
164,371,-0.187528342,0.1585865021,1
164,387,0.04960295558,-0.1072908193,1
164,403,0.3478386104,-0.151345849,1
180,19,1.282634377,1.361912131,1
180,35,1.226776361,1.779176354,1
180,51,1.176811934,1.481543183,1
180,67,1.027836442,0.818005383,1
180,83,0.9577288628,0.3241063356,1
180,99,1.148459315,0.557100296,1
180,115,1.635989308,0.3796516657,1
180,131,1.731711507,-0.4249845147,1
180,147,1.630144119,-0.5975834131,1
180,163,2.065756083,-0.4285902381,1
180,179,2.397458076,-0.5244107246,1
180,195,NaN,NaN,2
180,211,NaN,NaN,2
180,227,-0.2432793975,-0.1815197915,1
180,243,-0.3218480051,-0.09567567706,1
180,259,-0.227908209,-0.04261839762,1
180,275,NaN,NaN,2
180,291,NaN,NaN,2
180,307,NaN,NaN,2
180,323,0.03887876868,0.1801496297,1
180,339,0.1488919556,0.2846030593,1
180,355,0.09321956336,0.1524879336,1
180,371,-0.06576649845,-0.1839099824,1
180,387,0.1933338493,-0.2719863057,1
180,403,0.36865291,-0.5195797682,1
196,19,1.487087488,1.469848633,1
196,35,1.328948021,1.904488802,1
196,51,1.139298916,1.549672365,1
196,67,1.014090776,0.859988451,1
196,83,1.054727316,0.479344368,1
196,99,1.462084055,0.6803228259,1
196,115,1.92364943,0.5939085484,1
196,131,2.077416658,-0.218953222,1
196,147,2.146089792,-0.3485619426,1
196,163,2.297242165,-0.4415734708,1
196,179,2.468481302,-0.8075849414,1
196,195,1.966759682,-0.9417518377,1
196,211,NaN,NaN,2
196,227,NaN,NaN,2
196,243,-0.3471146822,-0.1287192255,1
196,259,0.3721192777,-0.1421665102,1
196,275,-0.7914751768,-0.04705134407,1
196,291,NaN,NaN,2
196,307,NaN,NaN,2
196,323,0.3687327504,0.2289511859,1
196,339,0.471675694,0.1399419457,1
196,355,NaN,NaN,2
196,371,0.1644816697,-0.9642469883,1
196,387,0.008909899741,-0.4812888503,1
196,403,0.1003564596,-0.5137028694,1
212,19,1.68691349,1.439074039,1
212,35,0.7587316632,1.76502037,1
212,51,0.6991275549,1.769687295,1
212,67,0.9048036337,0.6787589192,1
212,83,1.015815258,0.5371733308,1
212,99,1.463935137,0.8320872784,1
212,115,1.991870642,0.3459726572,1
212,131,2.296288252,-0.34855479,1
212,147,2.127206087,-0.2575483322,1
212,163,2.121002197,-0.340062201,1
212,179,2.430387735,-0.8418081999,1
212,195,1.951046944,-1.102962494,1
212,211,0.9254339933,-0.51657933,1
212,227,NaN,NaN,2
212,243,NaN,NaN,2
212,259,NaN,NaN,2
212,275,NaN,NaN,2
212,291,NaN,NaN,2
212,307,NaN,NaN,2
212,323,0.6923449039,0.06895013899,1
212,339,0.7618545294,-0.07784689218,1
212,355,NaN,NaN,2
212,371,NaN,NaN,2
212,387,-0.04973433912,-0.3389794528,1
212,403,0.1386810541,-0.3751037121,1
228,19,1.657941937,1.333801985,1
228,35,-0.07680296898,1.458657622,1
228,51,-0.3530266881,1.626414776,1
228,67,0.7642321587,0.804931283,1
228,83,1.107561827,0.5799829364,1
228,99,1.476494551,0.3534598947,1
228,115,2.166965961,-0.0920624733,1
228,131,2.373614788,-0.1535953879,1
228,147,2.05191946,-0.2124660611,1
228,163,1.782176733,-0.3885480762,1
228,179,1.88095665,-0.7046382427,1
228,195,1.272620082,-0.907512486,1
228,211,0.8523786068,-0.7359606028,1
228,227,0.2452166677,-0.24703601,1
228,243,NaN,NaN,2
228,259,NaN,NaN,2
228,275,NaN,NaN,2
228,291,NaN,NaN,2
228,307,-0.5935920477,0.5389415026,1
228,323,0.4141092598,-0.000824152492,1
228,339,0.7171323299,-0.1699596345,1
228,355,0.4642716646,-0.2114692032,1
228,371,NaN,NaN,2
228,387,NaN,NaN,2
228,403,NaN,NaN,2
244,19,1.165743828,1.578270197,1
244,35,0.0260014534,1.045172095,1
244,51,-1.309529781,0.9662739635,1
244,67,0.6896941662,0.9184602499,1
244,83,1.298304439,0.7022956014,1
244,99,1.588896632,0.3843398094,1
244,115,2.178513527,0.2828447223,1
244,131,2.738099575,-0.04130612314,1
244,147,2.680797815,-0.3932657838,1
244,163,2.20462656,-0.7726054192,1
244,179,1.607272625,-0.9897572994,1
244,195,0.88851583,-0.8875290155,1
244,211,0.03587961197,0.4657014012,1
244,227,-0.07671785355,-0.2069839835,1
244,243,NaN,NaN,2
244,259,NaN,NaN,2
244,275,-0.1153088212,0.2809769213,1
244,291,NaN,NaN,2
244,307,0.6039518118,-0.3530005217,1
244,323,1.213160992,-0.6122586131,1
244,339,NaN,NaN,2
244,355,0.4682711959,-0.2399584651,1
244,371,NaN,NaN,2
244,387,NaN,NaN,2
244,403,-0.04439735413,-0.7289340496,1
260,19,0.2648220062,1.428188443,1
260,35,0.4074263573,1.085568309,1
260,51,0.05404746532,0.5500990748,1
260,67,1.698873281,0.9606100321,1
260,83,1.968604803,0.9097251296,1
260,99,1.95839119,0.8186663985,1
260,115,2.366815567,0.3039500713,1
260,131,2.590251446,-0.2172483206,1
260,147,2.440245628,-0.6803622246,1
260,163,1.972889423,-0.9007219076,1
260,179,1.492223263,-1.220647573,1
260,195,2.495622873,-2.114174843,1
260,211,NaN,NaN,2
260,227,-0.2237506211,-0.2344584167,1
260,243,NaN,NaN,2
260,259,NaN,NaN,2
260,275,0.0420795083,-0.01676630974,1
260,291,NaN,NaN,2
260,307,NaN,NaN,2
260,323,0.514274478,-0.519879818,1
260,339,0.2691335976,-0.152355969,1
260,355,0.02253612876,-0.1624264121,1
260,371,0.3578223586,-0.163414672,1
260,387,NaN,NaN,2
260,403,0.4291328192,-0.3328748345,1
276,19,0.0810931325,1.496037006,1
276,35,0.7773236632,1.092676282,1
276,51,1.059594512,1.171737313,1
276,67,1.974234223,0.9428706169,1
276,83,2.312932968,0.9806764722,1
276,99,2.234861374,1.014708519,1
276,115,2.176713943,0.1929467767,1
276,131,2.523341417,-0.5313234329,1
276,147,2.213168859,-1.040468931,1
276,163,2.117694139,-0.9709765315,1
276,179,2.269599438,-1.07778728,1
276,195,2.649316549,-1.156001687,1
276,211,NaN,NaN,2
276,227,NaN,NaN,2
276,243,-0.006575733423,-0.3406966925,1
276,259,-0.1474196315,-0.5814939141,1
276,275,-0.08972465992,-0.2980507612,1
276,291,-0.2358154207,0.06362042576,1
276,307,-0.3212667704,-0.1764109433,1
276,323,-0.1897176206,-0.3863725662,1
276,339,NaN,NaN,2
276,355,NaN,NaN,2
276,371,NaN,NaN,2
276,387,NaN,NaN,2
276,403,0.628942132,0.4649961293,1
292,19,1.014363766,1.482106328,1
292,35,1.037860036,1.283988357,1
292,51,1.357682228,0.7594164014,1
292,67,2.002228498,0.6407105327,1
292,83,2.345441341,0.7528079748,1
292,99,2.103539467,0.6201354265,1
292,115,2.131285906,0.123695612,1
292,131,2.404852629,-0.5866011381,1
292,147,2.216871977,-1.229317665,1
292,163,2.340986729,-0.9908719063,1
292,179,2.493072033,-0.9140393138,1
292,195,2.467216015,-0.9363529682,1
292,211,NaN,NaN,2
292,227,NaN,NaN,2
292,243,0.1613219082,-0.7000547051,1
292,259,-0.4121341109,-0.7638173699,1
292,275,-0.470421046,-0.5266406536,1
292,291,-0.3442419767,0.09589233249,1
292,307,NaN,NaN,2
292,323,NaN,NaN,2
292,339,-0.2671005726,1.146333933,1
292,355,NaN,NaN,2
292,371,NaN,NaN,2
292,387,NaN,NaN,2
292,403,-0.03909963369,0.7482615113,1
308,19,1.750533223,0.8764144778,1
308,35,1.466867566,0.8530819416,1
308,51,1.474912405,0.628085196,1
308,67,2.109865904,0.4862049818,1
308,83,2.416067123,0.4280712306,1
308,99,2.373045444,0.2555680573,1
308,115,2.486192942,0.01939181797,1
308,131,2.339955807,-0.3143514991,1
308,147,2.162135124,-0.8099946976,1
308,163,2.344175816,-0.6437621713,1
308,179,2.479775667,-0.5531464219,1
308,195,1.584869385,-1.297842503,1
308,211,NaN,NaN,2
308,227,NaN,NaN,2
308,243,0.07810157537,-0.2996276617,1
308,259,-0.6388883591,-0.4456414282,1
308,275,-0.945974946,-0.9900201559,1
308,291,-0.4145323038,-0.140625447,1
308,307,NaN,NaN,2
308,323,NaN,NaN,2
308,339,NaN,NaN,2
308,355,-0.6702830791,0.4645653665,1
308,371,NaN,NaN,2
308,387,NaN,NaN,2
308,403,0.5510140061,0.07202097774,1
324,19,1.558152437,0.2811106443,1
324,35,1.612080216,0.5720044374,1
324,51,1.887770653,0.7387350202,1
324,67,2.198821783,0.5369282961,1
324,83,2.259209156,0.2239251435,1
324,99,2.31409502,0.2061369568,1
324,115,2.513852119,-0.1391510069,1
324,131,2.353872061,-0.2311597914,1
324,147,2.011338711,-0.2159421444,1
324,163,1.914773464,-0.555087328,1
324,179,2.185059309,-0.5285050273,1
324,195,NaN,NaN,2
324,211,NaN,NaN,2
324,227,-0.9802783132,-0.2990137935,1
324,243,-1.27854836,-0.01229724288,1
324,259,-0.9009357691,0.0590454042,1
324,275,-0.4825749099,-0.4438918531,1
324,291,-0.2159457207,-0.1520930231,1
324,307,-0.07179415226,0.6553138494,1
324,323,1.047977924,0.9759644866,1
324,339,0.3842805326,0.2953342199,1
324,355,-0.4294354022,0.1394843459,1
324,371,NaN,NaN,2
324,387,NaN,NaN,2
324,403,1.074624062,-0.5727542639,1
340,19,1.551734924,0.02129091322,1
340,35,1.674563527,0.4930178821,1
340,51,1.799540043,0.701652348,1
340,67,1.77398479,0.6035098433,1
340,83,1.990262032,0.2841802239,1
340,99,2.327056408,0.1965037882,1
340,115,2.603489399,-0.05462490022,1
340,131,2.509311438,-0.08204056323,1
340,147,2.3811903,-0.002922832966,1
340,163,2.3110919,-0.4737567604,1
340,179,2.173198938,-0.8062621355,1
340,195,-0.4734884501,0.3357491493,1
340,211,NaN,NaN,2
340,227,NaN,NaN,2
340,243,NaN,NaN,2
340,259,-0.7148889303,0.04174271226,1
340,275,-0.2198162377,-0.2986606359,1
340,291,NaN,NaN,2
340,307,NaN,NaN,2
340,323,0.6142100692,1.755353689,1
340,339,0.3025413454,0.07936057448,1
340,355,0.01836235821,0.03834468126,1
340,371,0.3216900527,-0.04601087049,1
340,387,NaN,NaN,2
340,403,0.577452004,-0.4212567806,1
356,19,1.654671907,0.2836586833,1
356,35,1.606597543,0.607681334,1
356,51,1.595873117,0.7639893293,1
356,67,1.580299377,0.8190420866,1
356,83,1.909015298,0.8012606502,1
356,99,2.384189606,0.4168443382,1
356,115,2.513071775,0.2056062669,1
356,131,2.534647465,-0.05081029981,1
356,147,2.574091673,-0.3158647716,1
356,163,2.714720249,-0.9806324244,1
356,179,2.129497766,-1.120268583,1
356,195,0.08518993855,-0.9646899104,1
356,211,NaN,NaN,2
356,227,-0.3378821015,-0.1644999683,1
356,243,-0.3746966124,-0.01258072257,1
356,259,-0.2091660798,-0.03207590431,1
356,275,-0.1394612044,-0.1876645982,1
356,291,NaN,NaN,2
356,307,NaN,NaN,2
356,323,NaN,NaN,2
356,339,-0.3407683074,-0.0274399519,1
356,355,-0.2552853227,-0.2112504989,1
356,371,0.1084704101,-0.3088876605,1
356,387,0.08603766561,-0.2744089365,1
356,403,-0.2147384286,0.25101161,1
372,19,2.058881283,0.4837991893,1
372,35,1.726607919,0.7009603977,1
372,51,1.406647205,0.9946525097,1
372,67,1.541940331,1.145920992,1
372,83,1.906803489,0.9959172606,1
372,99,2.333076954,0.5182430744,1
372,115,2.630141973,0.2607808709,1
372,131,2.504496098,-0.1696330011,1
372,147,2.311742783,-0.6509775519,1
372,163,2.253645658,-1.047307253,1
372,179,1.327088118,-0.5743532777,1
372,195,0.9951645136,-1.394642115,1
372,211,1.459285259,-0.4170632958,1
372,227,-0.3308382034,-0.1521386355,1
372,243,-0.006561502814,0.09230866283,1
372,259,-0.037559852,0.1041222662,1
372,275,-0.05042208359,-0.1645594835,1
372,291,0.03625321388,-0.2432820946,1
372,307,0.04181551933,0.04743208736,1
372,323,0.2305846363,0.3853064775,1
372,339,-0.3413332403,0.3473441005,1
372,355,NaN,NaN,2
372,371,NaN,NaN,2
372,387,0.006815262139,-0.03578022122,1
372,403,-0.1601396948,0.5067359209,1
388,19,2.0406847,0.5651568174,1
388,35,1.666271567,0.7265960574,1
388,51,1.391592264,0.9122592211,1
388,67,1.529050946,1.136724949,1
388,83,1.803075314,0.9887506366,1
388,99,1.98674202,0.6744029522,1
388,115,2.392246485,0.2290450335,1
388,131,2.367967129,-0.1520520747,1
388,147,2.048447609,-0.4082404077,1
388,163,1.782922745,-0.4640831947,1
388,179,1.207767248,-0.3142423332,1
388,195,2.598567486,-0.1151177883,1
388,211,0.9415336847,-0.5566276312,1
388,227,0.07708518207,-0.09331401438,1
388,243,NaN,NaN,2
388,259,-0.2917710245,0.1522595286,1
388,275,-0.09087919444,0.04483884573,1
388,291,0.06750139594,-0.07810415328,1
388,307,0.2617884278,-0.1682342589,1
388,323,0.4081882238,0.4390160143,1
388,339,0.5911207795,0.2209363282,1
388,355,0.4771533906,-0.1069706827,1
388,371,0.05352865905,0.001917611808,1
388,387,-0.1481191218,0.15281187,1
388,403,0.0427717939,0.560311079,1
404,19,2.074208736,0.5544508696,1
404,35,1.709713817,0.8380167484,1
404,51,1.61594975,0.8853468299,1
404,67,1.774576426,0.8857225776,1
404,83,1.843868732,0.8294450045,1
404,99,1.689054489,0.747887969,1
404,115,1.876562119,0.3004699945,1
404,131,2.066578388,-0.07782499492,1
404,147,1.645141482,-0.1894985288,1
404,163,1.049711466,-0.4877117276,1
404,179,-0.2928155661,-0.1138261855,1
404,195,NaN,NaN,2
404,211,0.2659426928,-0.1517603695,1
404,227,0.549336791,-0.1147933304,1
404,243,NaN,NaN,2
404,259,1.217163205,0.4268969297,1
404,275,0.3246899843,0.1299151927,1
404,291,-0.1151244342,0.2093339413,1
404,307,0.3017703891,-0.01059043035,1
404,323,NaN,NaN,2
404,339,NaN,NaN,2
404,355,0.1987165511,-0.1299822628,1
404,371,-0.1362249106,-0.2871947885,1
404,387,-0.1352257133,-0.1683103591,1
404,403,0.2455032468,0.175152272,1
420,19,1.881647825,0.6493028402,1
420,35,1.66590929,1.05456984,1
420,51,1.598242521,0.9749234319,1
420,67,1.69900465,0.675891459,1
420,83,1.761456847,0.4121584892,1
420,99,1.494211793,0.5184299946,1
420,115,1.503700376,0.2699418664,1
420,131,1.598193884,-0.1734158248,1
420,147,1.492017984,-0.3839945495,1
420,163,1.273741484,-0.6055973768,1
420,179,0.5722699165,-0.6296511889,1
420,195,-0.239626646,-0.3749271631,1
420,211,0.08410215378,0.04488180578,1
420,227,0.07535016537,0.2483099699,1
420,243,NaN,NaN,2
420,259,1.668537974,2.902056217,1
420,275,NaN,NaN,2
420,291,NaN,NaN,2
420,307,0.5019199848,0.1155890003,1
420,323,0.128642261,0.03621446341,1
420,339,-0.01019699126,-0.1767630428,1
420,355,-0.131795764,-0.03617053479,1
420,371,-0.6392666101,-0.1372147501,1
420,387,NaN,NaN,2
420,403,0.7353491783,-0.4106106758,1
436,19,1.929644585,0.9866087437,1
436,35,1.54178071,1.375838995,1
436,51,1.391957402,1.112111568,1
436,67,1.192012668,0.7108432055,1
436,83,1.128206968,0.5581208467,1
436,99,1.218942642,0.4037703276,1
436,115,1.348048925,0.09991803765,1
436,131,1.494217515,-0.0397400707,1
436,147,1.369250178,-0.3753753304,1
436,163,1.285319805,-0.7238581777,1
436,179,0.5676041842,-0.8199572563,1
436,195,-0.08019140363,-0.1410586536,1
436,211,-0.1646262407,0.2145932913,1
436,227,0.1669282019,0.4333841801,1
436,243,0.2516451478,0.4673884809,1
436,259,0.4778007269,0.06838940084,1
436,275,NaN,NaN,2
436,291,0.5547251105,-0.1864613742,1
436,307,0.4009272456,-0.1028929949,1
436,323,0.05612201989,-0.2176112384,1
436,339,-0.0603589341,-0.2538184226,1
436,355,-0.1636774093,-0.1279989332,1
436,371,NaN,NaN,2
436,387,-0.09647147357,0.8105874062,1
436,403,-0.1486493647,-0.6718982458,1
452,19,1.364303827,1.223290205,1
452,35,1.405344844,1.550408602,1
452,51,1.359226465,1.336935878,1
452,67,1.1836797,0.9597970843,1
452,83,1.258575916,0.8891692162,1
452,99,1.290390968,0.6353199482,1
452,115,1.421958089,0.2988074422,1
452,131,1.672212362,0.1903863549,1
452,147,1.547072053,-0.08829069883,1
452,163,1.722060204,-0.5470927954,1
452,179,1.279011965,-0.39255777,1
452,195,0.2361292541,-0.1617758572,1
452,211,0.1238103807,0.02655563504,1
452,227,0.7931773663,0.08264936507,1
452,243,NaN,NaN,2
452,259,0.6089869738,0.4670333266,1
452,275,0.4029430151,0.277137816,1
452,291,NaN,NaN,2
452,307,NaN,NaN,2
452,323,0.1654659063,-0.6553138494,1
452,339,0.1818701774,-0.5348299146,1
452,355,NaN,NaN,2
452,371,-0.7571810484,2.104532242,1
452,387,-0.03649765253,0.6686538458,1
452,403,-0.254478544,0.01676777005,1
468,19,1.208907962,1.236184835,1
468,35,1.542185068,1.534943581,1
468,51,1.591465473,1.303244472,1
468,67,1.470080853,1.011520743,1
468,83,1.49756515,0.9950158596,1
468,99,1.522012591,0.9234770536,1
468,115,1.564018965,0.505094409,1
468,131,1.494930148,0.1873304844,1
468,147,1.086089492,0.04815704376,1
468,163,0.434468627,-0.2165395319,1
468,179,1.046224833,-0.1411426514,1
468,195,0.349306494,-0.1050505936,1
468,211,0.1879730076,-0.01616598107,1
468,227,0.3711710274,0.01506409794,1
468,243,0.5302275419,-0.11976365,1
468,259,-0.1444191039,0.1382751167,1
468,275,1.433931231,0.8893446922,1
468,291,NaN,NaN,2
468,307,NaN,NaN,2
468,323,NaN,NaN,2
468,339,0.117422618,-0.3697676659,1
468,355,NaN,NaN,2
468,371,NaN,NaN,2
468,387,-0.3152207732,0.2463476956,1
468,403,-0.3814122975,-0.0403945893,1
484,19,1.43566823,1.108502626,1
484,35,1.809123993,1.288723826,1
484,51,1.91193676,1.241789341,1
484,67,1.864886284,1.118031025,1
484,83,1.849926829,1.058690786,1
484,99,1.683265328,0.9060270786,1
484,115,1.481854439,0.3970653117,1
484,131,1.3246243,0.08894509077,1
