PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 1, filenames: A:[1]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[2]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,-9.713790894,-1.144002199,1
47,97,NaN,NaN,2
47,129,5.892929077,-0.3491692543,1
47,161,1.297876358,1.254509449,1
47,193,NaN,NaN,2
47,225,18.41539574,11.21784401,1
47,257,19.91132164,11.74094677,1
47,289,NaN,NaN,2
47,321,26.25831985,14.77877331,1
47,353,NaN,NaN,2
47,385,26.43400192,13.90586185,1
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,33.86988449,14.9817276,1
47,545,NaN,NaN,2
47,577,25.47068024,14.45966911,1
47,609,27.40494156,12.48100853,1
47,641,31.27727318,10.98814774,1
47,673,29.74718666,12.05225849,1
47,705,34.80729294,14.27758026,1
47,737,NaN,NaN,2
47,769,NaN,NaN,2
47,801,36.53013992,13.57554245,1
47,833,37.91960907,10.76730633,1
47,865,39.11656952,8.730622292,1
47,897,38.45093536,8.089204788,1
47,929,37.07349396,7.996869087,1
47,961,NaN,NaN,2
47,993,38.33102036,7.293275833,1
47,1025,38.03707504,8.344485283,1
47,1057,40.17466736,5.460425854,1
47,1089,42.28223419,5.254816055,1
47,1121,NaN,NaN,2
47,1153,45.04523087,1.915032029,1
47,1185,44.27580643,-2.283427715,1
47,1217,42.23788834,-5.145833015,1
47,1249,42.27292633,-5.163487434,1
47,1281,43.28845978,-7.405917168,1
47,1313,NaN,NaN,2
47,1345,NaN,NaN,2
47,1377,44.78133774,-8.580966949,1
47,1409,39.54891205,-5.603291988,1
47,1441,36.62042236,-8.931877136,1
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,38.95705032,-14.43698502,1
47,1569,34.26036835,-14.6985321,1
47,1601,28.81273079,-15.5598011,1
47,1633,15.5377779,-4.959962368,1
47,1665,NaN,NaN,2
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,20.34871101,-8.555407524,1
47,1793,24.35447693,-9.562586784,1
47,1825,22.3815918,-11.13014317,1
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,2.047489643,-1.859621406,1
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,NaN,NaN,2
79,161,7.742084503,6.790577412,1
79,193,17.51472855,8.673789978,1
79,225,19.1048584,11.27591705,1
79,257,21.20348167,13.17985439,1
79,289,23.40724754,14.00042343,1
79,321,NaN,NaN,2
79,353,23.56009293,13.20710468,1
79,385,24.49792862,13.03144741,1
79,417,26.59052849,13.19195271,1
79,449,27.89939308,13.54093552,1
79,481,NaN,NaN,2
79,513,32.83436203,13.10040855,1
79,545,NaN,NaN,2
79,577,29.34476089,12.65362835,1
79,609,NaN,NaN,2
79,641,31.54275131,12.45989418,1
79,673,32.55883026,13.25624084,1
79,705,34.78746414,16.02932739,1
79,737,NaN,NaN,2
79,769,34.74886703,14.36736298,1
79,801,35.86733627,13.7010994,1
79,833,37.32196045,10.75439739,1
79,865,38.310009,9.534204483,1
79,897,38.32585144,9.16640377,1
79,929,37.87832642,8.270569801,1
79,961,37.77598953,6.887711048,1
79,993,NaN,NaN,2
79,1025,NaN,NaN,2
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,42.83642578,5.24190712,1
79,1153,43.23096466,3.255562305,1
79,1185,NaN,NaN,2
79,1217,40.06636047,-4.951118469,1
79,1249,42.97042847,-4.135444164,1
79,1281,43.09003067,-2.485635281,1
79,1313,42.22197342,-5.1471982,1
79,1345,42.36514282,-8.238165855,1
79,1377,41.18527222,-6.929055214,1
79,1409,39.70750427,-8.013758659,1
79,1441,39.49044418,-10.17043877,1
79,1473,38.41346741,-11.43401909,1
79,1505,36.67829514,-12.21988869,1
79,1537,35.69871521,-12.24377346,1
79,1569,NaN,NaN,2
79,1601,NaN,NaN,2
79,1633,22.10070801,-6.089570999,1
79,1665,NaN,NaN,2
79,1697,NaN,NaN,2
79,1729,NaN,NaN,2
79,1761,20.73795891,-9.775196075,1
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,23.13588333,-11.791996,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,15.71702194,1.06258297,1
79,1985,NaN,NaN,2
79,2017,NaN,NaN,2
111,33,-3.250993729,1.6064924,1
111,65,NaN,NaN,2
111,97,NaN,NaN,2
111,129,NaN,NaN,2
111,161,16.91361809,8.595859528,1
111,193,18.70243263,9.601147652,1
111,225,19.39830399,12.47878075,1
111,257,20.66630363,14.54421997,1
111,289,24.13408279,14.45353985,1
111,321,26.0825882,13.68738461,1
111,353,22.91812325,13.00099754,1
111,385,23.68503952,12.80545139,1
111,417,24.81616592,13.212924,1
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,NaN,NaN,2
111,545,NaN,NaN,2
111,577,NaN,NaN,2
111,609,32.43340302,12.83000183,1
111,641,31.28538322,13.64533329,1
111,673,NaN,NaN,2
111,705,33.16914368,15.98889828,1
111,737,33.80084991,16.38094711,1
111,769,34.73020172,13.05670071,1
111,801,35.54352188,11.26804543,1
111,833,NaN,NaN,2
111,865,35.74170685,10.02977562,1
111,897,37.71701813,9.356978416,1
111,929,38.40348053,8.334985733,1
111,961,38.47093964,6.657868385,1
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,NaN,NaN,2
111,1089,40.74615479,4.622662067,1
111,1121,42.36588669,4.344790459,1
111,1153,42.31107712,3.613604546,1
111,1185,NaN,NaN,2
111,1217,42.98595047,-1.800713778,1
111,1249,45.04646301,-3.084881306,1
111,1281,NaN,NaN,2
111,1313,41.50356674,-4.151156425,1
111,1345,41.32625961,-8.338464737,1
111,1377,39.77574539,-9.017907143,1
111,1409,38.39443207,-9.288290977,1
111,1441,37.71889114,-9.503109932,1
111,1473,36.95422745,-10.78428078,1
111,1505,35.27282333,-11.22139931,1
111,1537,34.56794739,-11.28232193,1
111,1569,34.69673538,-12.97957516,1
111,1601,30.47399139,-12.2245245,1
111,1633,NaN,NaN,2
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,NaN,NaN,2
111,1761,21.89305115,-11.13278389,1
111,1793,23.74342155,-12.45600891,1
111,1825,24.70861435,-13.31127357,1
111,1857,21.66108704,-11.76817799,1
111,1889,15.18493748,-5.108601093,1
