PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 45, filenames: A:[45]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[46]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.246162891,0.4666603804,1
47,65,-0.3678404093,0.2090635598,1
47,97,0.5711491108,0.500605762,1
47,129,-0.07321479917,0.5008943081,1
47,161,-0.8944569826,0.5458710194,1
47,193,-0.2028573751,0.8655356169,1
47,225,NaN,NaN,2
47,257,-0.9521108866,1.047060847,1
47,289,-1.37515378,2.276311398,1
47,321,NaN,NaN,2
47,353,-2.012165785,2.477053642,1
47,385,NaN,NaN,2
47,417,-0.470133543,3.190379143,1
47,449,0.6680343747,4.000802994,1
47,481,0.6433485746,2.981666088,1
47,513,0.227471292,2.928397179,1
47,545,1.264528513,3.635439873,1
47,577,3.132713556,2.621693611,1
47,609,3.085354805,0.8988682628,1
47,641,3.728219986,0.3412941694,1
47,673,4.11916399,-0.6076194048,1
47,705,2.082496643,-0.1685994864,1
47,737,1.825477123,-0.1137515306,1
47,769,1.442792654,-0.4178543091,1
47,801,1.150604844,-0.5939154029,1
47,833,0.6845350266,-0.5814766288,1
47,865,-0.06566998363,1.072607994,1
47,897,-0.8629883528,1.027402997,1
47,929,-0.217259109,-0.5117981434,1
47,961,-0.2306004763,-0.1955957115,1
47,993,-0.02064299583,0.02766473591,1
47,1025,-0.1872712374,-0.2768193185,1
47,1057,0.701831162,0.1121857315,1
47,1089,-0.8385697603,-0.1075911522,1
47,1121,-1.943717003,-0.6277375817,1
47,1153,-2.766253471,0.03885626793,1
47,1185,-2.573791981,-0.008227139711,1
47,1217,-1.086691976,0.712199688,1
47,1249,-0.3028190136,1.260743976,1
47,1281,-1.372258186,1.593983173,1
47,1313,-1.840563774,2.154778719,1
47,1345,-0.9262856245,1.77478385,1
47,1377,-1.171413779,1.030193567,1
47,1409,-0.8876655102,1.758292913,1
47,1441,-0.89963305,1.719460249,1
47,1473,-0.4076060653,2.097483873,1
47,1505,0.1616047025,0.6455023289,1
47,1537,0.3313418031,-0.4219267368,1
47,1569,0.3577695489,0.4806163907,1
47,1601,-0.1604334712,0.6424359679,1
47,1633,-0.4185612202,0.5687672496,1
47,1665,-0.1384557784,0.2325940728,1
47,1697,-0.1442611068,-0.5026314259,1
47,1729,-2.668786287,2.408579826,1
47,1761,0.07579439878,0.9450259209,1
47,1793,0.2601329982,-0.5299233794,1
47,1825,-0.2726809978,-0.7569322586,1
47,1857,0.07666540146,-1.154451609,1
47,1889,-0.1663793921,-0.1743695736,1
47,1921,-0.4572527409,0.8729422688,1
47,1953,0.2997386456,-0.07407639921,1
47,1985,0.2469188422,0.01489496604,1
47,2017,-0.01662665606,-0.57153368,1
