PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 2, filenames: A:[2]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[3]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,25.90496063,4.986742973,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,5.879189491,-0.1549867392,1
47,193,15.37363625,2.840775967,1
47,225,16.71015739,5.47470808,1
47,257,15.20830345,8.000534058,1
47,289,13.44281006,7.967500687,1
47,321,14.13290215,8.489313126,1
47,353,13.59335423,5.866491318,1
47,385,13.27735424,6.94028759,1
47,417,11.18774319,7.983805656,1
47,449,12.70488358,8.970330238,1
47,481,13.48407555,7.712646961,1
47,513,NaN,NaN,2
47,545,11.07887554,6.071859837,1
47,577,NaN,NaN,2
47,609,18.29376984,7.320111275,1
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,16.90415955,2.193796635,1
47,801,17.02201653,1.213838339,1
47,833,18.14946556,0.9123117924,1
47,865,19.27669144,2.135163307,1
47,897,NaN,NaN,2
47,929,15.50996971,-0.4529361725,1
47,961,9.940202713,-0.3196110725,1
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,12.96465302,-0.7390890121,1
47,1089,12.82124329,-4.043712616,1
47,1121,NaN,NaN,2
47,1153,18.14049339,-5.648443222,1
47,1185,16.11889267,-4.194666386,1
47,1217,19.46726418,-3.586752892,1
47,1249,19.67344475,-1.563164234,1
47,1281,18.70451927,-3.899252415,1
47,1313,18.05748749,-5.907693863,1
47,1345,16.63542938,-7.343004227,1
47,1377,14.9424715,-5.975974083,1
47,1409,16.58475494,-4.058027267,1
47,1441,17.21661186,-5.765540123,1
47,1473,17.52283859,-5.633610249,1
