PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 68, filenames: A:[68]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[69]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.730895519,2.222950935,1
47,65,-0.1472245157,0.3990097046,1
47,97,-0.560172677,-0.4532553554,1
47,129,-1.144693136,-0.7024892569,1
47,161,0.1043534279,0.5771801472,1
47,193,0.2751874626,1.431834221,1
47,225,0.2040494978,1.015653133,1
47,257,-0.1147294343,0.9472059011,1
47,289,-0.5904620886,1.240808725,1
47,321,-1.356802225,1.758427262,1
47,353,-2.447150707,2.014212608,1
47,385,-3.412884712,2.302157402,1
47,417,-2.566767693,2.207075357,1
47,449,-1.126946449,0.738132596,1
47,481,-0.1359012127,0.3676546216,1
47,513,-0.7850768566,-0.3555583954,1
47,545,-1.287143707,-0.9159173965,1
47,577,-1.217567682,-2.016038895,1
47,609,-0.2659949958,-1.253635168,1
47,641,0.5367115736,1.622279644,1
47,673,0.3156835437,1.668199301,1
47,705,-0.7441264987,0.3347007036,1
47,737,-0.7925760746,0.9318473339,1
47,769,1.061447382,1.235251904,1
47,801,0.9811125994,3.472407818,1
47,833,0.5807300806,2.907410145,1
47,865,0.7663989663,2.591130733,1
47,897,0.621440053,1.957808971,1
47,929,0.2141802311,1.930813551,1
47,961,0.6280825138,1.263703465,1
47,993,-1.332190037,0.8513818979,1
47,1025,-0.8821820021,-0.2837162018,1
47,1057,-0.5219389796,-1.534570456,1
47,1089,-0.5450950861,-1.074463725,1
47,1121,1.031840086,-1.150262833,1
47,1153,2.765368462,-0.7004888058,1
47,1185,2.38407135,-0.413203001,1
47,1217,1.56732893,-0.4361456037,1
47,1249,2.281059742,-0.1748868823,1
47,1281,2.173907757,0.05224643648,1
47,1313,2.326947212,0.2849267721,1
47,1345,1.833441496,0.6862864494,1
47,1377,0.9789055586,0.8464994431,1
47,1409,0.7436939478,-0.4028275013,1
47,1441,0.7572510242,0.1363189518,1
47,1473,1.083703995,0.4029515982,1
47,1505,0.6956433654,0.4367815256,1
47,1537,0.2365454733,-0.1676990986,1
47,1569,-0.4333363473,-0.5776795745,1
47,1601,-0.5067663789,-0.2066044658,1
47,1633,-0.01581844687,-0.4243905842,1
47,1665,0.2979800105,-0.2213176787,1
47,1697,0.3858433366,-0.4087921977,1
47,1729,1.628811598,-0.3740364909,1
47,1761,0.159275949,1.144755483,1
47,1793,0.7265846729,-0.004877984524,1
47,1825,1.314317703,-0.633675456,1
47,1857,1.394731045,-1.193534732,1
47,1889,1.580665112,-0.9673091173,1
47,1921,1.474573374,0.9177389145,1
47,1953,0.3121871948,0.8642810583,1
47,1985,-0.7538717985,-0.1554888487,1
47,2017,NaN,NaN,2
79,33,0.3912014961,0.4060424566,1
79,65,0.9497529864,0.4263751805,1
79,97,0.1519258916,0.6429945827,1
79,129,-0.1134987175,0.07823321223,1
79,161,0.03019474447,0.3168930411,1
79,193,-0.04193395376,0.799454689,1
79,225,-0.3007603884,0.2854290009,1
79,257,0.03775936365,0.996858716,1
79,289,-0.2353872061,1.466916084,1
79,321,-0.3369979858,1.73536706,1
79,353,-0.4258146286,1.298790693,1
79,385,-2.755756617,1.204881787,1
79,417,-2.63818264,0.9525631666,1
79,449,-0.8443317413,0.8004621863,1
79,481,-0.954875946,0.8465877771,1
79,513,-0.9401487112,0.629992485,1
79,545,-0.9304688573,0.1449984908,1
79,577,-0.87213099,-0.2255393267,1
79,609,0.1094053686,0.07592964172,1
79,641,0.2665839195,0.628585577,1
79,673,0.1358031332,1.011666536,1
79,705,0.02356994152,1.151072383,1
79,737,-0.5859481096,0.6053462029,1
79,769,-0.9329358339,0.8347325325,1
79,801,-0.2024159729,1.499174595,1
79,833,0.1551454365,1.516104937,1
79,865,-0.246984303,1.939067602,1
79,897,-0.03290995955,2.623091698,1
79,929,0.09585034847,1.736023545,1
79,961,0.1075730026,0.8390548229,1
79,993,-0.9228085279,0.7187578678,1
79,1025,-0.794544816,0.5146280527,1
79,1057,-0.1225447655,-0.09697782993,1
79,1089,-0.1666034162,-0.2151042819,1
79,1121,0.2732144594,-0.4183830321,1
79,1153,1.05195117,-0.3500177264,1
79,1185,0.8516322374,0.03312975168,1
79,1217,0.9500429034,0.1407091022,1
79,1249,1.440023422,0.1368943751,1
79,1281,1.129070163,0.02027078718,1
79,1313,1.798219919,0.3960775137,1
79,1345,1.673223853,0.7671228647,1
79,1377,1.090519905,1.729062438,1
79,1409,0.6932804585,0.2361348569,1
79,1441,0.7099782228,-0.120742321,1
79,1473,0.9875163436,-0.2165094018,1
79,1505,0.6523451209,0.04024930298,1
79,1537,0.441291213,-0.1644610167,1
79,1569,-0.3633819818,0.8077338934,1
79,1601,-0.4186223149,0.2160015553,1
79,1633,-0.1449237466,-0.1724761724,1
79,1665,-0.04470556974,-0.06530961394,1
79,1697,0.07339455187,-0.4707014263,1
79,1729,0.1232556403,0.08738674968,1
79,1761,0.5861501098,2.51368165,1
79,1793,0.5582979918,0.7956255674,1
79,1825,1.211078644,0.1933347583,1
79,1857,1.411553383,-0.8708136082,1
79,1889,0.7054288387,-0.6361007094,1
79,1921,0.3613815308,0.4447472394,1
79,1953,-0.6834344268,0.2269803584,1
79,1985,0.1238728166,-0.09013811499,1
79,2017,0.5937100649,-0.9103265405,1
111,33,0.1809365153,-0.1834490597,1
111,65,0.3370252848,0.3506734371,1
111,97,0.4645364881,1.052286863,1
111,129,0.7287268043,0.7970019579,1
111,161,0.7570947409,0.05979794264,1
111,193,-0.1726953834,-0.1296579242,1
111,225,-0.3327870369,0.13656497,1
111,257,-0.3679019213,1.171652436,1
111,289,-0.6124386787,1.679308772,1
111,321,-0.5364572406,1.139735937,1
111,353,-0.6430008411,2.013524055,1
111,385,-1.549299955,1.452280402,1
111,417,-2.682358742,0.1761642694,1
111,449,-2.284786701,0.626187861,1
111,481,-1.433395505,1.375116229,1
111,513,-0.9125159383,1.080653667,1
111,545,-0.6388605833,1.057696581,1
111,577,-0.8865243793,0.8890000582,1
111,609,-0.6380226016,0.7763006091,1
111,641,-0.5506298542,0.76410079,1
111,673,-0.7027854919,0.8469430208,1
